index,actions,age,degree,group,knows_game,knows_gt,level_studies,player,predictions,private_account,profession,public_account,rounds,sex,threshold,time_end_action,time_end_pred,time_start_action,time_start_pred,treatment,gap_threshold,round_donations,time_elapsed_action,time_elapsed_pred,etimeactionnr,etimeprednr
1213,4,19,Economy,50,True,1.0,master,262,122.0,12,student,116,8,Female,False,2018-03-09 01:48:25.589000000,2018-03-09 01:48:41.086000000,2018-03-09 01:47:13.089000000,2018-03-09 01:48:26.224000000,2,4,14,0 days 00:01:12.500000000,0 days 00:00:14.862000000,72500000000,14862000000
1214,4,19,Economy,50,True,1.0,master,262,24.0,36,student,18,1,Female,False,2018-03-09 01:33:24.436000000,2018-03-09 01:33:46.018000000,2018-03-09 01:33:14.112000000,2018-03-09 01:33:35.098000000,2,102,18,0 days 00:00:10.324000000,0 days 00:00:10.920000000,10324000000,10920000000
1215,4,19,Economy,50,True,1.0,master,262,95.0,16,student,102,7,Female,False,2018-03-09 01:46:00.208000000,2018-03-09 01:46:42.320000000,2018-03-09 01:45:28.377000000,2018-03-09 01:46:30.977000000,2,18,16,0 days 00:00:31.831000000,0 days 00:00:11.343000000,31831000000,11343000000
1216,2,32,Languages,50,False,1.0,PhD,267,44.0,32,other,40,3,Male,False,2018-03-09 01:43:53.858000000,2018-03-09 01:45:20.973000000,2018-03-09 01:43:35.517000000,2018-03-09 01:45:05.038000000,2,80,8,0 days 00:00:18.341000000,0 days 00:00:15.935000000,18341000000,15935000000
1217,0,32,Languages,50,False,1.0,PhD,267,86.0,26,other,86,6,Male,False,2018-03-09 01:51:28.073000000,2018-03-09 01:53:18.370000000,2018-03-09 01:50:37.250000000,2018-03-09 01:52:59.476000000,2,34,14,0 days 00:00:50.823000000,0 days 00:00:18.894000000,50823000000,18894000000
1218,4,32,Languages,50,False,1.0,PhD,267,58.0,28,other,58,4,Male,False,2018-03-09 01:46:37.800000000,2018-03-09 01:48:18.026000000,2018-03-09 01:46:11.932000000,2018-03-09 01:48:08.991000000,2,62,18,0 days 00:00:25.868000000,0 days 00:00:09.035000000,25868000000,9035000000
1219,2,32,Languages,50,False,1.0,PhD,267,73.0,26,other,72,5,Male,False,2018-03-09 01:49:10.895000000,2018-03-09 01:50:36.685000000,2018-03-09 01:48:38.748000000,2018-03-09 01:50:12.036000000,2,48,14,0 days 00:00:32.147000000,0 days 00:00:24.649000000,32147000000,24649000000
1220,2,32,Languages,50,False,1.0,PhD,267,116.0,20,other,116,8,Male,False,2018-03-09 01:55:37.542000000,2018-03-09 01:56:37.828000000,2018-03-09 01:55:01.776000000,2018-03-09 01:56:28.477000000,2,4,14,0 days 00:00:35.766000000,0 days 00:00:09.351000000,35766000000,9351000000
1221,4,32,Languages,50,False,1.0,PhD,267,102.0,22,other,102,7,Male,False,2018-03-09 01:53:48.405000000,2018-03-09 01:55:01.251000000,2018-03-09 01:53:18.917000000,2018-03-09 01:54:29.285000000,2,18,16,0 days 00:00:29.488000000,0 days 00:00:31.966000000,29488000000,31966000000
1222,2,32,Languages,50,False,1.0,PhD,267,30.0,34,other,32,2,Male,False,2018-03-09 01:42:11.653000000,2018-03-09 01:43:04.683000000,2018-03-09 01:41:58.482000000,2018-03-09 01:42:52.572000000,2,88,14,0 days 00:00:13.171000000,0 days 00:00:12.111000000,13171000000,12111000000
1223,4,32,Languages,50,False,1.0,PhD,267,14.0,36,other,18,1,Male,False,2018-03-09 01:41:20.658000000,2018-03-09 01:41:57.875000000,2018-03-09 01:41:09.764000000,2018-03-09 01:41:31.362000000,2,102,18,0 days 00:00:10.894000000,0 days 00:00:26.513000000,10894000000,26513000000
1224,2,22,Psychology,50,False,1.0,bachelor,269,118.0,18,student,116,8,Female,False,2018-03-08 09:43:59.913000000,2018-03-08 09:44:49.773000000,2018-03-08 09:43:18.437000000,2018-03-08 09:44:40.806000000,2,4,14,0 days 00:00:41.476000000,0 days 00:00:08.967000000,41476000000,8967000000
1225,2,22,Psychology,50,False,1.0,bachelor,269,8.0,38,student,18,1,Female,False,2018-03-08 09:29:29.106000000,2018-03-08 09:29:57.431000000,2018-03-08 09:29:19.216000000,2018-03-08 09:29:39.811000000,2,102,18,0 days 00:00:09.890000000,0 days 00:00:17.620000000,9890000000,17620000000
1226,4,22,Psychology,50,False,1.0,bachelor,269,74.0,28,student,72,5,Female,False,2018-03-08 09:37:13.115000000,2018-03-08 09:38:30.340000000,2018-03-08 09:36:41.094000000,2018-03-08 09:38:24.218000000,2,48,14,0 days 00:00:32.021000000,0 days 00:00:06.122000000,32021000000,6122000000
1227,0,22,Psychology,50,False,1.0,bachelor,269,42.0,34,student,40,3,Female,False,2018-03-08 09:32:12.206000000,2018-03-08 09:33:20.589000000,2018-03-08 09:31:46.044000000,2018-03-08 09:33:13.244000000,2,80,8,0 days 00:00:26.162000000,0 days 00:00:07.345000000,26162000000,7345000000
1228,4,22,Psychology,50,False,1.0,bachelor,269,96.0,20,student,102,7,Female,False,2018-03-08 09:42:00.388000000,2018-03-08 09:42:37.490000000,2018-03-08 09:41:31.724000000,2018-03-08 09:42:31.281000000,2,18,16,0 days 00:00:28.664000000,0 days 00:00:06.209000000,28664000000,6209000000
1229,4,22,Psychology,50,False,1.0,bachelor,269,88.0,24,student,86,6,Female,False,2018-03-08 09:39:35.000000000,2018-03-08 09:41:11.061000000,2018-03-08 09:38:51.075000000,2018-03-08 09:41:06.206000000,2,34,14,0 days 00:00:43.925000000,0 days 00:00:04.855000000,43925000000,4855000000
1230,2,22,Psychology,50,False,1.0,bachelor,269,52.0,32,student,58,4,Female,False,2018-03-08 09:34:40.874000000,2018-03-08 09:36:20.320000000,2018-03-08 09:34:21.610000000,2018-03-08 09:36:12.259000000,2,62,18,0 days 00:00:19.264000000,0 days 00:00:08.061000000,19264000000,8061000000
1231,4,22,Psychology,50,False,1.0,bachelor,269,30.0,34,student,32,2,Female,False,2018-03-08 09:30:25.760000000,2018-03-08 09:31:05.134000000,2018-03-08 09:30:08.131000000,2018-03-08 09:30:56.599000000,2,88,14,0 days 00:00:17.629000000,0 days 00:00:08.535000000,17629000000,8535000000
1232,2,22,Other,50,False,0.0,master,270,120.0,36,student,116,8,Undefined,False,2018-03-09 01:44:38.307000000,2018-03-09 01:45:19.928000000,2018-03-09 01:43:45.592000000,2018-03-09 01:45:08.960000000,2,4,14,0 days 00:00:52.715000000,0 days 00:00:10.968000000,52715000000,10968000000
1233,0,22,Other,50,False,0.0,master,270,100.0,38,student,102,7,Undefined,False,2018-03-09 01:42:44.249000000,2018-03-09 01:43:35.024000000,2018-03-09 01:42:05.580000000,2018-03-09 01:43:04.826000000,2,18,16,0 days 00:00:38.669000000,0 days 00:00:30.198000000,38669000000,30198000000
1234,0,22,Other,50,False,0.0,master,270,40.0,40,student,40,3,Undefined,False,2018-03-09 01:33:28.658000000,2018-03-09 01:33:58.218000000,2018-03-09 01:32:18.249000000,2018-03-09 01:33:49.314000000,2,80,8,0 days 00:01:10.409000000,0 days 00:00:08.904000000,70409000000,8904000000
1235,0,22,Other,50,False,0.0,master,270,44.0,40,student,32,2,Undefined,False,2018-03-09 01:31:06.104000000,2018-03-09 01:31:37.517000000,2018-03-09 01:30:43.790000000,2018-03-09 01:31:26.720000000,2,88,14,0 days 00:00:22.314000000,0 days 00:00:10.797000000,22314000000,10797000000
1236,0,22,Other,50,False,0.0,master,270,6.0,40,student,18,1,Undefined,False,2018-03-09 01:29:53.094000000,2018-03-09 01:30:23.132000000,2018-03-09 01:29:46.835000000,2018-03-09 01:30:13.726000000,2,102,18,0 days 00:00:06.259000000,0 days 00:00:09.406000000,6259000000,9406000000
1237,2,22,Other,50,False,0.0,master,270,80.0,38,student,86,6,Undefined,False,2018-03-09 01:40:24.469000000,2018-03-09 01:41:44.965000000,2018-03-09 01:39:25.442000000,2018-03-09 01:41:35.363000000,2,34,14,0 days 00:00:59.027000000,0 days 00:00:09.602000000,59027000000,9602000000
1238,0,22,Other,50,False,0.0,master,270,42.0,40,student,58,4,Undefined,False,2018-03-09 01:35:59.637000000,2018-03-09 01:36:47.893000000,2018-03-09 01:34:49.064000000,2018-03-09 01:36:40.321000000,2,62,18,0 days 00:01:10.573000000,0 days 00:00:07.572000000,70573000000,7572000000
1239,0,22,Other,50,False,0.0,master,270,66.0,40,student,72,5,Undefined,False,2018-03-09 01:38:45.908000000,2018-03-09 01:38:54.802000000,2018-03-09 01:37:18.582000000,2018-03-09 01:38:46.348000000,2,48,14,0 days 00:01:27.326000000,0 days 00:00:08.454000000,87326000000,8454000000
1240,4,31,Psychology,50,False,1.0,master,273,18.0,36,researcher,18,1,Male,False,2018-03-09 01:17:04.653000000,2018-03-09 01:17:35.962000000,2018-03-09 01:16:42.244000000,2018-03-09 01:17:05.220000000,2,102,18,0 days 00:00:22.409000000,0 days 00:00:30.742000000,22409000000,30742000000
1241,4,31,Psychology,50,False,1.0,master,273,110.0,16,researcher,102,7,Male,False,2018-03-09 01:29:45.557000000,2018-03-09 01:30:19.102000000,2018-03-09 01:29:07.869000000,2018-03-09 01:30:06.172000000,2,18,16,0 days 00:00:37.688000000,0 days 00:00:12.930000000,37688000000,12930000000
1242,0,31,Psychology,50,False,1.0,master,273,114.0,16,researcher,116,8,Male,False,2018-03-09 01:31:19.480000000,2018-03-09 01:32:20.279000000,2018-03-09 01:30:49.888000000,2018-03-09 01:32:10.413000000,2,4,14,0 days 00:00:29.592000000,0 days 00:00:09.866000000,29592000000,9866000000
1243,4,31,Psychology,50,False,1.0,master,273,42.0,32,researcher,32,2,Male,False,2018-03-09 01:18:07.247000000,2018-03-09 01:18:59.256000000,2018-03-09 01:17:46.630000000,2018-03-09 01:18:27.875000000,2,88,14,0 days 00:00:20.617000000,0 days 00:00:31.381000000,20617000000,31381000000
1244,0,31,Psychology,50,False,1.0,master,273,46.0,32,researcher,40,3,Male,False,2018-03-09 01:20:43.493000000,2018-03-09 01:21:45.068000000,2018-03-09 01:19:20.006000000,2018-03-09 01:20:44.015000000,2,80,8,0 days 00:01:23.487000000,0 days 00:01:01.053000000,83487000000,61053000000
1245,4,31,Psychology,50,False,1.0,master,273,80.0,24,researcher,72,5,Male,False,2018-03-09 01:24:55.928000000,2018-03-09 01:26:02.118000000,2018-03-09 01:24:13.002000000,2018-03-09 01:25:46.886000000,2,48,14,0 days 00:00:42.926000000,0 days 00:00:15.232000000,42926000000,15232000000
1246,4,31,Psychology,50,False,1.0,master,273,66.0,28,researcher,58,4,Male,False,2018-03-09 01:22:22.790000000,2018-03-09 01:24:12.461000000,2018-03-09 01:21:45.659000000,2018-03-09 01:23:44.122000000,2,62,18,0 days 00:00:37.131000000,0 days 00:00:28.339000000,37131000000,28339000000
1247,4,31,Psychology,50,False,1.0,master,273,90.0,20,researcher,86,6,Male,False,2018-03-09 01:27:17.235000000,2018-03-09 01:28:57.246000000,2018-03-09 01:26:22.840000000,2018-03-09 01:28:38.351000000,2,34,14,0 days 00:00:54.395000000,0 days 00:00:18.895000000,54395000000,18895000000
1248,0,22,Social Sciences,51,False,0.0,master,257,116.0,28,student,122,7,Female,True,2018-03-09 01:28:42.033000000,2018-03-09 01:29:20.516000000,2018-03-09 01:28:20.150000000,2018-03-09 01:29:12.784000000,2,-2,10,0 days 00:00:21.883000000,0 days 00:00:07.732000000,21883000000,7732000000
1249,0,22,Social Sciences,51,False,0.0,master,257,134.0,26,student,138,14,Female,True,2018-03-09 01:34:48.387000000,2018-03-09 01:34:55.176000000,2018-03-09 01:34:33.626000000,2018-03-09 01:34:48.900000000,2,-18,0,0 days 00:00:14.761000000,0 days 00:00:06.276000000,14761000000,6276000000
1250,0,22,Social Sciences,51,False,0.0,master,257,132.0,26,student,136,12,Female,True,2018-03-09 01:33:14.857000000,2018-03-09 01:33:52.442000000,2018-03-09 01:33:13.242000000,2018-03-09 01:33:45.589000000,2,-16,4,0 days 00:00:01.615000000,0 days 00:00:06.853000000,1615000000,6853000000
1251,0,22,Social Sciences,51,False,0.0,master,257,138.0,26,student,142,17,Female,True,2018-03-09 01:36:38.044000000,2018-03-09 01:37:06.447000000,2018-03-09 01:36:35.065000000,2018-03-09 01:36:58.787000000,2,-22,0,0 days 00:00:02.979000000,0 days 00:00:07.660000000,2979000000,7660000000
1252,2,22,Social Sciences,51,False,0.0,master,257,68.0,30,student,68,3,Female,True,2018-03-09 01:23:38.215000000,2018-03-09 01:23:58.970000000,2018-03-09 01:23:15.159000000,2018-03-09 01:23:48.909000000,2,52,22,0 days 00:00:23.056000000,0 days 00:00:10.061000000,23056000000,10061000000
1253,4,22,Social Sciences,51,False,0.0,master,257,44.0,32,student,46,2,Female,True,2018-03-09 01:22:13.195000000,2018-03-09 01:22:24.261000000,2018-03-09 01:21:48.822000000,2018-03-09 01:22:13.738000000,2,74,24,0 days 00:00:24.373000000,0 days 00:00:10.523000000,24373000000,10523000000
1254,4,22,Social Sciences,51,False,0.0,master,257,20.0,36,student,22,1,Female,True,2018-03-09 01:19:41.804000000,2018-03-09 01:21:28.110000000,2018-03-09 01:19:37.100000000,2018-03-09 01:21:02.895000000,2,98,22,0 days 00:00:04.704000000,0 days 00:00:25.215000000,4704000000,25215000000
1255,0,22,Social Sciences,51,False,0.0,master,257,120.0,28,student,112,6,Female,True,2018-03-09 01:27:29.001000000,2018-03-09 01:27:59.482000000,2018-03-09 01:27:04.132000000,2018-03-09 01:27:49.685000000,2,8,8,0 days 00:00:24.869000000,0 days 00:00:09.797000000,24869000000,9797000000
1256,0,22,Social Sciences,51,False,0.0,master,257,132.0,26,student,132,11,Female,True,2018-03-09 01:32:54.931000000,2018-03-09 01:33:11.389000000,2018-03-09 01:32:46.342000000,2018-03-09 01:33:05.573000000,2,-12,0,0 days 00:00:08.589000000,0 days 00:00:05.816000000,8589000000,5816000000
1257,2,22,Social Sciences,51,False,0.0,master,257,76.0,28,student,88,4,Female,True,2018-03-09 01:24:47.609000000,2018-03-09 01:25:15.264000000,2018-03-09 01:24:19.695000000,2018-03-09 01:25:08.326000000,2,32,20,0 days 00:00:27.914000000,0 days 00:00:06.938000000,27914000000,6938000000
1258,0,22,Social Sciences,51,False,0.0,master,257,134.0,26,student,142,15,Female,True,2018-03-09 01:35:25.256000000,2018-03-09 01:35:41.924000000,2018-03-09 01:35:17.058000000,2018-03-09 01:35:35.820000000,2,-22,4,0 days 00:00:08.198000000,0 days 00:00:06.104000000,8198000000,6104000000
1259,0,22,Social Sciences,51,False,0.0,master,257,102.0,28,student,104,5,Female,True,2018-03-09 01:26:22.358000000,2018-03-09 01:26:53.540000000,2018-03-09 01:25:56.052000000,2018-03-09 01:26:43.038000000,2,16,16,0 days 00:00:26.306000000,0 days 00:00:10.502000000,26306000000,10502000000
1260,2,22,Social Sciences,51,False,0.0,master,257,130.0,26,student,130,8,Female,True,2018-03-09 01:30:11.285000000,2018-03-09 01:30:18.723000000,2018-03-09 01:29:41.335000000,2018-03-09 01:30:11.820000000,2,-10,8,0 days 00:00:29.950000000,0 days 00:00:06.903000000,29950000000,6903000000
1261,0,22,Social Sciences,51,False,0.0,master,257,138.0,26,student,142,16,Female,True,2018-03-09 01:36:16.301000000,2018-03-09 01:36:33.109000000,2018-03-09 01:36:04.635000000,2018-03-09 01:36:26.955000000,2,-22,0,0 days 00:00:11.666000000,0 days 00:00:06.154000000,11666000000,6154000000
1262,0,22,Social Sciences,51,False,0.0,master,257,132.0,26,student,138,13,Female,True,2018-03-09 01:33:55.829000000,2018-03-09 01:34:22.054000000,2018-03-09 01:33:54.335000000,2018-03-09 01:34:16.568000000,2,-18,2,0 days 00:00:01.494000000,0 days 00:00:05.486000000,1494000000,5486000000
1263,0,22,Social Sciences,51,False,0.0,master,257,136.0,26,student,132,9,Female,True,2018-03-09 01:31:31.199000000,2018-03-09 01:31:38.832000000,2018-03-09 01:31:15.290000000,2018-03-09 01:31:31.778000000,2,-12,2,0 days 00:00:15.909000000,0 days 00:00:07.054000000,15909000000,7054000000
1264,0,22,Social Sciences,51,False,0.0,master,257,134.0,26,student,132,10,Female,True,2018-03-09 01:32:25.336000000,2018-03-09 01:32:34.456000000,2018-03-09 01:32:13.214000000,2018-03-09 01:32:25.860000000,2,-12,0,0 days 00:00:12.122000000,0 days 00:00:08.596000000,12122000000,8596000000
1265,4,20,Economy,51,False,1.0,bachelor,258,90.0,24,student,88,4,Female,True,2018-03-08 09:33:46.169000000,2018-03-08 09:34:41.875000000,2018-03-08 09:33:31.764000000,2018-03-08 09:34:37.087000000,2,32,20,0 days 00:00:14.405000000,0 days 00:00:04.788000000,14405000000,4788000000
1266,0,20,Economy,51,False,1.0,bachelor,258,132.0,20,student,132,11,Female,True,2018-03-08 09:42:09.059000000,2018-03-08 09:42:24.516000000,2018-03-08 09:42:07.431000000,2018-03-08 09:42:19.749000000,2,-12,0,0 days 00:00:01.628000000,0 days 00:00:04.767000000,1628000000,4767000000
1267,0,20,Economy,51,False,1.0,bachelor,258,132.0,20,student,138,14,Female,True,2018-03-08 09:43:58.604000000,2018-03-08 09:44:24.172000000,2018-03-08 09:43:57.101000000,2018-03-08 09:44:19.470000000,2,-18,0,0 days 00:00:01.503000000,0 days 00:00:04.702000000,1503000000,4702000000
1268,4,20,Economy,51,False,1.0,bachelor,258,70.0,28,student,68,3,Female,True,2018-03-08 09:32:43.236000000,2018-03-08 09:33:11.048000000,2018-03-08 09:32:32.687000000,2018-03-08 09:33:03.986000000,2,52,22,0 days 00:00:10.549000000,0 days 00:00:07.062000000,10549000000,7062000000
1269,0,20,Economy,51,False,1.0,bachelor,258,122.0,20,student,130,8,Female,True,2018-03-08 09:39:05.486000000,2018-03-08 09:39:41.448000000,2018-03-08 09:38:55.705000000,2018-03-08 09:39:36.217000000,2,-10,8,0 days 00:00:09.781000000,0 days 00:00:05.231000000,9781000000,5231000000
1270,0,20,Economy,51,False,1.0,bachelor,258,132.0,20,student,142,17,Female,True,2018-03-08 09:45:58.762000000,2018-03-08 09:46:24.245000000,2018-03-08 09:45:57.226000000,2018-03-08 09:46:19.529000000,2,-22,0,0 days 00:00:01.536000000,0 days 00:00:04.716000000,1536000000,4716000000
1271,0,20,Economy,51,False,1.0,bachelor,258,120.0,20,student,122,7,Female,True,2018-03-08 09:37:48.298000000,2018-03-08 09:38:34.902000000,2018-03-08 09:37:37.778000000,2018-03-08 09:38:29.104000000,2,-2,10,0 days 00:00:10.520000000,0 days 00:00:05.798000000,10520000000,5798000000
1272,0,20,Economy,51,False,1.0,bachelor,258,132.0,20,student,138,13,Female,True,2018-03-08 09:43:19.282000000,2018-03-08 09:43:44.968000000,2018-03-08 09:43:17.763000000,2018-03-08 09:43:40.010000000,2,-18,2,0 days 00:00:01.519000000,0 days 00:00:04.958000000,1519000000,4958000000
1273,0,20,Economy,51,False,1.0,bachelor,258,130.0,20,student,132,9,Female,True,2018-03-08 09:40:41.380000000,2018-03-08 09:41:11.998000000,2018-03-08 09:40:37.802000000,2018-03-08 09:41:02.141000000,2,-12,2,0 days 00:00:03.578000000,0 days 00:00:09.857000000,3578000000,9857000000
1274,0,20,Economy,51,False,1.0,bachelor,258,132.0,20,student,142,16,Female,True,2018-03-08 09:45:18.073000000,2018-03-08 09:45:43.191000000,2018-03-08 09:45:16.120000000,2018-03-08 09:45:38.799000000,2,-22,0,0 days 00:00:01.953000000,0 days 00:00:04.392000000,1953000000,4392000000
1275,0,20,Economy,51,False,1.0,bachelor,258,132.0,20,student,136,12,Female,True,2018-03-08 09:42:40.870000000,2018-03-08 09:43:06.040000000,2018-03-08 09:42:36.907000000,2018-03-08 09:43:01.582000000,2,-16,4,0 days 00:00:03.963000000,0 days 00:00:04.458000000,3963000000,4458000000
1276,4,20,Economy,51,False,1.0,bachelor,258,120.0,20,student,104,5,Female,True,2018-03-08 09:35:26.814000000,2018-03-08 09:36:12.083000000,2018-03-08 09:35:12.654000000,2018-03-08 09:35:57.599000000,2,16,16,0 days 00:00:14.160000000,0 days 00:00:14.484000000,14160000000,14484000000
1277,4,20,Economy,51,False,1.0,bachelor,258,12.0,36,student,22,1,Female,True,2018-03-08 09:29:02.621000000,2018-03-08 09:30:34.563000000,2018-03-08 09:28:58.298000000,2018-03-08 09:30:24.145000000,2,98,22,0 days 00:00:04.323000000,0 days 00:00:10.418000000,4323000000,10418000000
1278,0,20,Economy,51,False,1.0,bachelor,258,132.0,20,student,132,10,Female,True,2018-03-08 09:41:36.900000000,2018-03-08 09:41:52.528000000,2018-03-08 09:41:34.409000000,2018-03-08 09:41:47.544000000,2,-12,0,0 days 00:00:02.491000000,0 days 00:00:04.984000000,2491000000,4984000000
1279,0,20,Economy,51,False,1.0,bachelor,258,120.0,20,student,112,6,Female,True,2018-03-08 09:36:35.549000000,2018-03-08 09:37:17.068000000,2018-03-08 09:36:22.747000000,2018-03-08 09:37:06.318000000,2,8,8,0 days 00:00:12.802000000,0 days 00:00:10.750000000,12802000000,10750000000
1280,0,20,Economy,51,False,1.0,bachelor,258,132.0,20,student,142,15,Female,True,2018-03-08 09:44:37.874000000,2018-03-08 09:45:03.423000000,2018-03-08 09:44:36.076000000,2018-03-08 09:44:58.622000000,2,-22,4,0 days 00:00:01.798000000,0 days 00:00:04.801000000,1798000000,4801000000
1281,4,20,Economy,51,False,1.0,bachelor,258,48.0,32,student,46,2,Female,True,2018-03-08 09:31:20.656000000,2018-03-08 09:31:51.804000000,2018-03-08 09:31:05.382000000,2018-03-08 09:31:41.702000000,2,74,24,0 days 00:00:15.274000000,0 days 00:00:10.102000000,15274000000,10102000000
1282,0,20,Other,51,False,0.0,bachelor,259,132.0,20,student,136,12,Male,True,2018-03-09 01:40:29.435000000,2018-03-09 01:40:59.298000000,2018-03-09 01:40:24.374000000,2018-03-09 01:40:50.118000000,2,-16,4,0 days 00:00:05.061000000,0 days 00:00:09.180000000,5061000000,9180000000
1283,4,20,Other,51,False,0.0,bachelor,259,12.0,36,student,22,1,Male,True,2018-03-09 01:28:06.112000000,2018-03-09 01:28:17.453000000,2018-03-09 01:26:45.160000000,2018-03-09 01:28:06.599000000,2,98,22,0 days 00:01:20.952000000,0 days 00:00:10.854000000,80952000000,10854000000
1284,0,20,Other,51,False,0.0,bachelor,259,100.0,24,student,104,5,Male,True,2018-03-09 01:33:42.291000000,2018-03-09 01:34:03.449000000,2018-03-09 01:32:55.997000000,2018-03-09 01:33:42.845000000,2,16,16,0 days 00:00:46.294000000,0 days 00:00:20.604000000,46294000000,20604000000
1285,4,20,Other,51,False,0.0,bachelor,259,40.0,32,student,46,2,Male,True,2018-03-09 01:29:09.096000000,2018-03-09 01:29:37.020000000,2018-03-09 01:28:48.264000000,2018-03-09 01:29:29.931000000,2,74,24,0 days 00:00:20.832000000,0 days 00:00:07.089000000,20832000000,7089000000
1286,4,20,Other,51,False,0.0,bachelor,259,90.0,24,student,88,4,Male,True,2018-03-09 01:32:15.232000000,2018-03-09 01:32:55.505000000,2018-03-09 01:31:27.570000000,2018-03-09 01:32:15.830000000,2,32,20,0 days 00:00:47.662000000,0 days 00:00:39.675000000,47662000000,39675000000
1287,4,20,Other,51,False,0.0,bachelor,259,70.0,28,student,68,3,Male,True,2018-03-09 01:30:47.491000000,2018-03-09 01:31:06.833000000,2018-03-09 01:30:17.879000000,2018-03-09 01:30:48.015000000,2,52,22,0 days 00:00:29.612000000,0 days 00:00:18.818000000,29612000000,18818000000
1288,2,20,Other,51,False,0.0,bachelor,259,116.0,22,student,112,6,Male,True,2018-03-09 01:34:45.750000000,2018-03-09 01:35:05.821000000,2018-03-09 01:34:14.074000000,2018-03-09 01:34:56.352000000,2,8,8,0 days 00:00:31.676000000,0 days 00:00:09.469000000,31676000000,9469000000
1289,0,20,Other,51,False,0.0,bachelor,259,122.0,20,student,130,8,Male,True,2018-03-09 01:37:02.681000000,2018-03-09 01:37:30.564000000,2018-03-09 01:36:42.423000000,2018-03-09 01:37:23.377000000,2,-10,8,0 days 00:00:20.258000000,0 days 00:00:07.187000000,20258000000,7187000000
1290,2,20,Other,51,False,0.0,bachelor,259,118.0,20,student,122,7,Male,True,2018-03-09 01:36:11.158000000,2018-03-09 01:36:21.731000000,2018-03-09 01:35:26.458000000,2018-03-09 01:36:11.739000000,2,-2,10,0 days 00:00:44.700000000,0 days 00:00:09.992000000,44700000000,9992000000
1291,0,20,Other,51,False,0.0,bachelor,259,130.0,20,student,132,9,Male,True,2018-03-09 01:38:29.374000000,2018-03-09 01:38:50.907000000,2018-03-09 01:38:19.535000000,2018-03-09 01:38:40.086000000,2,-12,2,0 days 00:00:09.839000000,0 days 00:00:10.821000000,9839000000,10821000000
1292,0,20,Other,51,False,0.0,bachelor,259,140.0,20,student,138,14,Male,True,2018-03-09 01:41:51.786000000,2018-03-09 01:42:10.975000000,2018-03-09 01:41:41.961000000,2018-03-09 01:42:02.452000000,2,-18,0,0 days 00:00:09.825000000,0 days 00:00:08.523000000,9825000000,8523000000
1293,0,20,Other,51,False,0.0,bachelor,259,136.0,20,student,138,13,Male,True,2018-03-09 01:41:11.784000000,2018-03-09 01:41:38.228000000,2018-03-09 01:41:02.854000000,2018-03-09 01:41:32.498000000,2,-18,2,0 days 00:00:08.930000000,0 days 00:00:05.730000000,8930000000,5730000000
1294,0,20,Other,51,False,0.0,bachelor,259,132.0,20,student,132,10,Male,True,2018-03-09 01:39:30.770000000,2018-03-09 01:39:48.475000000,2018-03-09 01:39:25.499000000,2018-03-09 01:39:41.448000000,2,-12,0,0 days 00:00:05.271000000,0 days 00:00:07.027000000,5271000000,7027000000
1295,0,20,Other,51,False,0.0,bachelor,259,140.0,20,student,142,15,Male,True,2018-03-09 01:42:20.897000000,2018-03-09 01:43:00.676000000,2018-03-09 01:42:17.574000000,2018-03-09 01:42:51.624000000,2,-22,4,0 days 00:00:03.323000000,0 days 00:00:09.052000000,3323000000,9052000000
1296,0,20,Other,51,False,0.0,bachelor,259,132.0,20,student,132,11,Male,True,2018-03-09 01:40:05.246000000,2018-03-09 01:40:12.018000000,2018-03-09 01:40:01.767000000,2018-03-09 01:40:05.815000000,2,-12,0,0 days 00:00:03.479000000,0 days 00:00:06.203000000,3479000000,6203000000
1297,0,20,Other,51,False,0.0,bachelor,259,144.0,20,student,142,16,Male,True,2018-03-09 01:43:06.177000000,2018-03-09 01:43:32.303000000,2018-03-09 01:43:03.714000000,2018-03-09 01:43:26.794000000,2,-22,0,0 days 00:00:02.463000000,0 days 00:00:05.509000000,2463000000,5509000000
1298,0,20,Other,51,False,0.0,bachelor,259,148.0,20,student,142,17,Male,True,2018-03-09 01:43:48.990000000,2018-03-09 01:44:06.956000000,2018-03-09 01:43:44.443000000,2018-03-09 01:43:59.652000000,2,-22,0,0 days 00:00:04.547000000,0 days 00:00:07.304000000,4547000000,7304000000
1299,0,20,Computer Science,51,False,1.0,master,261,106.0,18,student,136,12,Male,True,2018-03-09 01:57:48.043000000,2018-03-09 01:58:17.118000000,2018-03-09 01:57:45.614000000,2018-03-09 01:58:08.669000000,2,-16,4,0 days 00:00:02.429000000,0 days 00:00:08.449000000,2429000000,8449000000
1300,0,20,Computer Science,51,False,1.0,master,261,106.0,18,student,132,10,Male,True,2018-03-09 01:56:44.293000000,2018-03-09 01:57:00.485000000,2018-03-09 01:56:40.426000000,2018-03-09 01:56:54.963000000,2,-12,0,0 days 00:00:03.867000000,0 days 00:00:05.522000000,3867000000,5522000000
1301,2,20,Computer Science,51,False,1.0,master,261,110.0,18,student,130,8,Male,True,2018-03-09 01:54:13.921000000,2018-03-09 01:54:50.205000000,2018-03-09 01:54:00.880000000,2018-03-09 01:54:44.685000000,2,-10,8,0 days 00:00:13.041000000,0 days 00:00:05.520000000,13041000000,5520000000
