round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] C 10 -5185.19997597 18717 user
49 usuario4 D ['usuario1', 'usuario8', 'usuario5', 'usuario15'] C 14 -16458.799839 777 user
49 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] D 9 -15427.0000458 2360 user
49 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 5 -15484.2000008 1896 user
49 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 9 -10328.400135 6500 user
49 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 4 -2112.49995232 15523 user
49 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 4 -9463.99998665 7352 user
49 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 -14434.7000122 2440 user
49 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 9 -30.2999019623 17062 user
49 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 9 -14425.6000519 2335 user
49 usuario9 D ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 4 -7038.40017319 10132 user
49 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] D 4 -15424.9000549 2005 user
50 usuario14 C ['usuario7', 'usuario1', 'usuario15', 'usuario2'] D 5 7623.70014191 7567 user
50 usuario1 C ['usuario3', 'usuario11', 'usuario4', 'usuario14'] C 10 3880.80000877 3853 user
50 usuario11 D ['usuario9', 'usuario2', 'usuario8', 'usuario1'] C 14 1182.50012398 1158 user
50 usuario2 D ['usuario12', 'usuario14', 'usuario6', 'usuario11'] D 14 3082.00001717 3029 user
50 usuario15 D ['usuario14', 'usuario4', 'usuario10', 'usuario6'] C 19 6163.50007057 6132 user
50 usuario4 C ['usuario1', 'usuario8', 'usuario5', 'usuario15'] D 5 3215.40021896 3187 user
50 usuario8 D ['usuario11', 'usuario6', 'usuario16', 'usuario4'] C 14 5875.20003319 5848 user
50 usuario6 C ['usuario2', 'usuario15', 'usuario13', 'usuario8'] D 0 6689.59999084 6656 user
50 usuario10 D ['usuario15', 'usuario5', 'usuario7', 'usuario13'] D 4 25618.0000305 25589 user
50 usuario5 D ['usuario4', 'usuario16', 'usuario3', 'usuario10'] D 9 14626.5001297 14569 user
50 usuario16 D ['usuario8', 'usuario13', 'usuario9', 'usuario5'] D 9 4062.40010262 4025 user
50 usuario13 D ['usuario6', 'usuario10', 'usuario12', 'usuario16'] D 9 2314.30006027 2285 user
50 usuario7 D ['usuario10', 'usuario3', 'usuario14', 'usuario12'] D 9 9365.4999733 9335 user
50 usuario3 D ['usuario5', 'usuario9', 'usuario1', 'usuario7'] D 14 283.299922943 253 user
50 usuario9 C ['usuario16', 'usuario12', 'usuario11', 'usuario3'] D 0 7345.49999237 7263 user
50 usuario12 D ['usuario13', 'usuario7', 'usuario2', 'usuario9'] C 9 3239.79997635 3211 user
