,round,response,rt,user,session,subj_id
31,32,0,2.976,usuario21,s4t1500,usuario21s4t1500
32,33,0,7.044,usuario21,s4t1500,usuario21s4t1500
33,34,0,3.382,usuario21,s4t1500,usuario21s4t1500
34,35,0,12.239,usuario21,s4t1500,usuario21s4t1500
35,36,0,3.319,usuario21,s4t1500,usuario21s4t1500
36,37,0,5.041,usuario21,s4t1500,usuario21s4t1500
37,38,0,8.301,usuario21,s4t1500,usuario21s4t1500
38,39,0,8.917,usuario21,s4t1500,usuario21s4t1500
39,40,0,9.637,usuario21,s4t1500,usuario21s4t1500
40,41,0,5.646,usuario21,s4t1500,usuario21s4t1500
41,42,0,1.209,usuario21,s4t1500,usuario21s4t1500
42,43,0,7.936,usuario21,s4t1500,usuario21s4t1500
43,44,0,4.565,usuario21,s4t1500,usuario21s4t1500
44,45,0,8.729,usuario21,s4t1500,usuario21s4t1500
45,46,0,2.801,usuario21,s4t1500,usuario21s4t1500
46,47,0,3.579,usuario21,s4t1500,usuario21s4t1500
47,48,0,4.48,usuario21,s4t1500,usuario21s4t1500
48,49,0,3.966,usuario21,s4t1500,usuario21s4t1500
49,50,0,5.42,usuario21,s4t1500,usuario21s4t1500
0,1,0,12.496,usuario33,s4t1500,usuario33s4t1500
1,2,0,18.119,usuario33,s4t1500,usuario33s4t1500
2,3,1,10.715,usuario33,s4t1500,usuario33s4t1500
3,4,0,12.099,usuario33,s4t1500,usuario33s4t1500
4,5,0,6.938,usuario33,s4t1500,usuario33s4t1500
5,6,0,8.92,usuario33,s4t1500,usuario33s4t1500
6,7,0,8.221,usuario33,s4t1500,usuario33s4t1500
7,8,1,3.826,usuario33,s4t1500,usuario33s4t1500
8,9,1,3.239,usuario33,s4t1500,usuario33s4t1500
9,10,1,5.62,usuario33,s4t1500,usuario33s4t1500
10,11,1,3.418,usuario33,s4t1500,usuario33s4t1500
11,12,0,3.992,usuario33,s4t1500,usuario33s4t1500
12,13,0,7.161,usuario33,s4t1500,usuario33s4t1500
13,14,0,3.439,usuario33,s4t1500,usuario33s4t1500
14,15,0,4.353,usuario33,s4t1500,usuario33s4t1500
15,16,1,4.342,usuario33,s4t1500,usuario33s4t1500
16,17,0,3.676,usuario33,s4t1500,usuario33s4t1500
17,18,0,2.685,usuario33,s4t1500,usuario33s4t1500
18,19,1,3.984,usuario33,s4t1500,usuario33s4t1500
19,20,0,4.67,usuario33,s4t1500,usuario33s4t1500
20,21,1,4.542,usuario33,s4t1500,usuario33s4t1500
21,22,1,2.599,usuario33,s4t1500,usuario33s4t1500
22,23,1,2.159,usuario33,s4t1500,usuario33s4t1500
23,24,1,3.89,usuario33,s4t1500,usuario33s4t1500
24,25,1,2.389,usuario33,s4t1500,usuario33s4t1500
25,26,0,2.717,usuario33,s4t1500,usuario33s4t1500
26,27,1,3.64,usuario33,s4t1500,usuario33s4t1500
27,28,0,4.811,usuario33,s4t1500,usuario33s4t1500
28,29,0,2.916,usuario33,s4t1500,usuario33s4t1500
29,30,1,2.971,usuario33,s4t1500,usuario33s4t1500
30,31,1,4.343,usuario33,s4t1500,usuario33s4t1500
31,32,0,2.3,usuario33,s4t1500,usuario33s4t1500
32,33,1,2.908,usuario33,s4t1500,usuario33s4t1500
33,34,0,3.369,usuario33,s4t1500,usuario33s4t1500
34,35,0,2.533,usuario33,s4t1500,usuario33s4t1500
35,36,1,2.875,usuario33,s4t1500,usuario33s4t1500
36,37,0,3.892,usuario33,s4t1500,usuario33s4t1500
37,38,1,3.128,usuario33,s4t1500,usuario33s4t1500
38,39,0,2.632,usuario33,s4t1500,usuario33s4t1500
39,40,1,3.376,usuario33,s4t1500,usuario33s4t1500
40,41,0,7.0,usuario33,s4t1500,usuario33s4t1500
41,42,1,3.015,usuario33,s4t1500,usuario33s4t1500
42,43,0,4.453,usuario33,s4t1500,usuario33s4t1500
43,44,1,3.611,usuario33,s4t1500,usuario33s4t1500
44,45,0,5.579,usuario33,s4t1500,usuario33s4t1500
45,46,1,4.723,usuario33,s4t1500,usuario33s4t1500
46,47,1,2.314,usuario33,s4t1500,usuario33s4t1500
47,48,0,3.202,usuario33,s4t1500,usuario33s4t1500
48,49,0,4.507,usuario33,s4t1500,usuario33s4t1500
49,50,0,7.174,usuario33,s4t1500,usuario33s4t1500
0,1,0,12.124,usuario3,s2t1200,usuario3s2t1200
1,2,1,9.997,usuario3,s2t1200,usuario3s2t1200
2,3,0,14.185,usuario3,s2t1200,usuario3s2t1200
3,4,1,7.66,usuario3,s2t1200,usuario3s2t1200
4,5,1,6.659,usuario3,s2t1200,usuario3s2t1200
5,6,1,15.442,usuario3,s2t1200,usuario3s2t1200
6,7,1,15.11,usuario3,s2t1200,usuario3s2t1200
7,8,1,14.882,usuario3,s2t1200,usuario3s2t1200
8,9,1,6.672,usuario3,s2t1200,usuario3s2t1200
9,10,1,2.875,usuario3,s2t1200,usuario3s2t1200
10,11,0,6.85,usuario3,s2t1200,usuario3s2t1200
11,12,1,8.722,usuario3,s2t1200,usuario3s2t1200
12,13,0,10.746,usuario3,s2t1200,usuario3s2t1200
13,14,1,12.562,usuario3,s2t1200,usuario3s2t1200
14,15,0,10.7,usuario3,s2t1200,usuario3s2t1200
15,16,0,10.975,usuario3,s2t1200,usuario3s2t1200
16,17,0,6.412,usuario3,s2t1200,usuario3s2t1200
17,18,0,15.114,usuario3,s2t1200,usuario3s2t1200
18,19,0,3.668,usuario3,s2t1200,usuario3s2t1200
19,20,1,3.057,usuario3,s2t1200,usuario3s2t1200
20,21,0,8.613,usuario3,s2t1200,usuario3s2t1200
21,22,0,2.601,usuario3,s2t1200,usuario3s2t1200
22,23,0,3.251,usuario3,s2t1200,usuario3s2t1200
23,24,0,12.974,usuario3,s2t1200,usuario3s2t1200
24,25,1,14.153,usuario3,s2t1200,usuario3s2t1200
25,26,0,5.332,usuario3,s2t1200,usuario3s2t1200
26,27,0,4.34,usuario3,s2t1200,usuario3s2t1200
27,28,0,6.882,usuario3,s2t1200,usuario3s2t1200
28,29,1,3.356,usuario3,s2t1200,usuario3s2t1200
29,30,1,17.871,usuario3,s2t1200,usuario3s2t1200
30,31,0,4.719,usuario3,s2t1200,usuario3s2t1200
31,32,0,2.446,usuario3,s2t1200,usuario3s2t1200
32,33,0,2.34,usuario3,s2t1200,usuario3s2t1200
33,34,0,3.169,usuario3,s2t1200,usuario3s2t1200
34,35,0,2.674,usuario3,s2t1200,usuario3s2t1200
35,36,1,3.591,usuario3,s2t1200,usuario3s2t1200
36,37,1,2.86,usuario3,s2t1200,usuario3s2t1200
37,38,1,7.772,usuario3,s2t1200,usuario3s2t1200
38,39,1,1.755,usuario3,s2t1200,usuario3s2t1200
39,40,1,5.142,usuario3,s2t1200,usuario3s2t1200
40,41,1,2.863,usuario3,s2t1200,usuario3s2t1200
41,42,1,18.394,usuario3,s2t1200,usuario3s2t1200
42,43,1,3.226,usuario3,s2t1200,usuario3s2t1200
43,44,1,1.574,usuario3,s2t1200,usuario3s2t1200
44,45,1,2.529,usuario3,s2t1200,usuario3s2t1200
45,46,1,1.962,usuario3,s2t1200,usuario3s2t1200
46,47,1,2.592,usuario3,s2t1200,usuario3s2t1200
47,48,1,2.472,usuario3,s2t1200,usuario3s2t1200
48,49,1,7.925,usuario3,s2t1200,usuario3s2t1200
49,50,1,1.685,usuario3,s2t1200,usuario3s2t1200
0,1,1,16.05,usuario12,s2t1200,usuario12s2t1200
1,2,0,9.38,usuario12,s2t1200,usuario12s2t1200
2,3,0,2.222,usuario12,s2t1200,usuario12s2t1200
3,4,1,3.071,usuario12,s2t1200,usuario12s2t1200
4,5,0,5.782,usuario12,s2t1200,usuario12s2t1200
5,6,1,6.917,usuario12,s2t1200,usuario12s2t1200
6,7,1,1.777,usuario12,s2t1200,usuario12s2t1200
7,8,1,1.925,usuario12,s2t1200,usuario12s2t1200
8,9,0,4.252,usuario12,s2t1200,usuario12s2t1200
9,10,1,4.43,usuario12,s2t1200,usuario12s2t1200
10,11,1,2.668,usuario12,s2t1200,usuario12s2t1200
11,12,1,2.226,usuario12,s2t1200,usuario12s2t1200
12,13,0,1.597,usuario12,s2t1200,usuario12s2t1200
13,14,1,1.906,usuario12,s2t1200,usuario12s2t1200
14,15,1,2.119,usuario12,s2t1200,usuario12s2t1200
15,16,1,2.736,usuario12,s2t1200,usuario12s2t1200
16,17,0,3.513,usuario12,s2t1200,usuario12s2t1200
17,18,0,2.035,usuario12,s2t1200,usuario12s2t1200
18,19,0,4.618,usuario12,s2t1200,usuario12s2t1200
19,20,1,1.979,usuario12,s2t1200,usuario12s2t1200
20,21,0,1.722,usuario12,s2t1200,usuario12s2t1200
21,22,0,1.352,usuario12,s2t1200,usuario12s2t1200
22,23,0,1.896,usuario12,s2t1200,usuario12s2t1200
23,24,0,2.253,usuario12,s2t1200,usuario12s2t1200
24,25,0,3.019,usuario12,s2t1200,usuario12s2t1200
25,26,0,2.225,usuario12,s2t1200,usuario12s2t1200
26,27,1,3.349,usuario12,s2t1200,usuario12s2t1200
27,28,1,1.973,usuario12,s2t1200,usuario12s2t1200
28,29,0,1.936,usuario12,s2t1200,usuario12s2t1200
29,30,0,1.971,usuario12,s2t1200,usuario12s2t1200
30,31,0,1.378,usuario12,s2t1200,usuario12s2t1200
31,32,0,1.621,usuario12,s2t1200,usuario12s2t1200
32,33,0,1.253,usuario12,s2t1200,usuario12s2t1200
33,34,0,1.33,usuario12,s2t1200,usuario12s2t1200
34,35,0,1.302,usuario12,s2t1200,usuario12s2t1200
35,36,0,1.916,usuario12,s2t1200,usuario12s2t1200
36,37,0,4.888,usuario12,s2t1200,usuario12s2t1200
37,38,0,2.246,usuario12,s2t1200,usuario12s2t1200
38,39,0,2.238,usuario12,s2t1200,usuario12s2t1200
39,40,0,2.121,usuario12,s2t1200,usuario12s2t1200
40,41,0,1.925,usuario12,s2t1200,usuario12s2t1200
41,42,0,1.445,usuario12,s2t1200,usuario12s2t1200
42,43,0,2.222,usuario12,s2t1200,usuario12s2t1200
43,44,0,2.001,usuario12,s2t1200,usuario12s2t1200
44,45,0,1.89,usuario12,s2t1200,usuario12s2t1200
45,46,0,2.738,usuario12,s2t1200,usuario12s2t1200
46,47,0,7.419,usuario12,s2t1200,usuario12s2t1200
47,48,1,6.288,usuario12,s2t1200,usuario12s2t1200
48,49,0,3.213,usuario12,s2t1200,usuario12s2t1200
49,50,0,1.117,usuario12,s2t1200,usuario12s2t1200
0,1,0,3.641,usuario28,s2t1200,usuario28s2t1200
1,2,0,12.256,usuario28,s2t1200,usuario28s2t1200
2,3,0,26.74,usuario28,s2t1200,usuario28s2t1200
3,4,0,2.986,usuario28,s2t1200,usuario28s2t1200
4,5,1,12.905,usuario28,s2t1200,usuario28s2t1200
5,6,0,4.041,usuario28,s2t1200,usuario28s2t1200
6,7,0,5.073,usuario28,s2t1200,usuario28s2t1200
7,8,0,5.484,usuario28,s2t1200,usuario28s2t1200
8,9,0,8.789,usuario28,s2t1200,usuario28s2t1200
9,10,1,21.751,usuario28,s2t1200,usuario28s2t1200
10,11,0,2.902,usuario28,s2t1200,usuario28s2t1200
11,12,0,3.681,usuario28,s2t1200,usuario28s2t1200
12,13,0,1.95,usuario28,s2t1200,usuario28s2t1200
13,14,0,2.812,usuario28,s2t1200,usuario28s2t1200
14,15,0,3.631,usuario28,s2t1200,usuario28s2t1200
15,16,0,4.657,usuario28,s2t1200,usuario28s2t1200
16,17,0,2.958,usuario28,s2t1200,usuario28s2t1200
17,18,0,3.699,usuario28,s2t1200,usuario28s2t1200
18,19,0,3.19,usuario28,s2t1200,usuario28s2t1200
19,20,0,4.038,usuario28,s2t1200,usuario28s2t1200
20,21,0,3.843,usuario28,s2t1200,usuario28s2t1200
21,22,0,23.616,usuario28,s2t1200,usuario28s2t1200
22,23,0,3.785,usuario28,s2t1200,usuario28s2t1200
23,24,0,5.676,usuario28,s2t1200,usuario28s2t1200
24,25,0,11.446,usuario28,s2t1200,usuario28s2t1200
25,26,0,8.946,usuario28,s2t1200,usuario28s2t1200
26,27,0,3.45,usuario28,s2t1200,usuario28s2t1200
27,28,0,3.441,usuario28,s2t1200,usuario28s2t1200
28,29,0,2.778,usuario28,s2t1200,usuario28s2t1200
29,30,0,3.89,usuario28,s2t1200,usuario28s2t1200
30,31,0,9.52,usuario28,s2t1200,usuario28s2t1200
31,32,0,5.856,usuario28,s2t1200,usuario28s2t1200
32,33,0,5.969,usuario28,s2t1200,usuario28s2t1200
33,34,0,3.616,usuario28,s2t1200,usuario28s2t1200
34,35,0,4.115,usuario28,s2t1200,usuario28s2t1200
35,36,0,2.362,usuario28,s2t1200,usuario28s2t1200
36,37,0,4.864,usuario28,s2t1200,usuario28s2t1200
37,38,0,6.545,usuario28,s2t1200,usuario28s2t1200
38,39,0,2.979,usuario28,s2t1200,usuario28s2t1200
39,40,0,2.943,usuario28,s2t1200,usuario28s2t1200
40,41,0,5.399,usuario28,s2t1200,usuario28s2t1200
41,42,0,3.396,usuario28,s2t1200,usuario28s2t1200
42,43,0,3.654,usuario28,s2t1200,usuario28s2t1200
43,44,0,4.413,usuario28,s2t1200,usuario28s2t1200
44,45,0,5.033,usuario28,s2t1200,usuario28s2t1200
45,46,0,4.564,usuario28,s2t1200,usuario28s2t1200
46,47,0,9.039,usuario28,s2t1200,usuario28s2t1200
47,48,0,7.771,usuario28,s2t1200,usuario28s2t1200
48,49,0,4.893,usuario28,s2t1200,usuario28s2t1200
49,50,0,7.067,usuario28,s2t1200,usuario28s2t1200
0,1,1,5.338,usuario24,s2t1200,usuario24s2t1200
1,2,1,1.926,usuario24,s2t1200,usuario24s2t1200
2,3,1,1.702,usuario24,s2t1200,usuario24s2t1200
3,4,1,1.197,usuario24,s2t1200,usuario24s2t1200
4,5,1,3.075,usuario24,s2t1200,usuario24s2t1200
5,6,1,1.954,usuario24,s2t1200,usuario24s2t1200
6,7,1,1.405,usuario24,s2t1200,usuario24s2t1200
7,8,0,2.049,usuario24,s2t1200,usuario24s2t1200
8,9,1,2.207,usuario24,s2t1200,usuario24s2t1200
9,10,1,1.06,usuario24,s2t1200,usuario24s2t1200
10,11,1,1.583,usuario24,s2t1200,usuario24s2t1200
11,12,0,2.065,usuario24,s2t1200,usuario24s2t1200
12,13,1,1.648,usuario24,s2t1200,usuario24s2t1200
13,14,1,1.465,usuario24,s2t1200,usuario24s2t1200
14,15,0,1.226,usuario24,s2t1200,usuario24s2t1200
15,16,1,2.046,usuario24,s2t1200,usuario24s2t1200
16,17,1,1.249,usuario24,s2t1200,usuario24s2t1200
17,18,1,1.235,usuario24,s2t1200,usuario24s2t1200
18,19,1,1.239,usuario24,s2t1200,usuario24s2t1200
19,20,0,1.646,usuario24,s2t1200,usuario24s2t1200
20,21,1,2.867,usuario24,s2t1200,usuario24s2t1200
21,22,1,1.164,usuario24,s2t1200,usuario24s2t1200
22,23,1,1.204,usuario24,s2t1200,usuario24s2t1200
23,24,0,1.564,usuario24,s2t1200,usuario24s2t1200
24,25,1,1.829,usuario24,s2t1200,usuario24s2t1200
25,26,0,1.813,usuario24,s2t1200,usuario24s2t1200
26,27,1,3.097,usuario24,s2t1200,usuario24s2t1200
27,28,1,2.42,usuario24,s2t1200,usuario24s2t1200
28,29,0,2.363,usuario24,s2t1200,usuario24s2t1200
29,30,1,2.885,usuario24,s2t1200,usuario24s2t1200
30,31,1,2.265,usuario24,s2t1200,usuario24s2t1200
31,32,1,2.266,usuario24,s2t1200,usuario24s2t1200
32,33,1,2.448,usuario24,s2t1200,usuario24s2t1200
33,34,1,2.683,usuario24,s2t1200,usuario24s2t1200
34,35,0,2.36,usuario24,s2t1200,usuario24s2t1200
35,36,1,2.118,usuario24,s2t1200,usuario24s2t1200
36,37,1,2.373,usuario24,s2t1200,usuario24s2t1200
37,38,0,2.18,usuario24,s2t1200,usuario24s2t1200
38,39,1,2.296,usuario24,s2t1200,usuario24s2t1200
39,40,1,2.076,usuario24,s2t1200,usuario24s2t1200
40,41,1,2.278,usuario24,s2t1200,usuario24s2t1200
41,42,0,1.989,usuario24,s2t1200,usuario24s2t1200
42,43,1,2.271,usuario24,s2t1200,usuario24s2t1200
43,44,0,3.051,usuario24,s2t1200,usuario24s2t1200
44,45,1,2.28,usuario24,s2t1200,usuario24s2t1200
45,46,1,2.076,usuario24,s2t1200,usuario24s2t1200
46,47,1,2.17,usuario24,s2t1200,usuario24s2t1200
47,48,1,2.09,usuario24,s2t1200,usuario24s2t1200
48,49,1,2.251,usuario24,s2t1200,usuario24s2t1200
49,50,0,2.515,usuario24,s2t1200,usuario24s2t1200
0,1,0,3.425,usuario10,s2t1200,usuario10s2t1200
1,2,0,22.781,usuario10,s2t1200,usuario10s2t1200
2,3,0,3.741,usuario10,s2t1200,usuario10s2t1200
3,4,0,3.789,usuario10,s2t1200,usuario10s2t1200
4,5,0,4.046,usuario10,s2t1200,usuario10s2t1200
5,6,0,3.731,usuario10,s2t1200,usuario10s2t1200
6,7,0,5.222,usuario10,s2t1200,usuario10s2t1200
7,8,0,4.749,usuario10,s2t1200,usuario10s2t1200
8,9,0,4.922,usuario10,s2t1200,usuario10s2t1200
9,10,0,6.258,usuario10,s2t1200,usuario10s2t1200
10,11,1,4.348,usuario10,s2t1200,usuario10s2t1200
11,12,0,6.751,usuario10,s2t1200,usuario10s2t1200
12,13,0,3.533,usuario10,s2t1200,usuario10s2t1200
13,14,0,6.05,usuario10,s2t1200,usuario10s2t1200
14,15,0,2.642,usuario10,s2t1200,usuario10s2t1200
15,16,0,3.459,usuario10,s2t1200,usuario10s2t1200
16,17,0,32.669,usuario10,s2t1200,usuario10s2t1200
17,18,0,3.701,usuario10,s2t1200,usuario10s2t1200
18,19,0,1.737,usuario10,s2t1200,usuario10s2t1200
19,20,0,3.619,usuario10,s2t1200,usuario10s2t1200
20,21,0,4.256,usuario10,s2t1200,usuario10s2t1200
21,22,0,3.35,usuario10,s2t1200,usuario10s2t1200
22,23,0,5.058,usuario10,s2t1200,usuario10s2t1200
23,24,0,3.592,usuario10,s2t1200,usuario10s2t1200
24,25,0,3.666,usuario10,s2t1200,usuario10s2t1200
25,26,0,3.271,usuario10,s2t1200,usuario10s2t1200
26,27,0,2.853,usuario10,s2t1200,usuario10s2t1200
27,28,0,3.08,usuario10,s2t1200,usuario10s2t1200
28,29,0,3.354,usuario10,s2t1200,usuario10s2t1200
29,30,0,2.711,usuario10,s2t1200,usuario10s2t1200
30,31,0,4.136,usuario10,s2t1200,usuario10s2t1200
31,32,0,1.647,usuario10,s2t1200,usuario10s2t1200
32,33,0,2.224,usuario10,s2t1200,usuario10s2t1200
33,34,0,2.505,usuario10,s2t1200,usuario10s2t1200
34,35,0,4.21,usuario10,s2t1200,usuario10s2t1200
35,36,0,2.425,usuario10,s2t1200,usuario10s2t1200
36,37,0,3.584,usuario10,s2t1200,usuario10s2t1200
37,38,0,2.582,usuario10,s2t1200,usuario10s2t1200
38,39,0,1.012,usuario10,s2t1200,usuario10s2t1200
39,40,0,2.13,usuario10,s2t1200,usuario10s2t1200
40,41,0,1.332,usuario10,s2t1200,usuario10s2t1200
41,42,0,1.002,usuario10,s2t1200,usuario10s2t1200
42,43,0,1.238,usuario10,s2t1200,usuario10s2t1200
43,44,0,2.995,usuario10,s2t1200,usuario10s2t1200
44,45,0,1.022,usuario10,s2t1200,usuario10s2t1200
45,46,0,1.703,usuario10,s2t1200,usuario10s2t1200
46,47,0,2.627,usuario10,s2t1200,usuario10s2t1200
47,48,0,1.359,usuario10,s2t1200,usuario10s2t1200
48,49,0,3.074,usuario10,s2t1200,usuario10s2t1200
49,50,0,4.954,usuario10,s2t1200,usuario10s2t1200
0,1,0,8.806,usuario1,s2t1200,usuario1s2t1200
1,2,1,11.803,usuario1,s2t1200,usuario1s2t1200
2,3,0,3.43,usuario1,s2t1200,usuario1s2t1200
3,4,0,4.429,usuario1,s2t1200,usuario1s2t1200
4,5,1,3.613,usuario1,s2t1200,usuario1s2t1200
5,6,0,3.584,usuario1,s2t1200,usuario1s2t1200
6,7,0,2.807,usuario1,s2t1200,usuario1s2t1200
7,8,0,2.581,usuario1,s2t1200,usuario1s2t1200
8,9,1,3.474,usuario1,s2t1200,usuario1s2t1200
9,10,0,3.188,usuario1,s2t1200,usuario1s2t1200
10,11,0,2.439,usuario1,s2t1200,usuario1s2t1200
11,12,0,2.144,usuario1,s2t1200,usuario1s2t1200
12,13,0,2.225,usuario1,s2t1200,usuario1s2t1200
13,14,0,2.202,usuario1,s2t1200,usuario1s2t1200
14,15,0,2.265,usuario1,s2t1200,usuario1s2t1200
15,16,0,5.524,usuario1,s2t1200,usuario1s2t1200
16,17,1,2.697,usuario1,s2t1200,usuario1s2t1200
17,18,0,1.994,usuario1,s2t1200,usuario1s2t1200
18,19,0,2.221,usuario1,s2t1200,usuario1s2t1200
19,20,0,1.817,usuario1,s2t1200,usuario1s2t1200
20,21,0,1.663,usuario1,s2t1200,usuario1s2t1200
21,22,0,1.954,usuario1,s2t1200,usuario1s2t1200
22,23,0,2.905,usuario1,s2t1200,usuario1s2t1200
23,24,0,3.611,usuario1,s2t1200,usuario1s2t1200
24,25,0,2.172,usuario1,s2t1200,usuario1s2t1200
25,26,0,2.414,usuario1,s2t1200,usuario1s2t1200
26,27,0,2.188,usuario1,s2t1200,usuario1s2t1200
27,28,0,2.313,usuario1,s2t1200,usuario1s2t1200
28,29,0,2.133,usuario1,s2t1200,usuario1s2t1200
29,30,0,2.025,usuario1,s2t1200,usuario1s2t1200
30,31,0,1.923,usuario1,s2t1200,usuario1s2t1200
31,32,0,2.713,usuario1,s2t1200,usuario1s2t1200
32,33,0,2.122,usuario1,s2t1200,usuario1s2t1200
33,34,0,2.463,usuario1,s2t1200,usuario1s2t1200
34,35,0,2.742,usuario1,s2t1200,usuario1s2t1200
35,36,0,2.367,usuario1,s2t1200,usuario1s2t1200
36,37,0,2.678,usuario1,s2t1200,usuario1s2t1200
37,38,0,1.945,usuario1,s2t1200,usuario1s2t1200
38,39,0,2.684,usuario1,s2t1200,usuario1s2t1200
39,40,0,2.813,usuario1,s2t1200,usuario1s2t1200
40,41,0,2.358,usuario1,s2t1200,usuario1s2t1200
41,42,0,2.502,usuario1,s2t1200,usuario1s2t1200
42,43,0,2.742,usuario1,s2t1200,usuario1s2t1200
43,44,0,2.35,usuario1,s2t1200,usuario1s2t1200
44,45,0,2.326,usuario1,s2t1200,usuario1s2t1200
45,46,0,2.3,usuario1,s2t1200,usuario1s2t1200
46,47,0,1.908,usuario1,s2t1200,usuario1s2t1200
47,48,0,2.174,usuario1,s2t1200,usuario1s2t1200
48,49,0,2.588,usuario1,s2t1200,usuario1s2t1200
49,50,0,2.255,usuario1,s2t1200,usuario1s2t1200
0,1,1,5.166,usuario26,s2t1200,usuario26s2t1200
1,2,0,8.23,usuario26,s2t1200,usuario26s2t1200
2,3,0,4.098,usuario26,s2t1200,usuario26s2t1200
3,4,0,9.141,usuario26,s2t1200,usuario26s2t1200
4,5,0,4.797,usuario26,s2t1200,usuario26s2t1200
5,6,0,4.188,usuario26,s2t1200,usuario26s2t1200
6,7,0,9.896,usuario26,s2t1200,usuario26s2t1200
7,8,0,3.8,usuario26,s2t1200,usuario26s2t1200
8,9,0,16.607,usuario26,s2t1200,usuario26s2t1200
9,10,0,7.658,usuario26,s2t1200,usuario26s2t1200
10,11,1,2.559,usuario26,s2t1200,usuario26s2t1200
11,12,1,2.738,usuario26,s2t1200,usuario26s2t1200
12,13,1,3.116,usuario26,s2t1200,usuario26s2t1200
13,14,1,3.576,usuario26,s2t1200,usuario26s2t1200
14,15,1,2.984,usuario26,s2t1200,usuario26s2t1200
15,16,1,3.275,usuario26,s2t1200,usuario26s2t1200
16,17,1,3.474,usuario26,s2t1200,usuario26s2t1200
17,18,1,5.097,usuario26,s2t1200,usuario26s2t1200
18,19,1,2.099,usuario26,s2t1200,usuario26s2t1200
19,20,1,2.517,usuario26,s2t1200,usuario26s2t1200
20,21,1,5.941,usuario26,s2t1200,usuario26s2t1200
21,22,1,5.121,usuario26,s2t1200,usuario26s2t1200
22,23,1,4.681,usuario26,s2t1200,usuario26s2t1200
23,24,1,2.067,usuario26,s2t1200,usuario26s2t1200
24,25,1,1.782,usuario26,s2t1200,usuario26s2t1200
25,26,1,2.719,usuario26,s2t1200,usuario26s2t1200
26,27,1,8.603,usuario26,s2t1200,usuario26s2t1200
27,28,1,12.976,usuario26,s2t1200,usuario26s2t1200
28,29,1,2.56,usuario26,s2t1200,usuario26s2t1200
29,30,1,1.404,usuario26,s2t1200,usuario26s2t1200
30,31,1,3.516,usuario26,s2t1200,usuario26s2t1200
31,32,1,6.988,usuario26,s2t1200,usuario26s2t1200
32,33,1,2.693,usuario26,s2t1200,usuario26s2t1200
33,34,1,3.025,usuario26,s2t1200,usuario26s2t1200
34,35,1,1.882,usuario26,s2t1200,usuario26s2t1200
35,36,1,2.531,usuario26,s2t1200,usuario26s2t1200
36,37,1,2.682,usuario26,s2t1200,usuario26s2t1200
37,38,1,2.344,usuario26,s2t1200,usuario26s2t1200
38,39,1,2.137,usuario26,s2t1200,usuario26s2t1200
39,40,1,2.735,usuario26,s2t1200,usuario26s2t1200
40,41,1,2.533,usuario26,s2t1200,usuario26s2t1200
41,42,1,4.695,usuario26,s2t1200,usuario26s2t1200
42,43,1,7.641,usuario26,s2t1200,usuario26s2t1200
43,44,1,3.388,usuario26,s2t1200,usuario26s2t1200
44,45,1,10.89,usuario26,s2t1200,usuario26s2t1200
45,46,1,3.229,usuario26,s2t1200,usuario26s2t1200
46,47,1,3.027,usuario26,s2t1200,usuario26s2t1200
47,48,1,2.226,usuario26,s2t1200,usuario26s2t1200
48,49,1,1.937,usuario26,s2t1200,usuario26s2t1200
49,50,1,11.262,usuario26,s2t1200,usuario26s2t1200
0,1,1,6.036,usuario30,s2t1200,usuario30s2t1200
1,2,1,2.437,usuario30,s2t1200,usuario30s2t1200
2,3,1,2.14,usuario30,s2t1200,usuario30s2t1200
3,4,1,2.093,usuario30,s2t1200,usuario30s2t1200
4,5,1,1.698,usuario30,s2t1200,usuario30s2t1200
5,6,0,1.823,usuario30,s2t1200,usuario30s2t1200
6,7,1,1.859,usuario30,s2t1200,usuario30s2t1200
7,8,1,3.384,usuario30,s2t1200,usuario30s2t1200
8,9,1,3.334,usuario30,s2t1200,usuario30s2t1200
9,10,1,1.575,usuario30,s2t1200,usuario30s2t1200
10,11,0,2.962,usuario30,s2t1200,usuario30s2t1200
11,12,1,2.485,usuario30,s2t1200,usuario30s2t1200
12,13,0,2.28,usuario30,s2t1200,usuario30s2t1200
13,14,1,2.155,usuario30,s2t1200,usuario30s2t1200
14,15,0,2.084,usuario30,s2t1200,usuario30s2t1200
15,16,0,2.304,usuario30,s2t1200,usuario30s2t1200
16,17,1,1.874,usuario30,s2t1200,usuario30s2t1200
17,18,0,2.063,usuario30,s2t1200,usuario30s2t1200
18,19,0,1.546,usuario30,s2t1200,usuario30s2t1200
19,20,1,2.046,usuario30,s2t1200,usuario30s2t1200
20,21,1,1.424,usuario30,s2t1200,usuario30s2t1200
21,22,0,1.807,usuario30,s2t1200,usuario30s2t1200
22,23,1,2.345,usuario30,s2t1200,usuario30s2t1200
23,24,1,1.839,usuario30,s2t1200,usuario30s2t1200
24,25,0,1.773,usuario30,s2t1200,usuario30s2t1200
25,26,1,1.776,usuario30,s2t1200,usuario30s2t1200
26,27,0,2.047,usuario30,s2t1200,usuario30s2t1200
27,28,1,1.836,usuario30,s2t1200,usuario30s2t1200
28,29,1,1.998,usuario30,s2t1200,usuario30s2t1200
29,30,0,2.157,usuario30,s2t1200,usuario30s2t1200
30,31,0,3.318,usuario30,s2t1200,usuario30s2t1200
31,32,1,1.626,usuario30,s2t1200,usuario30s2t1200
