round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 15 -8428.30014229 10249 user
49 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] C 14 -13382.8999996 4715 user
49 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 9 -11376.3999939 6654 user
49 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 15 -13388.7999058 3575 user
49 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 15 -15540.7998562 2961 user
49 usuario9 C ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 10 -28.8000106812 17562 user
49 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] C 14 -14430.2000999 3237 user
49 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 10 -14428.6999702 3611 user
49 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] D 19 -13410.3999138 4905 user
49 usuario12 C ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 5 -8284.89995003 9617 user
49 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] C 9 -14430.4001331 3422 user
49 usuario10 D ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 14 -11348.7999439 5837 user
50 usuario3 C ['usuario11', 'usuario2', 'usuario7', 'usuario4'] C 5 1690.00005722 1654 user
50 usuario2 D ['usuario12', 'usuario5', 'usuario6', 'usuario3'] C 9 1448.89998436 1417 user
50 usuario5 D ['usuario8', 'usuario4', 'usuario13', 'usuario2'] D 9 2312.89982796 2268 user
50 usuario4 C ['usuario10', 'usuario3', 'usuario14', 'usuario5'] D 15 2611.5000248 2581 user
50 usuario7 D ['usuario3', 'usuario6', 'usuario1', 'usuario14'] C 19 4485.19992828 4459 user
50 usuario6 D ['usuario2', 'usuario13', 'usuario9', 'usuario7'] D 9 9129.69994545 9096 user
50 usuario13 D ['usuario5', 'usuario14', 'usuario16', 'usuario6'] D 9 22879.7998428 22850 user
50 usuario14 C ['usuario4', 'usuario7', 'usuario15', 'usuario13'] D 10 2950.40011406 2922 user
50 usuario1 C ['usuario7', 'usuario9', 'usuario11', 'usuario15'] C 10 1962.49985695 1935 user
50 usuario9 C ['usuario6', 'usuario16', 'usuario12', 'usuario1'] C 5 3698.99988174 3669 user
50 usuario16 D ['usuario13', 'usuario15', 'usuario8', 'usuario9'] C 14 5282.50002861 5252 user
50 usuario15 C ['usuario14', 'usuario1', 'usuario10', 'usuario16'] D 15 2642.60005951 2616 user
50 usuario11 D ['usuario1', 'usuario12', 'usuario3', 'usuario10'] C 19 6050.80008507 6020 user
50 usuario12 D ['usuario9', 'usuario8', 'usuario2', 'usuario11'] D 9 2968.29986572 2941 user
50 usuario8 D ['usuario16', 'usuario10', 'usuario5', 'usuario12'] D 9 6354.39991951 6290 user
50 usuario10 C ['usuario15', 'usuario11', 'usuario4', 'usuario8'] D 10 3883.69989395 3857 user
