round player action_player opponent action_opponent payoff time_php time_js who_played
1 usuario11 C ['usuario15', 'usuario13', 'usuario14', 'usuario10'] C 15 -13349.4000435 4718 user
49 usuario7 C ['usuario13', 'usuario12', 'usuario8', 'usuario14'] D 5 -21.399974823 10462 user
49 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] C 10 -8226.70006752 1263 user
49 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 14 -1050.1999855 8613 user
49 usuario6 D ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 9 -9232.49983788 1147 user
49 usuario8 D ['usuario7', 'usuario9', 'usuario3', 'usuario6'] D 19 -8243.79992485 1547 user
49 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] D 15 -7202.19993591 2234 user
49 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 10 -8221.99988365 859 user
49 usuario15 D ['usuario6', 'usuario3', 'usuario11', 'usuario1'] C 19 -8250.20003319 1628 user
49 usuario3 C ['usuario8', 'usuario4', 'usuario13', 'usuario15'] D 5 -7199.50008392 2564 user
49 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] C 15 -9247.30014801 1354 user
49 usuario1 C ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 10 -5149.19996262 5055 user
50 usuario11 C ['usuario15', 'usuario13', 'usuario14', 'usuario10'] D 10 4119.29988861 4097 user
50 usuario13 D ['usuario3', 'usuario5', 'usuario7', 'usuario11'] C 9 2873.80003929 2849 user
50 usuario5 D ['usuario4', 'usuario10', 'usuario12', 'usuario13'] D 14 2089.90001678 2069 user
50 usuario10 D ['usuario1', 'usuario11', 'usuario16', 'usuario5'] D 9 9003.39984894 8951 user
50 usuario14 C ['usuario11', 'usuario7', 'usuario6', 'usuario16'] D 10 4503.29995155 4479 user
50 usuario7 D ['usuario13', 'usuario12', 'usuario8', 'usuario14'] C 19 2432.90019035 2409 user
50 usuario12 C ['usuario5', 'usuario16', 'usuario9', 'usuario7'] D 5 1480.39984703 1455 user
50 usuario16 D ['usuario10', 'usuario14', 'usuario2', 'usuario12'] C 19 2865.00000954 2841 user
50 usuario6 C ['usuario14', 'usuario8', 'usuario15', 'usuario2'] C 20 4388.10014725 4368 user
50 usuario8 C ['usuario7', 'usuario9', 'usuario3', 'usuario6'] C 10 3083.49990845 3063 user
50 usuario9 C ['usuario12', 'usuario2', 'usuario4', 'usuario8'] C 20 1837.20016479 1818 user
50 usuario2 C ['usuario16', 'usuario6', 'usuario1', 'usuario9'] C 10 2018.10002327 1996 user
50 usuario15 C ['usuario6', 'usuario3', 'usuario11', 'usuario1'] D 10 2529.90007401 2505 user
50 usuario3 D ['usuario8', 'usuario4', 'usuario13', 'usuario15'] C 19 1983.99996758 1961 user
50 usuario4 C ['usuario9', 'usuario1', 'usuario5', 'usuario3'] D 5 1630.80000877 1610 user
50 usuario1 D ['usuario2', 'usuario15', 'usuario10', 'usuario4'] C 19 3004.50015068 2982 user
