,round,player,action_player,opponent,action_opponent,payoff,time_php,time_js,who_played,session,treatment,actions
14371,36,s13n12_usuario12,D,['s13n12_usuario14'],D,1,2771.39997482,2752,user,s13n12,changing,CCD
14372,36,s13n12_usuario13,D,['s13n12_usuario10'],D,1,1019.99998093,993,user,s13n12,changing,CCD
14373,36,s13n12_usuario14,D,['s13n12_usuario12'],D,1,822.499990463,797,user,s13n12,changing,DDD
14374,36,s13n12_usuario15,D,['s13n12_usuario3'],D,1,1724.99990463,1697,user,s13n12,changing,DDD
14375,36,s13n12_usuario16,D,['s13n12_usuario5'],C,4,3870.50008774,3842,user,s13n12,changing,DDD
14376,37,s13n12_usuario1,C,['s13n12_usuario4'],C,3,1326.90000534,1299,user,s13n12,changing,CDC
14377,37,s13n12_usuario2,D,['s13n12_usuario7'],D,1,472.20015525800005,455,user,s13n12,changing,DDD
14378,37,s13n12_usuario3,D,['s13n12_usuario9'],C,4,600.899934769,575,user,s13n12,changing,DDD
14379,37,s13n12_usuario4,C,['s13n12_usuario1'],C,3,1724.40004349,1701,user,s13n12,changing,CDC
14380,37,s13n12_usuario5,C,['s13n12_usuario6'],D,0,1779.7999381999998,1754,user,s13n12,changing,CDC
14381,37,s13n12_usuario6,D,['s13n12_usuario5'],C,4,1407.09996223,1391,user,s13n12,changing,DCD
14382,37,s13n12_usuario7,D,['s13n12_usuario2'],D,1,1699.00012016,1673,user,s13n12,changing,DCD
14383,37,s13n12_usuario8,D,['s13n12_usuario13'],D,1,1590.10004997,1565,user,s13n12,changing,DCD
14384,37,s13n12_usuario9,C,['s13n12_usuario3'],D,0,1048.89988899,1024,user,s13n12,changing,DDC
14385,37,s13n12_usuario10,D,['s13n12_usuario11'],D,1,1179.39996719,1145,user,s13n12,changing,DDD
14386,37,s13n12_usuario11,D,['s13n12_usuario10'],D,1,964.7998809810001,941,user,s13n12,changing,CDD
14387,37,s13n12_usuario12,C,['s13n12_usuario14'],D,0,2173.20013046,2148,user,s13n12,changing,DDC
14388,37,s13n12_usuario13,D,['s13n12_usuario8'],D,1,1448.19998741,1422,user,s13n12,changing,DDD
14389,37,s13n12_usuario14,D,['s13n12_usuario12'],C,4,966.5000438689999,950,user,s13n12,changing,DDD
14390,37,s13n12_usuario15,D,['s13n12_usuario16'],C,4,2634.60016251,2609,user,s13n12,changing,DDD
14391,37,s13n12_usuario16,C,['s13n12_usuario15'],D,0,1959.00011063,1940,user,s13n12,changing,DCC
14392,38,s13n12_usuario1,C,['s13n12_usuario4'],C,3,1215.60001373,1190,user,s13n12,changing,CCC
14393,38,s13n12_usuario2,D,['s13n12_usuario12'],D,1,485.699892044,468,user,s13n12,changing,DDD
14394,38,s13n12_usuario3,D,['s13n12_usuario13'],D,1,1203.00006866,1173,user,s13n12,changing,DCD
14395,38,s13n12_usuario4,C,['s13n12_usuario1'],C,3,1944.00000572,1918,user,s13n12,changing,CCC
14396,38,s13n12_usuario5,C,['s13n12_usuario7'],D,0,2801.7001152,2777,user,s13n12,changing,CDC
14397,38,s13n12_usuario6,D,['s13n12_usuario10'],C,4,1680.09996414,1650,user,s13n12,changing,DCD
14398,38,s13n12_usuario7,D,['s13n12_usuario5'],C,4,1123.10004234,1097,user,s13n12,changing,DDD
14399,38,s13n12_usuario8,D,['s13n12_usuario11'],D,1,920.200109482,889,user,s13n12,changing,DDD
14400,38,s13n12_usuario9,D,['s13n12_usuario15'],D,1,1309.70001221,1281,user,s13n12,changing,CDD
14401,38,s13n12_usuario10,C,['s13n12_usuario6'],D,0,1625.0,1602,user,s13n12,changing,DDC
14402,38,s13n12_usuario11,D,['s13n12_usuario8'],D,1,938.299894333,909,user,s13n12,changing,DDD
14403,38,s13n12_usuario12,D,['s13n12_usuario2'],D,1,2030.99989891,2004,user,s13n12,changing,CDD
14404,38,s13n12_usuario13,D,['s13n12_usuario3'],D,1,1543.29991341,1516,user,s13n12,changing,DDD
14405,38,s13n12_usuario14,D,['s13n12_usuario16'],C,4,1118.29996109,1095,user,s13n12,changing,DCD
14406,38,s13n12_usuario15,D,['s13n12_usuario9'],D,1,3437.79993057,3413,user,s13n12,changing,DCD
14407,38,s13n12_usuario16,C,['s13n12_usuario14'],D,0,2206.3999175999998,2181,user,s13n12,changing,CDC
14408,39,s13n12_usuario1,C,['s13n12_usuario11'],D,0,1089.6999836,1064,user,s13n12,changing,CCC
14409,39,s13n12_usuario2,D,['s13n12_usuario4'],C,4,497.69997596699994,472,user,s13n12,changing,DDD
14410,39,s13n12_usuario3,D,['s13n12_usuario12'],D,1,633.699893951,607,user,s13n12,changing,DDD
14411,39,s13n12_usuario4,C,['s13n12_usuario2'],D,0,1520.39980888,1496,user,s13n12,changing,CCC
14412,39,s13n12_usuario5,C,['s13n12_usuario6'],D,0,2832.09991455,2800,user,s13n12,changing,CDC
14413,39,s13n12_usuario6,D,['s13n12_usuario5'],C,4,1530.00020981,1500,user,s13n12,changing,DCD
14414,39,s13n12_usuario7,D,['s13n12_usuario8'],D,1,1469.89989281,1442,user,s13n12,changing,DCD
14415,39,s13n12_usuario8,D,['s13n12_usuario7'],D,1,882.600069046,858,user,s13n12,changing,DDD
14416,39,s13n12_usuario9,D,['s13n12_usuario15'],D,1,6498.80003929,6472,user,s13n12,changing,DDD
14417,39,s13n12_usuario10,D,['s13n12_usuario16'],D,1,1439.89992142,1421,user,s13n12,changing,CDD
14418,39,s13n12_usuario11,D,['s13n12_usuario1'],C,4,695.70016861,676,user,s13n12,changing,DDD
14419,39,s13n12_usuario12,D,['s13n12_usuario3'],D,1,1631.9000721,1601,user,s13n12,changing,DDD
14420,39,s13n12_usuario13,D,['s13n12_usuario14'],D,1,1565.30022621,1537,user,s13n12,changing,DDD
14421,39,s13n12_usuario14,D,['s13n12_usuario13'],D,1,761.0998153689999,735,user,s13n12,changing,DCD
14422,39,s13n12_usuario15,D,['s13n12_usuario9'],D,1,4284.80005264,4255,user,s13n12,changing,DDD
14423,39,s13n12_usuario16,D,['s13n12_usuario10'],D,1,2710.40010452,2684,user,s13n12,changing,CDD
14424,40,s13n12_usuario1,C,['s13n12_usuario3'],D,0,734.1001033780001,717,user,s13n12,changing,CDC
14425,40,s13n12_usuario2,D,['s13n12_usuario9'],D,1,875.900030136,848,user,s13n12,changing,DCD
14426,40,s13n12_usuario3,D,['s13n12_usuario1'],C,4,1239.89987373,1213,user,s13n12,changing,DDD
14427,40,s13n12_usuario4,C,['s13n12_usuario12'],D,0,1957.70001411,1931,user,s13n12,changing,CDC
14428,40,s13n12_usuario5,C,['s13n12_usuario8'],D,0,2579.90002632,2558,user,s13n12,changing,CDC
14429,40,s13n12_usuario6,D,['s13n12_usuario16'],D,1,1701.69997215,1681,user,s13n12,changing,DCD
14430,40,s13n12_usuario7,D,['s13n12_usuario15'],D,1,4023.69999886,4005,user,s13n12,changing,DDD
14431,40,s13n12_usuario8,D,['s13n12_usuario5'],C,4,1338.90008926,1312,user,s13n12,changing,DDD
14432,40,s13n12_usuario9,D,['s13n12_usuario2'],D,1,2179.30006981,2154,user,s13n12,changing,DDD
14433,40,s13n12_usuario10,C,['s13n12_usuario13'],C,3,1165.6999587999999,1133,user,s13n12,changing,DDC
14434,40,s13n12_usuario11,D,['s13n12_usuario14'],D,1,2369.40002441,2342,user,s13n12,changing,DCD
14435,40,s13n12_usuario12,D,['s13n12_usuario4'],C,4,1662.49990463,1638,user,s13n12,changing,DDD
14436,40,s13n12_usuario13,C,['s13n12_usuario10'],C,3,904.1998386380001,879,user,s13n12,changing,DDC
14437,40,s13n12_usuario14,D,['s13n12_usuario11'],D,1,1111.99998856,1088,user,s13n12,changing,DDD
14438,40,s13n12_usuario15,D,['s13n12_usuario7'],D,1,1943.0000782000002,1923,user,s13n12,changing,DDD
14439,40,s13n12_usuario16,D,['s13n12_usuario6'],D,1,2616.30010605,2589,user,s13n12,changing,DDD
14440,41,s13n12_usuario1,C,['s13n12_usuario11'],D,0,821.4998245239999,805,user,s13n12,changing,CDC
14441,41,s13n12_usuario2,D,['s13n12_usuario4'],C,4,721.6999530789999,695,user,s13n12,changing,DDD
14442,41,s13n12_usuario3,C,['s13n12_usuario14'],D,0,3632.29990005,3603,user,s13n12,changing,DCC
14443,41,s13n12_usuario4,C,['s13n12_usuario2'],D,0,1357.70010948,1333,user,s13n12,changing,CDC
14444,41,s13n12_usuario5,D,['s13n12_usuario8'],D,1,1058.3999157,1039,user,s13n12,changing,CDD
14445,41,s13n12_usuario6,D,['s13n12_usuario9'],D,1,1387.19987869,1359,user,s13n12,changing,DDD
14446,41,s13n12_usuario7,D,['s13n12_usuario10'],D,1,1604.20012474,1572,user,s13n12,changing,DDD
14447,41,s13n12_usuario8,D,['s13n12_usuario5'],D,1,1651.20005608,1620,user,s13n12,changing,DCD
14448,41,s13n12_usuario9,D,['s13n12_usuario6'],D,1,1286.7000103,1262,user,s13n12,changing,DDD
14449,41,s13n12_usuario10,D,['s13n12_usuario7'],D,1,1900.19989014,1872,user,s13n12,changing,CCD
14450,41,s13n12_usuario11,D,['s13n12_usuario1'],C,4,1546.79989815,1516,user,s13n12,changing,DDD
14451,41,s13n12_usuario12,D,['s13n12_usuario15'],D,1,1996.79994583,1971,user,s13n12,changing,DCD
14452,41,s13n12_usuario13,D,['s13n12_usuario16'],D,1,1970.10016441,1951,user,s13n12,changing,CCD
14453,41,s13n12_usuario14,D,['s13n12_usuario3'],C,4,1374.09996986,1344,user,s13n12,changing,DDD
14454,41,s13n12_usuario15,D,['s13n12_usuario12'],D,1,2323.4000206,2298,user,s13n12,changing,DDD
14455,41,s13n12_usuario16,D,['s13n12_usuario13'],D,1,2090.89994431,2068,user,s13n12,changing,DDD
14456,42,s13n12_usuario1,C,['s13n12_usuario5'],D,0,1606.69994354,1588,user,s13n12,changing,CDC
14457,42,s13n12_usuario2,D,['s13n12_usuario8'],D,1,591.300010681,563,user,s13n12,changing,DCD
14458,42,s13n12_usuario3,D,['s13n12_usuario13'],D,1,1367.39993095,1338,user,s13n12,changing,CDD
14459,42,s13n12_usuario4,C,['s13n12_usuario9'],D,0,1840.30008316,1824,user,s13n12,changing,CDC
14460,42,s13n12_usuario5,D,['s13n12_usuario1'],C,4,1392.89999008,1365,user,s13n12,changing,DDD
14461,42,s13n12_usuario6,D,['s13n12_usuario11'],C,4,1189.39995766,1170,user,s13n12,changing,DDD
14462,42,s13n12_usuario7,D,['s13n12_usuario12'],D,1,885.200023651,856,user,s13n12,changing,DDD
14463,42,s13n12_usuario8,D,['s13n12_usuario2'],D,1,1187.3998642000001,1168,user,s13n12,changing,DDD
14464,42,s13n12_usuario9,D,['s13n12_usuario4'],C,4,1223.99997711,1199,user,s13n12,changing,DDD
14465,42,s13n12_usuario10,D,['s13n12_usuario15'],D,1,2198.59981537,2172,user,s13n12,changing,DDD
14466,42,s13n12_usuario11,C,['s13n12_usuario6'],D,0,1661.49997711,1636,user,s13n12,changing,DCC
14467,42,s13n12_usuario12,D,['s13n12_usuario7'],D,1,1489.0999794000002,1463,user,s13n12,changing,DDD
14468,42,s13n12_usuario13,D,['s13n12_usuario3'],D,1,856.799840927,828,user,s13n12,changing,DDD
14469,42,s13n12_usuario14,C,['s13n12_usuario16'],C,3,4067.50011444,4041,user,s13n12,changing,DCC
14470,42,s13n12_usuario15,D,['s13n12_usuario10'],D,1,1477.79989243,1454,user,s13n12,changing,DDD
14471,42,s13n12_usuario16,C,['s13n12_usuario14'],C,3,3693.79997253,3661,user,s13n12,changing,DDC
14472,43,s13n12_usuario1,C,['s13n12_usuario5'],D,0,4093.9002037,4067,user,s13n12,changing,CDC
14473,43,s13n12_usuario2,D,['s13n12_usuario13'],D,1,711.600065231,693,user,s13n12,changing,DDD
14474,43,s13n12_usuario3,D,['s13n12_usuario16'],C,4,795.099973679,771,user,s13n12,changing,DDD
14475,43,s13n12_usuario4,C,['s13n12_usuario9'],D,0,4088.69981766,4063,user,s13n12,changing,CDC
14476,43,s13n12_usuario5,D,['s13n12_usuario1'],C,4,2258.49986076,2232,user,s13n12,changing,DCD
14477,43,s13n12_usuario6,D,['s13n12_usuario12'],D,1,1390.70010185,1362,user,s13n12,changing,DCD
14478,43,s13n12_usuario7,D,['s13n12_usuario10'],C,4,910.7000827789999,884,user,s13n12,changing,DDD
14479,43,s13n12_usuario8,D,['s13n12_usuario15'],D,1,708.2998752589999,690,user,s13n12,changing,DDD
14480,43,s13n12_usuario9,D,['s13n12_usuario4'],C,4,6564.0001297,6532,user,s13n12,changing,DCD
14481,43,s13n12_usuario10,C,['s13n12_usuario7'],D,0,694.0999031069999,669,user,s13n12,changing,DDC
14482,43,s13n12_usuario11,D,['s13n12_usuario14'],C,4,829.799890518,800,user,s13n12,changing,CDD
14483,43,s13n12_usuario12,D,['s13n12_usuario6'],D,1,1528.50008011,1500,user,s13n12,changing,DDD
14484,43,s13n12_usuario13,D,['s13n12_usuario2'],D,1,875.999927521,852,user,s13n12,changing,DDD
14485,43,s13n12_usuario14,C,['s13n12_usuario11'],D,0,1743.30019951,1715,user,s13n12,changing,CCC
14486,43,s13n12_usuario15,D,['s13n12_usuario8'],D,1,1000.1001357999999,984,user,s13n12,changing,DDD
14487,43,s13n12_usuario16,C,['s13n12_usuario3'],D,0,3471.40002251,3442,user,s13n12,changing,CCC
14488,44,s13n12_usuario1,C,['s13n12_usuario13'],D,0,4811.39993668,4786,user,s13n12,changing,CDC
14489,44,s13n12_usuario2,D,['s13n12_usuario5'],D,1,757.099866867,729,user,s13n12,changing,DDD
14490,44,s13n12_usuario3,D,['s13n12_usuario6'],D,1,502.099990845,476,user,s13n12,changing,DCD
14491,44,s13n12_usuario4,D,['s13n12_usuario8'],D,1,1076.59983635,1049,user,s13n12,changing,CDD
14492,44,s13n12_usuario5,D,['s13n12_usuario2'],D,1,1689.49985504,1664,user,s13n12,changing,DCD
14493,44,s13n12_usuario6,D,['s13n12_usuario3'],D,1,1307.39998817,1281,user,s13n12,changing,DDD
14494,44,s13n12_usuario7,D,['s13n12_usuario9'],D,1,1355.70001602,1328,user,s13n12,changing,DCD
14495,44,s13n12_usuario8,D,['s13n12_usuario4'],D,1,1129.50015068,1105,user,s13n12,changing,DDD
14496,44,s13n12_usuario9,D,['s13n12_usuario7'],D,1,1961.60006523,1933,user,s13n12,changing,DCD
14497,44,s13n12_usuario10,D,['s13n12_usuario12'],D,1,1311.90013885,1295,user,s13n12,changing,CDD
14498,44,s13n12_usuario11,D,['s13n12_usuario14'],C,4,1524.69992638,1496,user,s13n12,changing,DCD
14499,44,s13n12_usuario12,D,['s13n12_usuario10'],D,1,1891.70002937,1864,user,s13n12,changing,DDD
14500,44,s13n12_usuario13,D,['s13n12_usuario1'],C,4,1928.80010605,1903,user,s13n12,changing,DDD
14501,44,s13n12_usuario14,C,['s13n12_usuario11'],D,0,3515.69986343,3488,user,s13n12,changing,CDC
14502,44,s13n12_usuario15,D,['s13n12_usuario16'],D,1,862.8001213069999,843,user,s13n12,changing,DDD
14503,44,s13n12_usuario16,D,['s13n12_usuario15'],D,1,2156.50010109,2130,user,s13n12,changing,CDD
14504,45,s13n12_usuario1,C,['s13n12_usuario2'],D,0,5007.69996643,4973,user,s13n12,changing,CDC
14505,45,s13n12_usuario2,D,['s13n12_usuario1'],C,4,996.099948883,975,user,s13n12,changing,DDD
14506,45,s13n12_usuario3,D,['s13n12_usuario13'],C,4,1177.60014534,1155,user,s13n12,changing,DDD
14507,45,s13n12_usuario4,D,['s13n12_usuario11'],C,4,2304.90016937,2280,user,s13n12,changing,DDD
14508,45,s13n12_usuario5,D,['s13n12_usuario16'],D,1,1302.29997635,1279,user,s13n12,changing,DDD
14509,45,s13n12_usuario6,D,['s13n12_usuario9'],D,1,1207.99994469,1184,user,s13n12,changing,DDD
14510,45,s13n12_usuario7,D,['s13n12_usuario12'],D,1,1091.09997749,1065,user,s13n12,changing,DDD
14511,45,s13n12_usuario8,D,['s13n12_usuario14'],D,1,1019.00005341,998,user,s13n12,changing,DDD
14512,45,s13n12_usuario9,D,['s13n12_usuario6'],D,1,1994.79985237,1965,user,s13n12,changing,DDD
14513,45,s13n12_usuario10,D,['s13n12_usuario15'],D,1,2128.00002098,2109,user,s13n12,changing,DDD
14514,45,s13n12_usuario11,C,['s13n12_usuario4'],D,0,1272.90010452,1248,user,s13n12,changing,DCC
14515,45,s13n12_usuario12,D,['s13n12_usuario7'],D,1,1995.50008774,1969,user,s13n12,changing,DDD
14516,45,s13n12_usuario13,C,['s13n12_usuario3'],D,0,1243.10016632,1216,user,s13n12,changing,DCC
14517,45,s13n12_usuario14,D,['s13n12_usuario8'],D,1,1111.09995842,1075,user,s13n12,changing,CDD
14518,45,s13n12_usuario15,D,['s13n12_usuario10'],D,1,935.8000755310001,910,user,s13n12,changing,DDD
14519,45,s13n12_usuario16,D,['s13n12_usuario5'],D,1,2203.40013504,2179,user,s13n12,changing,DDD
14520,46,s13n12_usuario1,D,['s13n12_usuario13'],D,1,1226.00007057,1196,user,s13n12,changing,CDD
14521,46,s13n12_usuario2,D,['s13n12_usuario7'],D,1,663.399934769,639,user,s13n12,changing,DCD
14522,46,s13n12_usuario3,D,['s13n12_usuario6'],D,1,1210.50000191,1179,user,s13n12,changing,DCD
14523,46,s13n12_usuario4,C,['s13n12_usuario12'],D,0,3174.29995537,3146,user,s13n12,changing,DCC
14524,46,s13n12_usuario5,D,['s13n12_usuario10'],C,4,1012.79997826,995,user,s13n12,changing,DDD
14525,46,s13n12_usuario6,D,['s13n12_usuario3'],D,1,1082.70001411,1055,user,s13n12,changing,DDD
14526,46,s13n12_usuario7,D,['s13n12_usuario2'],D,1,1975.89993477,1948,user,s13n12,changing,DDD
14527,46,s13n12_usuario8,D,['s13n12_usuario11'],C,4,1051.4998436,1026,user,s13n12,changing,DDD
14528,46,s13n12_usuario9,D,['s13n12_usuario14'],D,1,1737.79988289,1710,user,s13n12,changing,DDD
14529,46,s13n12_usuario10,C,['s13n12_usuario5'],D,0,950.5999088289999,929,user,s13n12,changing,DDC
14530,46,s13n12_usuario11,C,['s13n12_usuario8'],D,0,1294.89994049,1275,user,s13n12,changing,CDC
14531,46,s13n12_usuario12,D,['s13n12_usuario4'],C,4,1888.79990578,1860,user,s13n12,changing,DDD
14532,46,s13n12_usuario13,D,['s13n12_usuario1'],D,1,972.799777985,953,user,s13n12,changing,CDD
14533,46,s13n12_usuario14,D,['s13n12_usuario9'],D,1,1366.40000343,1315,user,s13n12,changing,DDD
14534,46,s13n12_usuario15,D,['s13n12_usuario16'],D,1,1563.19999695,1545,user,s13n12,changing,DDD
14535,46,s13n12_usuario16,D,['s13n12_usuario15'],D,1,1692.50011444,1668,user,s13n12,changing,DDD
14536,47,s13n12_usuario1,D,['s13n12_usuario5'],D,1,737.0002269739999,711,user,s13n12,changing,DDD
14537,47,s13n12_usuario2,D,['s13n12_usuario14'],D,1,441.600084305,417,user,s13n12,changing,DDD
14538,47,s13n12_usuario3,D,['s13n12_usuario4'],D,1,466.699838638,442,user,s13n12,changing,DDD
14539,47,s13n12_usuario4,D,['s13n12_usuario3'],D,1,1224.69997406,1200,user,s13n12,changing,CDD
14540,47,s13n12_usuario5,D,['s13n12_usuario1'],D,1,1111.99998856,1090,user,s13n12,changing,DCD
14541,47,s13n12_usuario6,D,['s13n12_usuario13'],D,1,1056.09989166,1030,user,s13n12,changing,DDD
14542,47,s13n12_usuario7,D,['s13n12_usuario12'],D,1,1295.30000687,1267,user,s13n12,changing,DDD
14543,47,s13n12_usuario8,D,['s13n12_usuario11'],C,4,1121.39987946,1097,user,s13n12,changing,DCD
14544,47,s13n12_usuario9,D,['s13n12_usuario10'],D,1,1789.2999649,1770,user,s13n12,changing,DDD
14545,47,s13n12_usuario10,D,['s13n12_usuario9'],D,1,1247.70021439,1230,user,s13n12,changing,CDD
14546,47,s13n12_usuario11,C,['s13n12_usuario8'],D,0,1196.20013237,1170,user,s13n12,changing,CDC
14547,47,s13n12_usuario12,D,['s13n12_usuario7'],D,1,2109.89999771,2083,user,s13n12,changing,DCD
14548,47,s13n12_usuario13,D,['s13n12_usuario6'],D,1,1415.19999504,1387,user,s13n12,changing,DDD
14549,47,s13n12_usuario14,D,['s13n12_usuario2'],D,1,1107.90014267,1085,user,s13n12,changing,DDD
14550,47,s13n12_usuario15,D,['s13n12_usuario16'],C,4,2049.0000248,2023,user,s13n12,changing,DDD
14551,47,s13n12_usuario16,C,['s13n12_usuario15'],D,0,1410.00008583,1383,user,s13n12,changing,DDC
14552,48,s13n12_usuario1,D,['s13n12_usuario14'],D,1,664.499998093,642,user,s13n12,changing,DDD
14553,48,s13n12_usuario2,D,['s13n12_usuario12'],C,4,443.300008774,424,user,s13n12,changing,DDD
14554,48,s13n12_usuario3,D,['s13n12_usuario5'],D,1,573.799848557,548,user,s13n12,changing,DDD
14555,48,s13n12_usuario4,D,['s13n12_usuario7'],D,1,1524.19996262,1500,user,s13n12,changing,DDD
14556,48,s13n12_usuario5,D,['s13n12_usuario3'],D,1,988.5001182560001,963,user,s13n12,changing,DDD
14557,48,s13n12_usuario6,D,['s13n12_usuario15'],D,1,1477.19979286,1431,user,s13n12,changing,DDD
14558,48,s13n12_usuario7,D,['s13n12_usuario4'],D,1,862.699985504,826,user,s13n12,changing,DDD
14559,48,s13n12_usuario8,D,['s13n12_usuario10'],C,4,1340.19994736,1269,user,s13n12,changing,DCD
14560,48,s13n12_usuario9,D,['s13n12_usuario13'],D,1,2597.89991379,2571,user,s13n12,changing,DDD
14561,48,s13n12_usuario10,C,['s13n12_usuario8'],D,0,1823.80008698,1797,user,s13n12,changing,DDC
14562,48,s13n12_usuario11,D,['s13n12_usuario16'],D,1,905.599832535,876,user,s13n12,changing,CDD
14563,48,s13n12_usuario12,C,['s13n12_usuario2'],D,0,1772.00007439,1746,user,s13n12,changing,DDC
14564,48,s13n12_usuario13,D,['s13n12_usuario9'],D,1,1573.19998741,1547,user,s13n12,changing,DDD
14565,48,s13n12_usuario14,D,['s13n12_usuario1'],D,1,1034.50012207,1004,user,s13n12,changing,DDD
14566,48,s13n12_usuario15,D,['s13n12_usuario6'],D,1,2312.00003624,2284,user,s13n12,changing,DCD
14567,48,s13n12_usuario16,D,['s13n12_usuario11'],D,1,1691.6000843,1665,user,s13n12,changing,CDD
14568,49,s13n12_usuario1,D,['s13n12_usuario15'],D,1,567.600011826,542,user,s13n12,changing,DDD
14569,49,s13n12_usuario2,D,['s13n12_usuario12'],C,4,387.499809265,363,user,s13n12,changing,DCD
14570,49,s13n12_usuario3,D,['s13n12_usuario9'],D,1,493.99995803800005,470,user,s13n12,changing,DDD
14571,49,s13n12_usuario4,D,['s13n12_usuario7'],D,1,1431.69999123,1407,user,s13n12,changing,DDD
14572,49,s13n12_usuario5,D,['s13n12_usuario11'],D,1,808.5000514980001,779,user,s13n12,changing,DDD
14573,49,s13n12_usuario6,D,['s13n12_usuario14'],D,1,1573.99988174,1549,user,s13n12,changing,DDD
14574,49,s13n12_usuario7,D,['s13n12_usuario4'],D,1,796.5002059939999,771,user,s13n12,changing,DDD
14575,49,s13n12_usuario8,D,['s13n12_usuario16'],D,1,1975.30007362,1949,user,s13n12,changing,DCD
14576,49,s13n12_usuario9,D,['s13n12_usuario3'],D,1,1022.30000496,992,user,s13n12,changing,DDD
14577,49,s13n12_usuario10,C,['s13n12_usuario13'],D,0,2863.39998245,2834,user,s13n12,changing,CDC
14578,49,s13n12_usuario11,D,['s13n12_usuario5'],D,1,500.79989433300005,475,user,s13n12,changing,DDD
14579,49,s13n12_usuario12,C,['s13n12_usuario2'],D,0,1249.30000305,1219,user,s13n12,changing,CDC
14580,49,s13n12_usuario13,D,['s13n12_usuario10'],C,4,1378.9999484999998,1351,user,s13n12,changing,DDD
14581,49,s13n12_usuario14,D,['s13n12_usuario6'],D,1,1003.29995155,979,user,s13n12,changing,DDD
14582,49,s13n12_usuario15,D,['s13n12_usuario1'],D,1,888.499975204,859,user,s13n12,changing,DDD
14583,49,s13n12_usuario16,D,['s13n12_usuario8'],D,1,2060.69993973,2031,user,s13n12,changing,DDD
14584,50,s13n12_usuario1,D,['s13n12_usuario11'],D,1,617.200136185,588,user,s13n12,changing,DDD
14585,50,s13n12_usuario2,D,['s13n12_usuario16'],D,1,400.399923325,375,user,s13n12,changing,DCD
14586,50,s13n12_usuario3,D,['s13n12_usuario13'],C,4,670.899868011,646,user,s13n12,changing,DDD
14587,50,s13n12_usuario4,D,['s13n12_usuario6'],D,1,1776.60012245,1758,user,s13n12,changing,DDD
14588,50,s13n12_usuario5,D,['s13n12_usuario7'],D,1,661.999940872,636,user,s13n12,changing,DDD
14589,50,s13n12_usuario6,D,['s13n12_usuario4'],D,1,1567.69990921,1541,user,s13n12,changing,DDD
14590,50,s13n12_usuario7,D,['s13n12_usuario5'],D,1,514.899969101,488,user,s13n12,changing,DDD
14591,50,s13n12_usuario8,D,['s13n12_usuario12'],D,1,1096.89998627,1075,user,s13n12,changing,DDD
14592,50,s13n12_usuario9,D,['s13n12_usuario15'],D,1,736.500024796,709,user,s13n12,changing,DDD
14593,50,s13n12_usuario10,D,['s13n12_usuario14'],D,1,1451.00021362,1426,user,s13n12,changing,CDD
14594,50,s13n12_usuario11,D,['s13n12_usuario1'],D,1,478.699922562,447,user,s13n12,changing,DDD
14595,50,s13n12_usuario12,D,['s13n12_usuario8'],D,1,1507.29990005,1481,user,s13n12,changing,CDD
14596,50,s13n12_usuario13,C,['s13n12_usuario3'],D,0,831.9001197810001,802,user,s13n12,changing,DCC
14597,50,s13n12_usuario14,D,['s13n12_usuario10'],D,1,755.899906158,731,user,s13n12,changing,DDD
14598,50,s13n12_usuario15,D,['s13n12_usuario9'],D,1,990.3998374939999,968,user,s13n12,changing,DDD
14599,50,s13n12_usuario16,D,['s13n12_usuario2'],D,1,2293.29991341,2268,user,s13n12,changing,DDD
14600,51,s13n12_usuario1,D,['s13n12_usuario16'],C,4,664.299964905,639,user,s13n12,changing,DDD
14601,51,s13n12_usuario2,D,['s13n12_usuario12'],D,1,569.299936295,541,user,s13n12,changing,DDD
14602,51,s13n12_usuario3,D,['s13n12_usuario11'],D,1,2080.3000927000003,2054,user,s13n12,changing,DCD
14603,51,s13n12_usuario4,C,['s13n12_usuario13'],D,0,2401.10015869,2372,user,s13n12,changing,DDC
14604,51,s13n12_usuario5,D,['s13n12_usuario14'],D,1,1209.3000412000001,1182,user,s13n12,changing,DDD
14605,51,s13n12_usuario6,C,['s13n12_usuario9'],C,3,3582.49998093,3555,user,s13n12,changing,DDC
14606,51,s13n12_usuario7,D,['s13n12_usuario10'],D,1,951.800107956,926,user,s13n12,changing,DDD
14607,51,s13n12_usuario8,D,['s13n12_usuario15'],D,1,1119.69995499,1093,user,s13n12,changing,DDD
14608,51,s13n12_usuario9,C,['s13n12_usuario6'],C,3,1798.20013046,1770,user,s13n12,changing,DDC
14609,51,s13n12_usuario10,D,['s13n12_usuario7'],D,1,965.099811554,941,user,s13n12,changing,DDD
14610,51,s13n12_usuario11,D,['s13n12_usuario3'],D,1,630.100011826,604,user,s13n12,changing,DDD
14611,51,s13n12_usuario12,D,['s13n12_usuario2'],D,1,1204.69999313,1177,user,s13n12,changing,DDD
14612,51,s13n12_usuario13,D,['s13n12_usuario4'],C,4,2429.49986458,2402,user,s13n12,changing,CDD
14613,51,s13n12_usuario14,D,['s13n12_usuario5'],D,1,768.699884415,743,user,s13n12,changing,DDD
14614,51,s13n12_usuario15,D,['s13n12_usuario8'],D,1,2053.49993706,2026,user,s13n12,changing,DDD
14615,51,s13n12_usuario16,C,['s13n12_usuario1'],D,0,1934.39984322,1905,user,s13n12,changing,DDC
14616,52,s13n12_usuario1,D,['s13n12_usuario14'],D,1,1226.7999649,1210,user,s13n12,changing,DCD
