,round,player,action_player,opponent,action_opponent,payoff,time_php,rt,who_played,session,treatment,actions,response,abs_time,prev
12349,44,s10n5_usuario3,C,['s10n5_usuario4'],C,3,595.400094986,0.569,user,s10n5,fix,CCC,1,0.569,CC
12350,44,s10n5_usuario7,D,['s10n5_usuario1'],D,1,616.199970245,-0.59,user,s10n5,fix,DDD,0,0.59,DD
12351,44,s10n5_usuario1,D,['s10n5_usuario7'],D,1,623.300075531,-0.594,user,s10n5,fix,DDD,0,0.594,DD
12352,45,s10n5_usuario5,D,['s10n5_usuario6'],D,1,849.69997406,-0.824,user,s10n5,fix,DDD,0,0.824,DD
12353,45,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1062.09993362,-1.034,user,s10n5,fix,DDD,0,1.034,DD
12354,45,s10n5_usuario8,C,['s10n5_usuario2'],C,3,566.099882126,0.538,user,s10n5,fix,CDC,1,0.538,CD
12355,45,s10n5_usuario2,C,['s10n5_usuario8'],C,3,3390.19989967,3.365,user,s10n5,fix,DCC,1,3.365,DC
12356,45,s10n5_usuario4,C,['s10n5_usuario3'],C,3,1104.19988632,1.077,user,s10n5,fix,CCC,1,1.077,CC
12357,45,s10n5_usuario3,C,['s10n5_usuario4'],C,3,667.700052261,0.638,user,s10n5,fix,CCC,1,0.638,CC
12358,45,s10n5_usuario7,D,['s10n5_usuario1'],D,1,908.200025558,-0.883,user,s10n5,fix,DDD,0,0.883,DD
12359,45,s10n5_usuario1,D,['s10n5_usuario7'],D,1,10193.500042,-10.171,user,s10n5,fix,DDD,0,10.171,DD
12360,46,s10n5_usuario5,D,['s10n5_usuario6'],D,1,743.899822235,-0.72,user,s10n5,fix,DDD,0,0.72,DD
12361,46,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1868.79992485,-1.843,user,s10n5,fix,DDD,0,1.843,DD
12362,46,s10n5_usuario8,C,['s10n5_usuario2'],C,3,1299.09992218,1.271,user,s10n5,fix,CCC,1,1.271,CC
12363,46,s10n5_usuario2,C,['s10n5_usuario8'],C,3,1851.09996796,1.823,user,s10n5,fix,CCC,1,1.823,CC
12364,46,s10n5_usuario4,C,['s10n5_usuario3'],C,3,1146.89993858,1.121,user,s10n5,fix,CCC,1,1.121,CC
12365,46,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1002.9001235999999,0.976,user,s10n5,fix,CCC,1,0.976,CC
12366,46,s10n5_usuario7,C,['s10n5_usuario1'],D,0,1348.50001335,1.322,user,s10n5,fix,DDC,1,1.322,DD
12367,46,s10n5_usuario1,D,['s10n5_usuario7'],C,4,795.099973679,-0.768,user,s10n5,fix,DDD,0,0.768,DD
12368,47,s10n5_usuario5,D,['s10n5_usuario6'],D,1,727.8001308439999,-0.698,user,s10n5,fix,DDD,0,0.698,DD
12369,47,s10n5_usuario6,D,['s10n5_usuario5'],D,1,2553.69997025,-2.523,user,s10n5,fix,DDD,0,2.523,DD
12370,47,s10n5_usuario8,C,['s10n5_usuario2'],C,3,894.09995079,0.865,user,s10n5,fix,CCC,1,0.865,CC
12371,47,s10n5_usuario2,C,['s10n5_usuario8'],C,3,2125.90003014,2.096,user,s10n5,fix,CCC,1,2.096,CC
12372,47,s10n5_usuario4,C,['s10n5_usuario3'],C,3,828.799962997,0.802,user,s10n5,fix,CCC,1,0.802,CC
12373,47,s10n5_usuario3,C,['s10n5_usuario4'],C,3,999.799966812,0.973,user,s10n5,fix,CCC,1,0.973,CC
12374,47,s10n5_usuario7,C,['s10n5_usuario1'],D,0,1136.10005379,1.112,user,s10n5,fix,CDC,1,1.112,CD
12375,47,s10n5_usuario1,D,['s10n5_usuario7'],C,4,3054.89993095,-3.029,user,s10n5,fix,DCD,0,3.029,DC
12376,48,s10n5_usuario5,D,['s10n5_usuario6'],D,1,830.299854279,-0.802,user,s10n5,fix,DDD,0,0.802,DD
12377,48,s10n5_usuario6,D,['s10n5_usuario5'],D,1,2846.40002251,-2.815,user,s10n5,fix,DDD,0,2.815,DD
12378,48,s10n5_usuario8,C,['s10n5_usuario2'],D,0,526.700019836,0.5,user,s10n5,fix,CCC,1,0.5,CC
12379,48,s10n5_usuario2,D,['s10n5_usuario8'],C,4,1969.30003166,-1.944,user,s10n5,fix,CCD,0,1.944,CC
12380,48,s10n5_usuario4,C,['s10n5_usuario3'],C,3,602.400064468,0.571,user,s10n5,fix,CCC,1,0.571,CC
12381,48,s10n5_usuario3,C,['s10n5_usuario4'],C,3,908.3001613619999,0.882,user,s10n5,fix,CCC,1,0.882,CC
12382,48,s10n5_usuario7,C,['s10n5_usuario1'],D,0,2025.30002594,1.998,user,s10n5,fix,CDC,1,1.998,CD
12383,48,s10n5_usuario1,D,['s10n5_usuario7'],C,4,1818.59993935,-1.789,user,s10n5,fix,DCD,0,1.789,DC
12384,49,s10n5_usuario5,D,['s10n5_usuario6'],C,4,6582.6997757,-6.552,user,s10n5,fix,DDD,0,6.552,DD
12385,49,s10n5_usuario6,C,['s10n5_usuario5'],D,0,5176.50008202,5.143,user,s10n5,fix,DDC,1,5.143,DD
12386,49,s10n5_usuario8,C,['s10n5_usuario2'],D,0,2634.69982147,2.603,user,s10n5,fix,CDC,1,2.603,CD
12387,49,s10n5_usuario2,D,['s10n5_usuario8'],C,4,3379.29987907,-3.355,user,s10n5,fix,DCD,0,3.355,DC
12388,49,s10n5_usuario4,C,['s10n5_usuario3'],C,3,1072.90005684,1.047,user,s10n5,fix,CCC,1,1.047,CC
12389,49,s10n5_usuario3,C,['s10n5_usuario4'],C,3,628.7000179290001,0.599,user,s10n5,fix,CCC,1,0.599,CC
12390,49,s10n5_usuario7,C,['s10n5_usuario1'],D,0,1098.50001335,1.073,user,s10n5,fix,CDC,1,1.073,CD
12391,49,s10n5_usuario1,D,['s10n5_usuario7'],C,4,7763.4999752,-7.729,user,s10n5,fix,DCD,0,7.729,DC
12392,50,s10n5_usuario5,D,['s10n5_usuario6'],D,1,625.699996948,-0.568,user,s10n5,fix,DCD,0,0.568,DC
12393,50,s10n5_usuario6,D,['s10n5_usuario5'],D,1,2055.99999428,-2.031,user,s10n5,fix,CDD,0,2.031,CD
12394,50,s10n5_usuario8,D,['s10n5_usuario2'],D,1,1233.90007019,-1.206,user,s10n5,fix,CDD,0,1.206,CD
12395,50,s10n5_usuario2,D,['s10n5_usuario8'],D,1,3641.2999630000004,-3.618,user,s10n5,fix,DCD,0,3.618,DC
12396,50,s10n5_usuario4,C,['s10n5_usuario3'],C,3,1166.00012779,1.138,user,s10n5,fix,CCC,1,1.138,CC
12397,50,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1321.50006294,1.302,user,s10n5,fix,CCC,1,1.302,CC
12398,50,s10n5_usuario7,D,['s10n5_usuario1'],D,1,944.000005722,-0.913,user,s10n5,fix,CDD,0,0.913,CD
12399,50,s10n5_usuario1,D,['s10n5_usuario7'],D,1,2339.6999836,-2.312,user,s10n5,fix,DCD,0,2.312,DC
12400,51,s10n5_usuario5,D,['s10n5_usuario6'],D,1,2090.89994431,-2.066,user,s10n5,fix,DDD,0,2.066,DD
12401,51,s10n5_usuario6,D,['s10n5_usuario5'],D,1,2284.2001915,-2.253,user,s10n5,fix,DDD,0,2.253,DD
12402,51,s10n5_usuario8,C,['s10n5_usuario2'],D,0,1388.00001144,1.362,user,s10n5,fix,DDC,1,1.362,DD
12403,51,s10n5_usuario2,D,['s10n5_usuario8'],C,4,3321.39992714,-3.288,user,s10n5,fix,DDD,0,3.288,DD
12404,51,s10n5_usuario4,C,['s10n5_usuario3'],C,3,857.399940491,0.831,user,s10n5,fix,CCC,1,0.831,CC
12405,51,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1766.39986038,1.741,user,s10n5,fix,CCC,1,1.741,CC
12406,51,s10n5_usuario7,D,['s10n5_usuario1'],D,1,707.499980927,-0.688,user,s10n5,fix,DDD,0,0.688,DD
12407,51,s10n5_usuario1,D,['s10n5_usuario7'],D,1,3896.89993858,-3.871,user,s10n5,fix,DDD,0,3.871,DD
12408,52,s10n5_usuario5,D,['s10n5_usuario6'],D,1,1426.40018463,-1.401,user,s10n5,fix,DDD,0,1.401,DD
12409,52,s10n5_usuario6,D,['s10n5_usuario5'],D,1,992.900133133,-0.968,user,s10n5,fix,DDD,0,0.968,DD
12410,52,s10n5_usuario8,C,['s10n5_usuario2'],D,0,578.59992981,0.552,user,s10n5,fix,CDC,1,0.552,CD
12411,52,s10n5_usuario2,D,['s10n5_usuario8'],C,4,3677.79994011,-3.649,user,s10n5,fix,DCD,0,3.649,DC
12412,52,s10n5_usuario4,C,['s10n5_usuario3'],C,3,800.899982452,0.771,user,s10n5,fix,CCC,1,0.771,CC
12413,52,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1876.3999939,1.847,user,s10n5,fix,CCC,1,1.847,CC
12414,52,s10n5_usuario7,D,['s10n5_usuario1'],D,1,619.9998855590001,-0.597,user,s10n5,fix,DDD,0,0.597,DD
12415,52,s10n5_usuario1,D,['s10n5_usuario7'],D,1,1251.89995766,-1.222,user,s10n5,fix,DDD,0,1.222,DD
12416,53,s10n5_usuario5,D,['s10n5_usuario6'],D,1,1916.39995575,-1.891,user,s10n5,fix,DDD,0,1.891,DD
12417,53,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1046.2000369999998,-1.021,user,s10n5,fix,DDD,0,1.021,DD
12418,53,s10n5_usuario8,D,['s10n5_usuario2'],D,1,1222.8000164,-1.194,user,s10n5,fix,CDD,0,1.194,CD
12419,53,s10n5_usuario2,D,['s10n5_usuario8'],D,1,2926.30004883,-2.898,user,s10n5,fix,DCD,0,2.898,DC
12420,53,s10n5_usuario4,C,['s10n5_usuario3'],C,3,718.300104141,0.688,user,s10n5,fix,CCC,1,0.688,CC
12421,53,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1292.80018806,1.264,user,s10n5,fix,CCC,1,1.264,CC
12422,53,s10n5_usuario7,D,['s10n5_usuario1'],D,1,527.700185776,-0.503,user,s10n5,fix,DDD,0,0.503,DD
12423,53,s10n5_usuario1,D,['s10n5_usuario7'],D,1,5406.10003471,-5.376,user,s10n5,fix,DDD,0,5.376,DD
12424,54,s10n5_usuario5,D,['s10n5_usuario6'],D,1,843.6000347139999,-0.818,user,s10n5,fix,DDD,0,0.818,DD
12425,54,s10n5_usuario6,D,['s10n5_usuario5'],D,1,970.00002861,-0.944,user,s10n5,fix,DDD,0,0.944,DD
12426,54,s10n5_usuario8,C,['s10n5_usuario2'],D,0,1741.40000343,1.718,user,s10n5,fix,DDC,1,1.718,DD
12427,54,s10n5_usuario2,D,['s10n5_usuario8'],C,4,1838.20009232,-1.818,user,s10n5,fix,DDD,0,1.818,DD
12428,54,s10n5_usuario4,C,['s10n5_usuario3'],C,3,621.199846268,0.591,user,s10n5,fix,CCC,1,0.591,CC
12429,54,s10n5_usuario3,C,['s10n5_usuario4'],C,3,667.700052261,0.642,user,s10n5,fix,CCC,1,0.642,CC
12430,54,s10n5_usuario7,D,['s10n5_usuario1'],D,1,514.600038528,-0.488,user,s10n5,fix,DDD,0,0.488,DD
12431,54,s10n5_usuario1,D,['s10n5_usuario7'],D,1,1154.59990501,-1.128,user,s10n5,fix,DDD,0,1.128,DD
12432,55,s10n5_usuario5,D,['s10n5_usuario6'],D,1,584.9997997280001,-0.56,user,s10n5,fix,DDD,0,0.56,DD
12433,55,s10n5_usuario6,D,['s10n5_usuario5'],D,1,983.699798584,-0.955,user,s10n5,fix,DDD,0,0.955,DD
12434,55,s10n5_usuario8,C,['s10n5_usuario2'],D,0,767.600059509,0.74,user,s10n5,fix,CDC,1,0.74,CD
12435,55,s10n5_usuario2,D,['s10n5_usuario8'],C,4,2254.70018387,-2.227,user,s10n5,fix,DCD,0,2.227,DC
12436,55,s10n5_usuario4,C,['s10n5_usuario3'],C,3,1046.39983177,1.02,user,s10n5,fix,CCC,1,1.02,CC
12437,55,s10n5_usuario3,C,['s10n5_usuario4'],C,3,985.500097275,0.96,user,s10n5,fix,CCC,1,0.96,CC
12438,55,s10n5_usuario7,D,['s10n5_usuario1'],D,1,676.499843597,-0.653,user,s10n5,fix,DDD,0,0.653,DD
12439,55,s10n5_usuario1,D,['s10n5_usuario7'],D,1,914.20006752,-0.858,user,s10n5,fix,DDD,0,0.858,DD
12440,56,s10n5_usuario5,D,['s10n5_usuario6'],D,1,575.700044632,-0.556,user,s10n5,fix,DDD,0,0.556,DD
12441,56,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1073.30012321,-1.048,user,s10n5,fix,DDD,0,1.048,DD
12442,56,s10n5_usuario8,D,['s10n5_usuario2'],D,1,1207.00001717,-1.177,user,s10n5,fix,CDD,0,1.177,CD
12443,56,s10n5_usuario2,D,['s10n5_usuario8'],D,1,3573.00019264,-3.547,user,s10n5,fix,DCD,0,3.547,DC
12444,56,s10n5_usuario4,C,['s10n5_usuario3'],C,3,927.799940109,0.9,user,s10n5,fix,CCC,1,0.9,CC
12445,56,s10n5_usuario3,C,['s10n5_usuario4'],C,3,692.69990921,0.668,user,s10n5,fix,CCC,1,0.668,CC
12446,56,s10n5_usuario7,D,['s10n5_usuario1'],D,1,581.8998813630001,-0.557,user,s10n5,fix,DDD,0,0.557,DD
12447,56,s10n5_usuario1,D,['s10n5_usuario7'],D,1,849.9000072480001,-0.826,user,s10n5,fix,DDD,0,0.826,DD
12448,57,s10n5_usuario5,D,['s10n5_usuario6'],D,1,2015.0001049000002,-1.985,user,s10n5,fix,DDD,0,1.985,DD
12449,57,s10n5_usuario6,D,['s10n5_usuario5'],D,1,834.1999053960001,-0.808,user,s10n5,fix,DDD,0,0.808,DD
12450,57,s10n5_usuario8,D,['s10n5_usuario2'],C,4,555.099964142,-0.528,user,s10n5,fix,DDD,0,0.528,DD
12451,57,s10n5_usuario2,C,['s10n5_usuario8'],D,0,3388.00001144,3.359,user,s10n5,fix,DDC,1,3.359,DD
12452,57,s10n5_usuario4,C,['s10n5_usuario3'],C,3,497.30014801,0.47,user,s10n5,fix,CCC,1,0.47,CC
12453,57,s10n5_usuario3,C,['s10n5_usuario4'],C,3,967.9000377660001,0.943,user,s10n5,fix,CCC,1,0.943,CC
12454,57,s10n5_usuario7,D,['s10n5_usuario1'],D,1,482.599973679,-0.455,user,s10n5,fix,DDD,0,0.455,DD
12455,57,s10n5_usuario1,D,['s10n5_usuario7'],D,1,739.7000789639999,-0.715,user,s10n5,fix,DDD,0,0.715,DD
12456,58,s10n5_usuario5,D,['s10n5_usuario6'],D,1,2023.60010147,-1.994,user,s10n5,fix,DDD,0,1.994,DD
12457,58,s10n5_usuario6,D,['s10n5_usuario5'],D,1,872.7002143860001,-0.847,user,s10n5,fix,DDD,0,0.847,DD
12458,58,s10n5_usuario8,D,['s10n5_usuario2'],D,1,552.200078964,-0.526,user,s10n5,fix,DCD,0,0.526,DC
12459,58,s10n5_usuario2,D,['s10n5_usuario8'],D,1,1864.50004578,-1.836,user,s10n5,fix,CDD,0,1.836,CD
12460,58,s10n5_usuario4,C,['s10n5_usuario3'],C,3,710.899829865,0.682,user,s10n5,fix,CCC,1,0.682,CC
12461,58,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1458.29987526,1.434,user,s10n5,fix,CCC,1,1.434,CC
12462,58,s10n5_usuario7,D,['s10n5_usuario1'],D,1,460.399866104,-0.436,user,s10n5,fix,DDD,0,0.436,DD
12463,58,s10n5_usuario1,D,['s10n5_usuario7'],D,1,9302.50000954,-9.275,user,s10n5,fix,DDD,0,9.275,DD
12464,59,s10n5_usuario5,D,['s10n5_usuario6'],D,1,1017.79985428,-0.998,user,s10n5,fix,DDD,0,0.998,DD
12465,59,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1215.60001373,-1.188,user,s10n5,fix,DDD,0,1.188,DD
12466,59,s10n5_usuario8,D,['s10n5_usuario2'],D,1,912.499904633,-0.887,user,s10n5,fix,DDD,0,0.887,DD
12467,59,s10n5_usuario2,D,['s10n5_usuario8'],D,1,1984.20000076,-1.958,user,s10n5,fix,DDD,0,1.958,DD
12468,59,s10n5_usuario4,C,['s10n5_usuario3'],C,3,569.100141525,0.541,user,s10n5,fix,CCC,1,0.541,CC
12469,59,s10n5_usuario3,C,['s10n5_usuario4'],C,3,746.599912643,0.722,user,s10n5,fix,CCC,1,0.722,CC
12470,59,s10n5_usuario7,D,['s10n5_usuario1'],D,1,583.399772644,-0.557,user,s10n5,fix,DDD,0,0.557,DD
12471,59,s10n5_usuario1,D,['s10n5_usuario7'],D,1,8985.80002785,-8.956,user,s10n5,fix,DDD,0,8.956,DD
12472,60,s10n5_usuario5,D,['s10n5_usuario6'],D,1,1094.49982643,-1.065,user,s10n5,fix,DDD,0,1.065,DD
12473,60,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1134.40012932,-1.105,user,s10n5,fix,DDD,0,1.105,DD
12474,60,s10n5_usuario8,C,['s10n5_usuario2'],C,3,1412.30010986,1.384,user,s10n5,fix,DDC,1,1.384,DD
12475,60,s10n5_usuario2,C,['s10n5_usuario8'],C,3,1804.60000038,1.778,user,s10n5,fix,DDC,1,1.778,DD
12476,60,s10n5_usuario4,C,['s10n5_usuario3'],C,3,769.999980927,0.743,user,s10n5,fix,CCC,1,0.743,CC
12477,60,s10n5_usuario3,C,['s10n5_usuario4'],C,3,779.699802399,0.751,user,s10n5,fix,CCC,1,0.751,CC
12478,60,s10n5_usuario7,D,['s10n5_usuario1'],D,1,647.199869156,-0.624,user,s10n5,fix,DDD,0,0.624,DD
12479,60,s10n5_usuario1,D,['s10n5_usuario7'],D,1,3137.20011711,-3.109,user,s10n5,fix,DDD,0,3.109,DD
12480,61,s10n5_usuario5,D,['s10n5_usuario6'],D,1,745.899915695,-0.722,user,s10n5,fix,DDD,0,0.722,DD
12481,61,s10n5_usuario6,D,['s10n5_usuario5'],D,1,973.499774933,-0.947,user,s10n5,fix,DDD,0,0.947,DD
12482,61,s10n5_usuario8,C,['s10n5_usuario2'],C,3,1018.19992065,0.991,user,s10n5,fix,CCC,1,0.991,CC
12483,61,s10n5_usuario2,C,['s10n5_usuario8'],C,3,2362.60008812,2.337,user,s10n5,fix,CCC,1,2.337,CC
12484,61,s10n5_usuario4,C,['s10n5_usuario3'],C,3,707.400083542,0.681,user,s10n5,fix,CCC,1,0.681,CC
12485,61,s10n5_usuario3,C,['s10n5_usuario4'],C,3,803.099870682,0.778,user,s10n5,fix,CCC,1,0.778,CC
12486,61,s10n5_usuario7,D,['s10n5_usuario1'],D,1,616.899967194,-0.591,user,s10n5,fix,DDD,0,0.591,DD
12487,61,s10n5_usuario1,D,['s10n5_usuario7'],D,1,11287.1999741,-11.258,user,s10n5,fix,DDD,0,11.258,DD
12488,62,s10n5_usuario5,D,['s10n5_usuario6'],D,1,3403.69987488,-3.377,user,s10n5,fix,DDD,0,3.377,DD
12489,62,s10n5_usuario6,D,['s10n5_usuario5'],D,1,3898.29993248,-3.871,user,s10n5,fix,DDD,0,3.871,DD
12490,62,s10n5_usuario8,C,['s10n5_usuario2'],D,0,1237.49995232,1.209,user,s10n5,fix,CCC,1,1.209,CC
12491,62,s10n5_usuario2,D,['s10n5_usuario8'],C,4,3365.70000648,-3.346,user,s10n5,fix,CCD,0,3.346,CC
12492,62,s10n5_usuario4,C,['s10n5_usuario3'],C,3,1502.30002403,1.472,user,s10n5,fix,CCC,1,1.472,CC
12493,62,s10n5_usuario3,C,['s10n5_usuario4'],C,3,817.900180817,0.794,user,s10n5,fix,CCC,1,0.794,CC
12494,62,s10n5_usuario7,D,['s10n5_usuario1'],D,1,817.499876022,-0.795,user,s10n5,fix,DDD,0,0.795,DD
12495,62,s10n5_usuario1,D,['s10n5_usuario7'],D,1,1991.40000343,-1.964,user,s10n5,fix,DDD,0,1.964,DD
12496,63,s10n5_usuario5,D,['s10n5_usuario6'],D,1,9638.70000839,-9.615,user,s10n5,fix,DDD,0,9.615,DD
12497,63,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1433.00008774,-1.404,user,s10n5,fix,DDD,0,1.404,DD
12498,63,s10n5_usuario8,C,['s10n5_usuario2'],D,0,593.100070953,0.568,user,s10n5,fix,CDC,1,0.568,CD
12499,63,s10n5_usuario2,D,['s10n5_usuario8'],C,4,2182.60002136,-2.156,user,s10n5,fix,DCD,0,2.156,DC
12500,63,s10n5_usuario4,C,['s10n5_usuario3'],C,3,1274.89995956,1.242,user,s10n5,fix,CCC,1,1.242,CC
12501,63,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1345.00002861,1.32,user,s10n5,fix,CCC,1,1.32,CC
12502,63,s10n5_usuario7,D,['s10n5_usuario1'],D,1,1035.70008278,-1.019,user,s10n5,fix,DDD,0,1.019,DD
12503,63,s10n5_usuario1,D,['s10n5_usuario7'],D,1,11447.799921,-11.427,user,s10n5,fix,DDD,0,11.427,DD
12504,64,s10n5_usuario5,D,['s10n5_usuario6'],D,1,877.4001598360001,-0.852,user,s10n5,fix,DDD,0,0.852,DD
12505,64,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1149.3999958,-1.118,user,s10n5,fix,DDD,0,1.118,DD
12506,64,s10n5_usuario8,D,['s10n5_usuario2'],D,1,1014.80007172,-0.991,user,s10n5,fix,CDD,0,0.991,CD
12507,64,s10n5_usuario2,D,['s10n5_usuario8'],D,1,1547.39999771,-1.523,user,s10n5,fix,DCD,0,1.523,DC
12508,64,s10n5_usuario4,C,['s10n5_usuario3'],C,3,900.0999927519999,0.87,user,s10n5,fix,CCC,1,0.87,CC
12509,64,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1284.30008888,1.263,user,s10n5,fix,CCC,1,1.263,CC
12510,64,s10n5_usuario7,D,['s10n5_usuario1'],D,1,939.800024033,-0.915,user,s10n5,fix,DDD,0,0.915,DD
12511,64,s10n5_usuario1,D,['s10n5_usuario7'],D,1,832.000017166,-0.806,user,s10n5,fix,DDD,0,0.806,DD
12512,65,s10n5_usuario5,D,['s10n5_usuario6'],D,1,2071.90012932,-2.047,user,s10n5,fix,DDD,0,2.047,DD
12513,65,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1166.10002518,-1.139,user,s10n5,fix,DDD,0,1.139,DD
12514,65,s10n5_usuario8,C,['s10n5_usuario2'],D,0,1222.59998322,1.192,user,s10n5,fix,DDC,1,1.192,DD
12515,65,s10n5_usuario2,D,['s10n5_usuario8'],C,4,3022.19986916,-2.992,user,s10n5,fix,DDD,0,2.992,DD
12516,65,s10n5_usuario4,C,['s10n5_usuario3'],C,3,749.300003052,0.724,user,s10n5,fix,CCC,1,0.724,CC
12517,65,s10n5_usuario3,C,['s10n5_usuario4'],C,3,1294.60000992,1.268,user,s10n5,fix,CCC,1,1.268,CC
12518,65,s10n5_usuario7,D,['s10n5_usuario1'],D,1,846.50015831,-0.818,user,s10n5,fix,DDD,0,0.818,DD
12519,65,s10n5_usuario1,D,['s10n5_usuario7'],D,1,883.300065994,-0.858,user,s10n5,fix,DDD,0,0.858,DD
12520,66,s10n5_usuario5,D,['s10n5_usuario6'],D,1,1016.39986038,-0.989,user,s10n5,fix,DDD,0,0.989,DD
12521,66,s10n5_usuario6,D,['s10n5_usuario5'],D,1,1074.59998131,-1.049,user,s10n5,fix,DDD,0,1.049,DD
12522,66,s10n5_usuario8,D,['s10n5_usuario2'],D,1,1082.7999115,-1.055,user,s10n5,fix,CDD,0,1.055,CD
12523,66,s10n5_usuario2,D,['s10n5_usuario8'],D,1,3097.70011902,-3.071,user,s10n5,fix,DCD,0,3.071,DC
12524,66,s10n5_usuario4,C,['s10n5_usuario3'],C,3,647.300004959,0.622,user,s10n5,fix,CCC,1,0.622,CC
12525,66,s10n5_usuario3,C,['s10n5_usuario4'],C,3,913.599967957,0.887,user,s10n5,fix,CCC,1,0.887,CC
12526,66,s10n5_usuario7,D,['s10n5_usuario1'],D,1,878.2000541689999,-0.849,user,s10n5,fix,DDD,0,0.849,DD
12527,66,s10n5_usuario1,D,['s10n5_usuario7'],D,1,543.299913406,-0.518,user,s10n5,fix,DDD,0,0.518,DD
12528,67,s10n5_usuario5,D,['s10n5_usuario6'],D,1,616.899967194,-0.592,user,s10n5,fix,DDD,0,0.592,DD
12529,67,s10n5_usuario6,D,['s10n5_usuario5'],D,1,2051.30004883,-2.025,user,s10n5,fix,DDD,0,2.025,DD
12530,67,s10n5_usuario8,D,['s10n5_usuario2'],C,4,579.699993134,-0.552,user,s10n5,fix,DDD,0,0.552,DD
12531,67,s10n5_usuario2,C,['s10n5_usuario8'],D,0,1548.89988899,1.521,user,s10n5,fix,DDC,1,1.521,DD
12532,67,s10n5_usuario4,C,['s10n5_usuario3'],C,3,710.79993248,0.678,user,s10n5,fix,CCC,1,0.678,CC
12533,67,s10n5_usuario3,C,['s10n5_usuario4'],C,3,739.199876785,0.716,user,s10n5,fix,CCC,1,0.716,CC
12534,67,s10n5_usuario7,D,['s10n5_usuario1'],D,1,1182.60002136,-1.161,user,s10n5,fix,DDD,0,1.161,DD
12535,67,s10n5_usuario1,D,['s10n5_usuario7'],D,1,3906.1999321000003,-3.871,user,s10n5,fix,DDD,0,3.871,DD
12536,68,s10n5_usuario5,D,['s10n5_usuario6'],D,1,608.899831772,-0.582,user,s10n5,fix,DDD,0,0.582,DD
12537,68,s10n5_usuario6,D,['s10n5_usuario5'],D,1,860.399961472,-0.834,user,s10n5,fix,DDD,0,0.834,DD
12538,68,s10n5_usuario8,D,['s10n5_usuario2'],C,4,505.700111389,-0.47,user,s10n5,fix,DCD,0,0.47,DC
12539,68,s10n5_usuario2,C,['s10n5_usuario8'],D,0,1711.30013466,1.687,user,s10n5,fix,CDC,1,1.687,CD
12540,68,s10n5_usuario4,C,['s10n5_usuario3'],C,3,570.699930191,0.547,user,s10n5,fix,CCC,1,0.547,CC
12541,68,s10n5_usuario3,C,['s10n5_usuario4'],C,3,909.499883652,0.881,user,s10n5,fix,CCC,1,0.881,CC
12542,68,s10n5_usuario7,C,['s10n5_usuario1'],D,0,779.0000438689999,0.752,user,s10n5,fix,DDC,1,0.752,DD
12543,68,s10n5_usuario1,D,['s10n5_usuario7'],C,4,1092.70000458,-1.065,user,s10n5,fix,DDD,0,1.065,DD
12544,69,s10n5_usuario5,D,['s10n5_usuario6'],D,1,484.20000076300005,-0.46,user,s10n5,fix,DDD,0,0.46,DD
12545,69,s10n5_usuario6,D,['s10n5_usuario5'],D,1,977.400064468,-0.952,user,s10n5,fix,DDD,0,0.952,DD
12546,69,s10n5_usuario8,D,['s10n5_usuario2'],D,1,641.59989357,-0.612,user,s10n5,fix,DCD,0,0.612,DC
12547,69,s10n5_usuario2,D,['s10n5_usuario8'],D,1,1276.99995041,-1.25,user,s10n5,fix,CDD,0,1.25,CD
12548,69,s10n5_usuario4,C,['s10n5_usuario3'],C,3,526.700019836,0.499,user,s10n5,fix,CCC,1,0.499,CC
12549,69,s10n5_usuario3,C,['s10n5_usuario4'],C,3,955.60002327,0.932,user,s10n5,fix,CCC,1,0.932,CC
12550,69,s10n5_usuario7,C,['s10n5_usuario1'],D,0,601.9001007080001,0.582,user,s10n5,fix,CDC,1,0.582,CD
12551,69,s10n5_usuario1,D,['s10n5_usuario7'],C,4,567.19994545,-0.539,user,s10n5,fix,DCD,0,0.539,DC
12552,70,s10n5_usuario5,D,['s10n5_usuario6'],D,1,928.499937057,-0.9,user,s10n5,fix,DDD,0,0.9,DD
12553,70,s10n5_usuario6,D,['s10n5_usuario5'],D,1,917.999982834,-0.888,user,s10n5,fix,DDD,0,0.888,DD
12554,70,s10n5_usuario8,C,['s10n5_usuario2'],D,0,1489.50004578,1.46,user,s10n5,fix,DDC,1,1.46,DD
12555,70,s10n5_usuario2,D,['s10n5_usuario8'],C,4,1104.30002213,-1.077,user,s10n5,fix,DDD,0,1.077,DD
