,round,player,action_player,opponent,action_opponent,payoff,time_php,rt,who_played,session,treatment,actions,prev,response,abs_time
16525,63,s12n11_usuario10,C,['s12n11_usuario12'],C,3,1944.10014153,0.001,user,s12n11,changing,CCC,CC,1,0.001
16526,63,s12n11_usuario11,D,['s12n11_usuario1'],C,4,694.400072098,0.0,user,s12n11,changing,DCD,DC,0,0.0
16527,63,s12n11_usuario12,C,['s12n11_usuario10'],C,3,496.60015106199995,0.0,user,s12n11,changing,CDC,CD,1,0.0
16528,63,s12n11_usuario13,D,['s12n11_usuario9'],C,4,1038.2001400000001,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16529,63,s12n11_usuario14,D,['s12n11_usuario3'],D,1,10458.699941600002,-0.01,user,s12n11,changing,DCD,DC,0,0.01
16530,63,s12n11_usuario15,D,['s12n11_usuario17'],C,4,1516.69979095,-0.001,user,s12n11,changing,CDD,CD,0,0.001
16531,63,s12n11_usuario16,D,['s12n11_usuario2'],D,1,620.399951935,0.0,user,s12n11,changing,DDD,DD,0,0.0
16532,63,s12n11_usuario17,C,['s12n11_usuario15'],D,0,845.200061798,0.0,user,s12n11,changing,CDC,CD,1,0.0
16533,63,s12n11_usuario18,D,['s12n11_usuario8'],D,1,1817.8999424000003,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16534,64,s12n11_usuario1,C,['s12n11_usuario17'],C,3,635.300159454,0.0,user,s12n11,changing,CDC,CD,1,0.0
16535,64,s12n11_usuario2,D,['s12n11_usuario18'],D,1,1054.29983139,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16536,64,s12n11_usuario3,C,['s12n11_usuario7'],C,3,1562.5,0.001,user,s12n11,changing,DDC,DD,1,0.001
16537,64,s12n11_usuario4,D,['s12n11_usuario13'],D,1,670.300006866,0.0,user,s12n11,changing,DDD,DD,0,0.0
16538,64,s12n11_usuario5,D,['s12n11_usuario10'],C,4,1982.50007629,-0.001,user,s12n11,changing,CDD,CD,0,0.001
16539,64,s12n11_usuario6,D,['s12n11_usuario15'],D,1,815.099954605,0.0,user,s12n11,changing,DCD,DC,0,0.0
16540,64,s12n11_usuario7,C,['s12n11_usuario3'],C,3,790.5001640319999,0.0,user,s12n11,changing,DDC,DD,1,0.0
16541,64,s12n11_usuario8,D,['s12n11_usuario9'],D,1,1031.10003471,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16542,64,s12n11_usuario9,D,['s12n11_usuario8'],D,1,1133.59999657,-0.001,user,s12n11,changing,CDD,CD,0,0.001
16543,64,s12n11_usuario10,C,['s12n11_usuario5'],D,0,1625.29993057,0.001,user,s12n11,changing,CCC,CC,1,0.001
16544,64,s12n11_usuario11,D,['s12n11_usuario14'],D,1,1047.6000309,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16545,64,s12n11_usuario12,C,['s12n11_usuario16'],D,0,584.199905396,0.0,user,s12n11,changing,CCC,CC,1,0.0
16546,64,s12n11_usuario13,D,['s12n11_usuario4'],D,1,1470.90005875,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16547,64,s12n11_usuario14,D,['s12n11_usuario11'],D,1,1140.70010185,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16548,64,s12n11_usuario15,D,['s12n11_usuario6'],D,1,2487.6999855,-0.002,user,s12n11,changing,DCD,DC,0,0.002
16549,64,s12n11_usuario16,D,['s12n11_usuario12'],C,4,603.199958801,0.0,user,s12n11,changing,DDD,DD,0,0.0
16550,64,s12n11_usuario17,C,['s12n11_usuario1'],C,3,637.600183487,0.0,user,s12n11,changing,CDC,CD,1,0.0
16551,64,s12n11_usuario18,D,['s12n11_usuario2'],D,1,2838.79995346,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16552,65,s12n11_usuario1,C,['s12n11_usuario7'],C,3,671.000003815,0.0,user,s12n11,changing,CCC,CC,1,0.0
16553,65,s12n11_usuario2,D,['s12n11_usuario17'],C,4,1939.80002403,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16554,65,s12n11_usuario3,D,['s12n11_usuario16'],D,1,1828.20010185,-0.001,user,s12n11,changing,CCD,CC,0,0.001
16555,65,s12n11_usuario4,D,['s12n11_usuario5'],D,1,954.4999599460001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16556,65,s12n11_usuario5,D,['s12n11_usuario4'],D,1,3857.29980469,-0.003,user,s12n11,changing,DCD,DC,0,0.003
16557,65,s12n11_usuario6,D,['s12n11_usuario13'],D,1,715.500116348,0.0,user,s12n11,changing,DDD,DD,0,0.0
16558,65,s12n11_usuario7,C,['s12n11_usuario1'],C,3,1495.50008774,0.001,user,s12n11,changing,CCC,CC,1,0.001
16559,65,s12n11_usuario8,D,['s12n11_usuario18'],D,1,1131.9000721,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16560,65,s12n11_usuario9,D,['s12n11_usuario12'],C,4,1205.19995689,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16561,65,s12n11_usuario10,D,['s12n11_usuario15'],D,1,1950.09994507,-0.001,user,s12n11,changing,CDD,CD,0,0.001
16562,65,s12n11_usuario11,D,['s12n11_usuario14'],D,1,594.899892807,0.0,user,s12n11,changing,DDD,DD,0,0.0
16563,65,s12n11_usuario12,C,['s12n11_usuario9'],D,0,593.799829483,0.0,user,s12n11,changing,CDC,CD,1,0.0
16564,65,s12n11_usuario13,D,['s12n11_usuario6'],D,1,824.199914932,0.0,user,s12n11,changing,DDD,DD,0,0.0
16565,65,s12n11_usuario14,D,['s12n11_usuario11'],D,1,1338.09995651,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16566,65,s12n11_usuario15,D,['s12n11_usuario10'],D,1,2599.99990463,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16567,65,s12n11_usuario16,D,['s12n11_usuario3'],D,1,1118.0999279,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16568,65,s12n11_usuario17,C,['s12n11_usuario2'],D,0,565.200090408,0.0,user,s12n11,changing,CCC,CC,1,0.0
16569,65,s12n11_usuario18,D,['s12n11_usuario8'],D,1,1753.09991837,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16570,66,s12n11_usuario1,C,['s12n11_usuario12'],C,3,549.700021744,0.0,user,s12n11,changing,CCC,CC,1,0.0
16571,66,s12n11_usuario2,D,['s12n11_usuario7'],D,1,910.499811172,0.0,user,s12n11,changing,DCD,DC,0,0.0
16572,66,s12n11_usuario3,C,['s12n11_usuario5'],D,0,6297.499895100001,0.006,user,s12n11,changing,DDC,DD,1,0.006
16573,66,s12n11_usuario4,D,['s12n11_usuario15'],D,1,2715.30008316,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16574,66,s12n11_usuario5,D,['s12n11_usuario3'],C,4,1861.6001606,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16575,66,s12n11_usuario6,D,['s12n11_usuario18'],D,1,1423.00009727,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16576,66,s12n11_usuario7,D,['s12n11_usuario2'],D,1,1743.70002747,-0.001,user,s12n11,changing,CCD,CC,0,0.001
16577,66,s12n11_usuario8,D,['s12n11_usuario14'],D,1,484.400033951,0.0,user,s12n11,changing,DDD,DD,0,0.0
16578,66,s12n11_usuario9,D,['s12n11_usuario11'],D,1,929.1000366210001,0.0,user,s12n11,changing,DCD,DC,0,0.0
16579,66,s12n11_usuario10,D,['s12n11_usuario16'],D,1,1671.0999012,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16580,66,s12n11_usuario11,D,['s12n11_usuario9'],D,1,971.2998867030001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16581,66,s12n11_usuario12,C,['s12n11_usuario1'],C,3,505.899906158,0.0,user,s12n11,changing,CDC,CD,1,0.0
16582,66,s12n11_usuario13,D,['s12n11_usuario17'],C,4,1241.60003662,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16583,66,s12n11_usuario14,D,['s12n11_usuario8'],D,1,953.0999660489999,0.0,user,s12n11,changing,DDD,DD,0,0.0
16584,66,s12n11_usuario15,D,['s12n11_usuario4'],D,1,1358.00004005,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16585,66,s12n11_usuario16,D,['s12n11_usuario10'],D,1,1391.00003242,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16586,66,s12n11_usuario17,C,['s12n11_usuario13'],D,0,541.20016098,0.0,user,s12n11,changing,CDC,CD,1,0.0
16587,66,s12n11_usuario18,D,['s12n11_usuario6'],D,1,914.20006752,0.0,user,s12n11,changing,DDD,DD,0,0.0
16588,67,s12n11_usuario1,C,['s12n11_usuario15'],C,3,497.29990959199995,0.0,user,s12n11,changing,CCC,CC,1,0.0
16589,67,s12n11_usuario2,D,['s12n11_usuario13'],D,1,1004.69994545,0.0,user,s12n11,changing,DDD,DD,0,0.0
16590,67,s12n11_usuario3,C,['s12n11_usuario18'],D,0,2128.10015678,0.002,user,s12n11,changing,CDC,CD,1,0.002
16591,67,s12n11_usuario4,D,['s12n11_usuario14'],D,1,806.600093842,0.0,user,s12n11,changing,DDD,DD,0,0.0
16592,67,s12n11_usuario5,D,['s12n11_usuario8'],D,1,2204.79989052,-0.002,user,s12n11,changing,DCD,DC,0,0.002
16593,67,s12n11_usuario6,D,['s12n11_usuario11'],D,1,1156.99982643,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16594,67,s12n11_usuario7,D,['s12n11_usuario16'],D,1,887.1998786930001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16595,67,s12n11_usuario8,D,['s12n11_usuario5'],D,1,669.6000099180001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16596,67,s12n11_usuario9,D,['s12n11_usuario10'],D,1,752.899885178,0.0,user,s12n11,changing,DDD,DD,0,0.0
16597,67,s12n11_usuario10,D,['s12n11_usuario9'],D,1,1903.50008011,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16598,67,s12n11_usuario11,D,['s12n11_usuario6'],D,1,521.300077438,0.0,user,s12n11,changing,DDD,DD,0,0.0
16599,67,s12n11_usuario12,C,['s12n11_usuario17'],C,3,507.699966431,0.0,user,s12n11,changing,CCC,CC,1,0.0
16600,67,s12n11_usuario13,D,['s12n11_usuario2'],D,1,1475.80003738,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16601,67,s12n11_usuario14,D,['s12n11_usuario4'],D,1,1088.09995651,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16602,67,s12n11_usuario15,C,['s12n11_usuario1'],C,3,1173.59995842,0.001,user,s12n11,changing,DDC,DD,1,0.001
16603,67,s12n11_usuario16,D,['s12n11_usuario7'],D,1,488.70015144300004,0.0,user,s12n11,changing,DDD,DD,0,0.0
16604,67,s12n11_usuario17,C,['s12n11_usuario12'],C,3,564.100027084,0.0,user,s12n11,changing,CDC,CD,1,0.0
16605,67,s12n11_usuario18,D,['s12n11_usuario3'],C,4,1116.40000343,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16606,68,s12n11_usuario1,C,['s12n11_usuario10'],D,0,496.799945831,0.0,user,s12n11,changing,CCC,CC,1,0.0
16607,68,s12n11_usuario2,D,['s12n11_usuario12'],C,4,1314.70012665,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16608,68,s12n11_usuario3,C,['s12n11_usuario11'],D,0,1256.59990311,0.001,user,s12n11,changing,CDC,CD,1,0.001
16609,68,s12n11_usuario4,D,['s12n11_usuario17'],C,4,1778.7001133,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16610,68,s12n11_usuario5,D,['s12n11_usuario8'],D,1,1180.40013313,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16611,68,s12n11_usuario6,D,['s12n11_usuario14'],D,1,2380.90014458,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16612,68,s12n11_usuario7,C,['s12n11_usuario16'],D,0,662.19997406,0.0,user,s12n11,changing,DDC,DD,1,0.0
16613,68,s12n11_usuario8,D,['s12n11_usuario5'],D,1,942.800045013,0.0,user,s12n11,changing,DDD,DD,0,0.0
16614,68,s12n11_usuario9,D,['s12n11_usuario13'],D,1,1017.60005951,0.0,user,s12n11,changing,DDD,DD,0,0.0
16615,68,s12n11_usuario10,D,['s12n11_usuario1'],C,4,1616.49990082,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16616,68,s12n11_usuario11,D,['s12n11_usuario3'],C,4,829.2999267580001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16617,68,s12n11_usuario12,C,['s12n11_usuario2'],D,0,1501.19996071,0.001,user,s12n11,changing,CCC,CC,1,0.001
16618,68,s12n11_usuario13,D,['s12n11_usuario9'],D,1,4481.80007935,-0.004,user,s12n11,changing,DDD,DD,0,0.004
16619,68,s12n11_usuario14,D,['s12n11_usuario6'],D,1,2067.70014763,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16620,68,s12n11_usuario15,C,['s12n11_usuario18'],D,0,1069.90003586,0.001,user,s12n11,changing,CCC,CC,1,0.001
16621,68,s12n11_usuario16,D,['s12n11_usuario7'],C,4,607.599973679,0.0,user,s12n11,changing,DDD,DD,0,0.0
16622,68,s12n11_usuario17,C,['s12n11_usuario4'],D,0,486.299991608,0.0,user,s12n11,changing,CCC,CC,1,0.0
16623,68,s12n11_usuario18,D,['s12n11_usuario15'],C,4,1982.39994049,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16624,69,s12n11_usuario1,C,['s12n11_usuario15'],C,3,704.1001319889999,0.0,user,s12n11,changing,CDC,CD,1,0.0
16625,69,s12n11_usuario2,D,['s12n11_usuario14'],D,1,1285.10022163,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16626,69,s12n11_usuario3,D,['s12n11_usuario5'],D,1,1183.40015411,-0.001,user,s12n11,changing,CDD,CD,0,0.001
16627,69,s12n11_usuario4,D,['s12n11_usuario12'],C,4,917.2999858860001,0.0,user,s12n11,changing,DCD,DC,0,0.0
16628,69,s12n11_usuario5,D,['s12n11_usuario3'],D,1,1118.00003052,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16629,69,s12n11_usuario6,D,['s12n11_usuario8'],D,1,2161.00001335,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16630,69,s12n11_usuario7,C,['s12n11_usuario17'],C,3,699.300050735,0.0,user,s12n11,changing,CDC,CD,1,0.0
16631,69,s12n11_usuario8,D,['s12n11_usuario6'],D,1,576.200008392,0.0,user,s12n11,changing,DDD,DD,0,0.0
16632,69,s12n11_usuario9,D,['s12n11_usuario13'],D,1,1118.10016632,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16633,69,s12n11_usuario10,C,['s12n11_usuario16'],D,0,1792.2000885000002,0.001,user,s12n11,changing,DCC,DC,1,0.001
16634,69,s12n11_usuario11,D,['s12n11_usuario18'],D,1,1019.50001717,0.0,user,s12n11,changing,DCD,DC,0,0.0
16635,69,s12n11_usuario12,C,['s12n11_usuario4'],D,0,1419.39997673,0.001,user,s12n11,changing,CDC,CD,1,0.001
16636,69,s12n11_usuario13,D,['s12n11_usuario9'],D,1,955.100059509,0.0,user,s12n11,changing,DDD,DD,0,0.0
16637,69,s12n11_usuario14,D,['s12n11_usuario2'],D,1,2490.20004272,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16638,69,s12n11_usuario15,C,['s12n11_usuario1'],C,3,884.6001625060001,0.0,user,s12n11,changing,CDC,CD,1,0.0
16639,69,s12n11_usuario16,D,['s12n11_usuario10'],C,4,591.000080109,0.0,user,s12n11,changing,DCD,DC,0,0.0
16640,69,s12n11_usuario17,C,['s12n11_usuario7'],C,3,499.70006942699996,0.0,user,s12n11,changing,CDC,CD,1,0.0
16641,69,s12n11_usuario18,D,['s12n11_usuario11'],D,1,2713.99998665,-0.002,user,s12n11,changing,DCD,DC,0,0.002
16642,70,s12n11_usuario1,C,['s12n11_usuario9'],D,0,552.000045776,0.0,user,s12n11,changing,CCC,CC,1,0.0
16643,70,s12n11_usuario2,D,['s12n11_usuario8'],D,1,2801.89990997,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16644,70,s12n11_usuario3,C,['s12n11_usuario7'],C,3,3603.1999588,0.003,user,s12n11,changing,DDC,DD,1,0.003
16645,70,s12n11_usuario4,D,['s12n11_usuario15'],C,4,545.399904251,0.0,user,s12n11,changing,DCD,DC,0,0.0
16646,70,s12n11_usuario5,D,['s12n11_usuario13'],D,1,741.0001754760001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16647,70,s12n11_usuario6,D,['s12n11_usuario12'],C,4,828.000068665,0.0,user,s12n11,changing,DDD,DD,0,0.0
16648,70,s12n11_usuario7,C,['s12n11_usuario3'],C,3,1082.40008354,0.001,user,s12n11,changing,CCC,CC,1,0.001
16649,70,s12n11_usuario8,D,['s12n11_usuario2'],D,1,412.69993782,0.0,user,s12n11,changing,DDD,DD,0,0.0
16650,70,s12n11_usuario9,D,['s12n11_usuario1'],C,4,720.200061798,0.0,user,s12n11,changing,DDD,DD,0,0.0
16651,70,s12n11_usuario10,D,['s12n11_usuario17'],C,4,2453.80020142,-0.002,user,s12n11,changing,CDD,CD,0,0.002
16652,70,s12n11_usuario11,D,['s12n11_usuario14'],D,1,1023.80013466,0.0,user,s12n11,changing,DDD,DD,0,0.0
16653,70,s12n11_usuario12,C,['s12n11_usuario6'],D,0,1220.90005875,0.001,user,s12n11,changing,CDC,CD,1,0.001
16654,70,s12n11_usuario13,D,['s12n11_usuario5'],D,1,908.4999561310001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16655,70,s12n11_usuario14,D,['s12n11_usuario11'],D,1,1020.79987526,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16656,70,s12n11_usuario15,C,['s12n11_usuario4'],D,0,1536.7000103,0.001,user,s12n11,changing,CCC,CC,1,0.001
16657,70,s12n11_usuario16,D,['s12n11_usuario18'],D,1,525.200128555,0.0,user,s12n11,changing,DCD,DC,0,0.0
16658,70,s12n11_usuario17,C,['s12n11_usuario10'],D,0,691.7998790739999,0.0,user,s12n11,changing,CCC,CC,1,0.0
16659,70,s12n11_usuario18,D,['s12n11_usuario16'],D,1,2838.50002289,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16660,71,s12n11_usuario1,C,['s12n11_usuario15'],C,3,702.100038528,0.0,user,s12n11,changing,CDC,CD,1,0.0
16661,71,s12n11_usuario2,D,['s12n11_usuario18'],D,1,2791.70012474,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16662,71,s12n11_usuario3,C,['s12n11_usuario6'],D,0,2873.89993668,0.002,user,s12n11,changing,CCC,CC,1,0.002
16663,71,s12n11_usuario4,D,['s12n11_usuario10'],C,4,679.300069809,0.0,user,s12n11,changing,DCD,DC,0,0.0
16664,71,s12n11_usuario5,D,['s12n11_usuario13'],D,1,1287.69993782,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16665,71,s12n11_usuario6,D,['s12n11_usuario3'],C,4,1122.20001221,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16666,71,s12n11_usuario7,C,['s12n11_usuario17'],C,3,1055.89985847,0.001,user,s12n11,changing,CCC,CC,1,0.001
16667,71,s12n11_usuario8,D,['s12n11_usuario11'],D,1,670.699834824,0.0,user,s12n11,changing,DDD,DD,0,0.0
16668,71,s12n11_usuario9,D,['s12n11_usuario16'],D,1,859.600067139,0.0,user,s12n11,changing,DCD,DC,0,0.0
16669,71,s12n11_usuario10,C,['s12n11_usuario4'],D,0,1761.50012016,0.001,user,s12n11,changing,DCC,DC,1,0.001
16670,71,s12n11_usuario11,D,['s12n11_usuario8'],D,1,736.299991608,0.0,user,s12n11,changing,DDD,DD,0,0.0
16671,71,s12n11_usuario12,C,['s12n11_usuario14'],D,0,522.300004959,0.0,user,s12n11,changing,CDC,CD,1,0.0
16672,71,s12n11_usuario13,D,['s12n11_usuario5'],D,1,832.6997756960001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16673,71,s12n11_usuario14,D,['s12n11_usuario12'],C,4,2197.49999046,-0.002,user,s12n11,changing,DDD,DD,0,0.002
16674,71,s12n11_usuario15,C,['s12n11_usuario1'],C,3,1049.79991913,0.001,user,s12n11,changing,CDC,CD,1,0.001
16675,71,s12n11_usuario16,D,['s12n11_usuario9'],D,1,530.600070953,0.0,user,s12n11,changing,DDD,DD,0,0.0
16676,71,s12n11_usuario17,C,['s12n11_usuario7'],C,3,754.499912262,0.0,user,s12n11,changing,CDC,CD,1,0.0
16677,71,s12n11_usuario18,D,['s12n11_usuario2'],D,1,1536.19980812,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16678,72,s12n11_usuario1,C,['s12n11_usuario14'],D,0,633.899927139,0.0,user,s12n11,changing,CCC,CC,1,0.0
16679,72,s12n11_usuario2,D,['s12n11_usuario17'],C,4,1658.90002251,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16680,72,s12n11_usuario3,C,['s12n11_usuario16'],D,0,2084.59997177,0.002,user,s12n11,changing,CDC,CD,1,0.002
16681,72,s12n11_usuario4,D,['s12n11_usuario9'],D,1,645.599842072,0.0,user,s12n11,changing,DCD,DC,0,0.0
16682,72,s12n11_usuario5,C,['s12n11_usuario13'],D,0,2320.30010223,0.002,user,s12n11,changing,DDC,DD,1,0.002
16683,72,s12n11_usuario6,D,['s12n11_usuario8'],D,1,675.10008812,0.0,user,s12n11,changing,DCD,DC,0,0.0
16684,72,s12n11_usuario7,C,['s12n11_usuario18'],D,0,1702.19993591,0.001,user,s12n11,changing,CCC,CC,1,0.001
16685,72,s12n11_usuario8,D,['s12n11_usuario6'],D,1,461.400032043,0.0,user,s12n11,changing,DDD,DD,0,0.0
16686,72,s12n11_usuario9,D,['s12n11_usuario4'],D,1,708.10008049,0.0,user,s12n11,changing,DDD,DD,0,0.0
16687,72,s12n11_usuario10,D,['s12n11_usuario11'],D,1,1858.90007019,-0.001,user,s12n11,changing,CDD,CD,0,0.001
16688,72,s12n11_usuario11,D,['s12n11_usuario10'],D,1,797.1999645230001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16689,72,s12n11_usuario12,C,['s12n11_usuario15'],C,3,424.900054932,0.0,user,s12n11,changing,CDC,CD,1,0.0
16690,72,s12n11_usuario13,D,['s12n11_usuario5'],C,4,848.899841309,0.0,user,s12n11,changing,DDD,DD,0,0.0
16691,72,s12n11_usuario14,D,['s12n11_usuario1'],C,4,1441.79987907,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16692,72,s12n11_usuario15,C,['s12n11_usuario12'],C,3,867.79999733,0.0,user,s12n11,changing,CCC,CC,1,0.0
16693,72,s12n11_usuario16,D,['s12n11_usuario3'],C,4,496.400117874,0.0,user,s12n11,changing,DDD,DD,0,0.0
16694,72,s12n11_usuario17,C,['s12n11_usuario2'],D,0,905.4000377660001,0.0,user,s12n11,changing,CCC,CC,1,0.0
16695,72,s12n11_usuario18,D,['s12n11_usuario7'],C,4,1418.40004921,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16696,73,s12n11_usuario1,C,['s12n11_usuario4'],D,0,652.1999835969999,0.0,user,s12n11,changing,CDC,CD,1,0.0
16697,73,s12n11_usuario2,D,['s12n11_usuario9'],D,1,3088.70005608,-0.003,user,s12n11,changing,DCD,DC,0,0.003
16698,73,s12n11_usuario3,D,['s12n11_usuario13'],D,1,989.0000820160001,0.0,user,s12n11,changing,CDD,CD,0,0.0
16699,73,s12n11_usuario4,D,['s12n11_usuario1'],C,4,507.20000267,0.0,user,s12n11,changing,DDD,DD,0,0.0
16700,73,s12n11_usuario5,C,['s12n11_usuario10'],D,0,2303.79986763,0.002,user,s12n11,changing,CDC,CD,1,0.002
16701,73,s12n11_usuario6,D,['s12n11_usuario11'],D,1,691.700220108,0.0,user,s12n11,changing,DDD,DD,0,0.0
16702,73,s12n11_usuario7,C,['s12n11_usuario14'],D,0,996.599912643,0.0,user,s12n11,changing,CDC,CD,1,0.0
16703,73,s12n11_usuario8,D,['s12n11_usuario12'],C,4,434.99994278,0.0,user,s12n11,changing,DDD,DD,0,0.0
16704,73,s12n11_usuario9,D,['s12n11_usuario2'],D,1,815.19985199,0.0,user,s12n11,changing,DDD,DD,0,0.0
16705,73,s12n11_usuario10,D,['s12n11_usuario5'],C,4,1614.2001152,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16706,73,s12n11_usuario11,D,['s12n11_usuario6'],D,1,615.3001785280001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16707,73,s12n11_usuario12,C,['s12n11_usuario8'],D,0,432.39998817400004,0.0,user,s12n11,changing,CCC,CC,1,0.0
16708,73,s12n11_usuario13,D,['s12n11_usuario3'],D,1,935.899972916,0.0,user,s12n11,changing,DCD,DC,0,0.0
16709,73,s12n11_usuario14,D,['s12n11_usuario7'],C,4,1280.99989891,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16710,73,s12n11_usuario15,C,['s12n11_usuario16'],D,0,990.6001091,0.0,user,s12n11,changing,CCC,CC,1,0.0
16711,73,s12n11_usuario16,D,['s12n11_usuario15'],C,4,436.100006104,0.0,user,s12n11,changing,DCD,DC,0,0.0
16712,73,s12n11_usuario17,C,['s12n11_usuario18'],D,0,2858.5999011999997,0.002,user,s12n11,changing,CDC,CD,1,0.002
16713,73,s12n11_usuario18,D,['s12n11_usuario17'],C,4,1240.70000648,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16714,74,s12n11_usuario1,C,['s12n11_usuario14'],D,0,741.9002056119999,0.0,user,s12n11,changing,CDC,CD,1,0.0
16715,74,s12n11_usuario2,D,['s12n11_usuario12'],C,4,1609.69996452,-0.001,user,s12n11,changing,DDD,DD,0,0.001
16716,74,s12n11_usuario3,C,['s12n11_usuario10'],C,3,2978.39999199,0.002,user,s12n11,changing,DDC,DD,1,0.002
16717,74,s12n11_usuario4,D,['s12n11_usuario13'],D,1,768.1999206539999,0.0,user,s12n11,changing,DCD,DC,0,0.0
16718,74,s12n11_usuario5,C,['s12n11_usuario18'],D,0,2100.89993477,0.002,user,s12n11,changing,CDC,CD,1,0.002
16719,74,s12n11_usuario6,D,['s12n11_usuario8'],D,1,643.199920654,0.0,user,s12n11,changing,DDD,DD,0,0.0
16720,74,s12n11_usuario7,C,['s12n11_usuario16'],D,0,784.300088882,0.0,user,s12n11,changing,CDC,CD,1,0.0
16721,74,s12n11_usuario8,D,['s12n11_usuario6'],D,1,637.800216675,0.0,user,s12n11,changing,DCD,DC,0,0.0
16722,74,s12n11_usuario9,D,['s12n11_usuario15'],C,4,988.199949265,0.0,user,s12n11,changing,DDD,DD,0,0.0
16723,74,s12n11_usuario10,C,['s12n11_usuario3'],C,3,1749.20010567,0.001,user,s12n11,changing,DCC,DC,1,0.001
16724,74,s12n11_usuario11,D,['s12n11_usuario17'],C,4,581.500053406,0.0,user,s12n11,changing,DDD,DD,0,0.0
16725,74,s12n11_usuario12,C,['s12n11_usuario2'],D,0,476.39989852900004,0.0,user,s12n11,changing,CDC,CD,1,0.0
16726,74,s12n11_usuario13,D,['s12n11_usuario4'],D,1,766.8001651760001,0.0,user,s12n11,changing,DDD,DD,0,0.0
16727,74,s12n11_usuario14,D,['s12n11_usuario1'],C,4,1233.79993439,-0.001,user,s12n11,changing,DCD,DC,0,0.001
16728,74,s12n11_usuario15,C,['s12n11_usuario9'],D,0,804.900169373,0.0,user,s12n11,changing,CDC,CD,1,0.0
16729,74,s12n11_usuario16,D,['s12n11_usuario7'],C,4,481.89997673,0.0,user,s12n11,changing,DCD,DC,0,0.0
16730,74,s12n11_usuario17,C,['s12n11_usuario11'],D,0,1289.10017014,0.001,user,s12n11,changing,CDC,CD,1,0.001
16731,74,s12n11_usuario18,D,['s12n11_usuario5'],C,4,5263.60011101,-0.005,user,s12n11,changing,DCD,DC,0,0.005
