,userid,rt,response,round,context,strategy,actions,prev
6076,152,10.13,1,4,3.0,MCC,0-3-1,0-3
6077,152,-5.09,0,5,3.0,MCC,1-3-0,1-3
6078,152,-4.57,0,6,4.0,MCC,0-4-0,0-4
6079,152,-4.76,0,7,2.0,MCC,0-2-0,0-2
6080,152,4.63,1,8,2.0,MCC,0-2-1,0-2
6081,152,-13.13,0,9,2.0,MCC,1-2-0,1-2
6082,152,-6.56,0,10,2.0,MCC,0-2-0,0-2
6083,152,-6.34,0,11,2.0,MCC,0-2-0,0-2
6084,152,5.88,1,12,2.0,MCC,0-2-1,0-2
6085,152,10.73,1,13,2.0,MCC,1-2-1,1-2
6086,152,-6.26,0,14,3.0,MCC,1-3-0,1-3
6087,152,6.31,1,15,2.0,MCC,0-2-1,0-2
6088,152,-3.8,0,16,4.0,MCC,1-4-0,1-4
6089,152,-3.02,0,17,4.0,MCC,0-4-0,0-4
6090,152,-4.6,0,18,1.0,MCC,0-1-0,0-1
6091,152,-6.84,0,19,1.0,MCC,0-1-0,0-1
6092,152,-3.89,0,20,1.0,MCC,0-1-0,0-1
6093,152,-2.21,0,21,2.0,MCC,0-2-0,0-2
6094,152,-2.65,0,22,2.0,MCC,0-2-0,0-2
6095,152,-3.6,0,23,3.0,MCC,0-3-0,0-3
6096,152,-2.86,0,24,2.0,MCC,0-2-0,0-2
6097,152,-2.81,0,25,3.0,MCC,0-3-0,0-3
6098,152,-3.07,0,26,3.0,MCC,0-3-0,0-3
6099,152,-2.23,0,27,2.0,MCC,0-2-0,0-2
6100,152,-3.74,0,28,2.0,MCC,0-2-0,0-2
6101,152,-6.94,0,29,1.0,MCC,0-1-0,0-1
6102,152,7.25,1,30,1.0,MCC,0-1-1,0-1
6103,152,3.05,1,31,3.0,MCC,1-3-1,1-3
6104,152,-4.69,0,32,3.0,MCC,1-3-0,1-3
6105,152,4.03,1,33,2.0,MCC,0-2-1,0-2
6106,152,2.48,1,34,3.0,MCC,1-3-1,1-3
6107,152,3.16,1,35,4.0,MCC,1-4-1,1-4
6108,152,-8.58,0,36,2.0,MCC,1-2-0,1-2
6109,152,-2.25,0,37,3.0,MCC,0-3-0,0-3
6110,152,-2.75,0,38,2.0,MCC,0-2-0,0-2
6111,152,-3.4,0,39,2.0,MCC,0-2-0,0-2
6112,152,-4.83,0,40,2.0,MCC,0-2-0,0-2
6113,152,-3.13,0,41,2.0,MCC,0-2-0,0-2
6114,152,-2.87,0,42,3.0,MCC,0-3-0,0-3
6115,152,-9.3,0,43,3.0,MCC,0-3-0,0-3
6116,152,5.8,1,44,1.0,MCC,0-1-1,0-1
6117,152,-8.16,0,45,0.0,MCC,1-0-0,1-0
6118,152,-2.91,0,46,1.0,MCC,0-1-0,0-1
6119,152,-2.5,0,47,2.0,MCC,,
6120,134,8.09,1,1,,MCC,---1,--
6121,134,7.42,1,2,4.0,MCC,1-4-1,1-4
6122,134,8.09,1,3,2.0,MCC,1-2-1,1-2
6123,134,-5.26,0,4,1.0,MCC,1-1-0,1-1
6124,134,-2.71,0,5,4.0,MCC,0-4-0,0-4
6125,134,3.56,1,6,3.0,MCC,0-3-1,0-3
6126,134,4.25,1,7,2.0,MCC,1-2-1,1-2
6127,134,-8.06,0,8,1.0,MCC,1-1-0,1-1
6128,134,5.02,1,9,2.0,MCC,0-2-1,0-2
6129,134,1.86,1,10,1.0,MCC,1-1-1,1-1
6130,134,3.65,1,11,1.0,MCC,1-1-1,1-1
6131,134,-9.04,0,12,1.0,MCC,1-1-0,1-1
6132,134,-13.22,0,13,2.0,MCC,0-2-0,0-2
6133,134,-5.11,0,14,3.0,MCC,0-3-0,0-3
6134,134,3.95,1,15,1.0,MCC,0-1-1,0-1
6135,134,2.05,1,16,5.0,MCC,1-5-1,1-5
6136,134,11.6,1,17,2.0,MCC,1-2-1,1-2
6137,134,-3.33,0,18,0.0,MCC,1-0-0,1-0
6138,134,2.64,1,19,0.0,MCC,0-0-1,0-0
6139,134,3.01,1,20,0.0,MCC,1-0-1,1-0
6140,134,-1.93,0,21,0.0,MCC,1-0-0,1-0
6141,134,4.71,1,22,1.0,MCC,0-1-1,0-1
6142,134,1.97,1,23,1.0,MCC,1-1-1,1-1
6143,134,1.65,1,24,2.0,MCC,1-2-1,1-2
6144,134,-2.25,0,25,1.0,MCC,1-1-0,1-1
6145,134,4.49,1,26,2.0,MCC,0-2-1,0-2
6146,134,9.27,1,27,1.0,MCC,1-1-1,1-1
6147,134,2.07,1,28,0.0,MCC,1-0-1,1-0
6148,134,-7.89,0,29,0.0,MCC,1-0-0,1-0
6149,134,-7.51,0,30,3.0,MCC,0-3-0,0-3
6150,134,-25.95,0,31,3.0,MCC,0-3-0,0-3
6151,134,15.28,1,32,3.0,MCC,0-3-1,0-3
6152,134,5.92,1,33,1.0,MCC,1-1-1,1-1
6153,134,1.12,1,34,2.0,MCC,1-2-1,1-2
6154,134,5.32,1,35,4.0,MCC,1-4-1,1-4
6155,134,-4.5,0,36,2.0,MCC,1-2-0,1-2
6156,134,-8.12,0,37,1.0,MCC,0-1-0,0-1
6157,134,2.29,1,38,2.0,MCC,0-2-1,0-2
6158,134,3.18,1,39,1.0,MCC,1-1-1,1-1
6159,134,-8.69,0,40,1.0,MCC,1-1-0,1-1
6160,134,-4.18,0,41,1.0,MCC,0-1-0,0-1
6161,134,-2.72,0,42,2.0,MCC,0-2-0,0-2
6162,134,-2.18,0,43,3.0,MCC,0-3-0,0-3
6163,134,-4.94,0,44,1.0,MCC,0-1-0,0-1
6164,134,-8.6,0,45,2.0,MCC,0-2-0,0-2
6165,134,-4.8,0,46,1.0,MCC,0-1-0,0-1
6166,134,-3.06,0,47,1.0,MCC,,
6167,43,-8.42,0,1,,PD,---0,--
6168,43,-9.99,0,2,5.0,PD,0-5-0,0-5
6169,43,-7.7,0,3,4.0,PD,0-4-0,0-4
6170,43,6.58,1,4,3.0,PD,0-3-1,0-3
6171,43,-6.68,0,5,3.0,PD,1-3-0,1-3
6172,43,-4.91,0,6,4.0,PD,0-4-0,0-4
6173,43,-4.97,0,7,3.0,PD,0-3-0,0-3
6174,43,-5.97,0,8,2.0,PD,0-2-0,0-2
6175,43,-10.28,0,9,2.0,PD,0-2-0,0-2
6176,43,-4.7,0,10,3.0,PD,0-3-0,0-3
6177,43,-2.87,0,11,3.0,PD,0-3-0,0-3
6178,43,-2.56,0,12,3.0,PD,0-3-0,0-3
6179,43,-2.38,0,13,2.0,PD,0-2-0,0-2
6180,43,-2.92,0,14,2.0,PD,0-2-0,0-2
6181,43,-6.78,0,15,0.0,PD,0-0-0,0-0
6182,43,-2.61,0,16,4.0,PD,0-4-0,0-4
6183,43,-2.47,0,17,4.0,PD,0-4-0,0-4
6184,43,-2.02,0,18,2.0,PD,0-2-0,0-2
6185,43,-4.56,0,19,0.0,PD,0-0-0,0-0
6186,43,-4.01,0,20,2.0,PD,0-2-0,0-2
6187,43,-7.25,0,21,1.0,PD,0-1-0,0-1
6188,43,-3.51,0,22,1.0,PD,0-1-0,0-1
6189,43,-1.93,0,23,2.0,PD,0-2-0,0-2
6190,43,-5.38,0,24,4.0,PD,0-4-0,0-4
6191,43,-3.91,0,25,3.0,PD,0-3-0,0-3
6192,43,-6.33,0,26,3.0,PD,0-3-0,0-3
6193,43,-5.35,0,27,1.0,PD,0-1-0,0-1
6194,43,-7.31,0,28,1.0,PD,0-1-0,0-1
6195,43,-4.55,0,29,3.0,PD,0-3-0,0-3
6196,43,-4.83,0,30,3.0,PD,0-3-0,0-3
6197,43,-4.24,0,31,1.0,PD,0-1-0,0-1
6198,43,-5.09,0,32,2.0,PD,0-2-0,0-2
6199,43,-4.37,0,33,2.0,PD,0-2-0,0-2
6200,43,-4.19,0,34,2.0,PD,0-2-0,0-2
6201,43,-3.53,0,35,3.0,PD,0-3-0,0-3
6202,43,-5.47,0,36,4.0,PD,0-4-0,0-4
6203,43,-4.28,0,37,1.0,PD,0-1-0,0-1
6204,43,-3.82,0,38,2.0,PD,0-2-0,0-2
6205,43,-2.92,0,39,2.0,PD,0-2-0,0-2
6206,43,-2.23,0,40,3.0,PD,0-3-0,0-3
6207,43,-3.6,0,41,2.0,PD,0-2-0,0-2
6208,43,-2.79,0,42,2.0,PD,0-2-0,0-2
6209,43,-5.07,0,43,2.0,PD,0-2-0,0-2
6210,43,-6.27,0,44,1.0,PD,0-1-0,0-1
6211,43,-4.51,0,45,1.0,PD,0-1-0,0-1
6212,43,-6.8,0,46,1.0,PD,0-1-0,0-1
6213,43,-2.62,0,47,1.0,PD,,
6214,159,-7.99,0,1,,PD,---0,--
6215,159,-2.32,0,2,4.0,PD,0-4-0,0-4
6216,159,-3.23,0,3,5.0,PD,0-5-0,0-5
6217,159,-3.85,0,4,2.0,PD,0-2-0,0-2
6218,159,-2.61,0,5,4.0,PD,0-4-0,0-4
6219,159,-2.13,0,6,4.0,PD,0-4-0,0-4
6220,159,-1.95,0,7,3.0,PD,0-3-0,0-3
6221,159,-3.45,0,8,1.0,PD,0-1-0,0-1
6222,159,-2.79,0,9,2.0,PD,0-2-0,0-2
6223,159,-1.92,0,10,3.0,PD,0-3-0,0-3
6224,159,-3.9,0,11,2.0,PD,0-2-0,0-2
6225,159,-1.97,0,12,1.0,PD,0-1-0,0-1
6226,159,-1.37,0,13,3.0,PD,0-3-0,0-3
6227,159,-1.65,0,14,3.0,PD,0-3-0,0-3
6228,159,-4.58,0,15,1.0,PD,0-1-0,0-1
6229,159,-2.09,0,16,3.0,PD,0-3-0,0-3
6230,159,-2.02,0,17,3.0,PD,0-3-0,0-3
6231,159,-4.04,0,18,2.0,PD,0-2-0,0-2
6232,159,-3.63,0,19,1.0,PD,0-1-0,0-1
6233,159,-4.02,0,20,1.0,PD,0-1-0,0-1
6234,159,-3.37,0,21,1.0,PD,0-1-0,0-1
6235,159,-6.66,0,22,2.0,PD,0-2-0,0-2
6236,159,3.24,1,23,1.0,PD,0-1-1,0-1
6237,159,-3.89,0,24,2.0,PD,1-2-0,1-2
6238,159,-2.13,0,25,2.0,PD,0-2-0,0-2
6239,159,-2.59,0,26,3.0,PD,0-3-0,0-3
6240,159,-11.16,0,27,1.0,PD,0-1-0,0-1
6241,159,-1.31,0,28,1.0,PD,0-1-0,0-1
6242,159,-1.14,0,29,2.0,PD,0-2-0,0-2
6243,159,-1.23,0,30,2.0,PD,0-2-0,0-2
6244,159,-3.91,0,31,2.0,PD,0-2-0,0-2
6245,159,-2.68,0,32,1.0,PD,0-1-0,0-1
6246,159,-4.61,0,33,0.0,PD,0-0-0,0-0
6247,159,-2.56,0,34,0.0,PD,0-0-0,0-0
6248,159,-1.51,0,35,1.0,PD,0-1-0,0-1
6249,159,-4.17,0,36,2.0,PD,0-2-0,0-2
6250,159,-6.09,0,37,0.0,PD,0-0-0,0-0
6251,159,-3.97,0,38,1.0,PD,0-1-0,0-1
6252,159,-3.22,0,39,0.0,PD,0-0-0,0-0
6253,159,5.39,1,40,2.0,PD,0-2-1,0-2
6254,159,-4.68,0,41,1.0,PD,1-1-0,1-1
6255,159,-6.33,0,42,1.0,PD,0-1-0,0-1
6256,159,-5.17,0,43,1.0,PD,0-1-0,0-1
6257,159,-6.4,0,44,1.0,PD,0-1-0,0-1
6258,159,-1.9,0,45,3.0,PD,0-3-0,0-3
6259,159,-2.92,0,46,1.0,PD,0-1-0,0-1
6260,159,-6.77,0,47,0.0,PD,,
6261,60,-3.48,0,1,,PD,---0,--
6262,60,9.67,1,2,6.0,PD,0-6-1,0-6
6263,60,-13.7,0,3,6.0,PD,1-6-0,1-6
6264,60,6.26,1,4,4.0,PD,0-4-1,0-4
6265,60,-13.82,0,5,4.0,PD,1-4-0,1-4
6266,60,-6.97,0,6,6.0,PD,0-6-0,0-6
6267,60,-7.01,0,7,3.0,PD,0-3-0,0-3
6268,60,-7.42,0,8,3.0,PD,0-3-0,0-3
6269,60,-6.44,0,9,4.0,PD,0-4-0,0-4
6270,60,-8.04,0,10,4.0,PD,0-4-0,0-4
6271,60,-7.3,0,11,3.0,PD,0-3-0,0-3
6272,60,-8.4,0,12,3.0,PD,0-3-0,0-3
6273,60,-5.44,0,13,4.0,PD,0-4-0,0-4
6274,60,-3.5,0,14,4.0,PD,0-4-0,0-4
6275,60,-3.96,0,15,3.0,PD,0-3-0,0-3
6276,60,-4.85,0,16,2.0,PD,0-2-0,0-2
6277,60,-3.01,0,17,5.0,PD,0-5-0,0-5
6278,60,-3.64,0,18,4.0,PD,0-4-0,0-4
6279,60,-5.64,0,19,2.0,PD,0-2-0,0-2
6280,60,-5.29,0,20,3.0,PD,0-3-0,0-3
6281,60,-6.32,0,21,2.0,PD,0-2-0,0-2
6282,60,-4.63,0,22,4.0,PD,0-4-0,0-4
6283,60,-3.97,0,23,4.0,PD,0-4-0,0-4
6284,60,-1.95,0,24,4.0,PD,0-4-0,0-4
6285,60,-7.85,0,25,3.0,PD,0-3-0,0-3
6286,60,-6.08,0,26,3.0,PD,0-3-0,0-3
6287,60,-5.78,0,27,1.0,PD,0-1-0,0-1
6288,60,-4.2,0,28,2.0,PD,0-2-0,0-2
6289,60,-4.0,0,29,4.0,PD,0-4-0,0-4
6290,60,-3.0,0,30,3.0,PD,0-3-0,0-3
6291,60,-3.78,0,31,4.0,PD,0-4-0,0-4
6292,60,-5.71,0,32,3.0,PD,0-3-0,0-3
6293,60,-9.23,0,33,1.0,PD,0-1-0,0-1
6294,60,-4.26,0,34,2.0,PD,0-2-0,0-2
6295,60,-3.14,0,35,3.0,PD,0-3-0,0-3
6296,60,-4.46,0,36,4.0,PD,0-4-0,0-4
6297,60,-7.07,0,37,1.0,PD,0-1-0,0-1
6298,60,-8.75,0,38,1.0,PD,0-1-0,0-1
6299,60,-6.95,0,39,1.0,PD,0-1-0,0-1
6300,60,-7.28,0,40,3.0,PD,0-3-0,0-3
6301,60,-7.73,0,41,5.0,PD,0-5-0,0-5
6302,60,-3.72,0,42,1.0,PD,0-1-0,0-1
6303,60,-6.0,0,43,2.0,PD,0-2-0,0-2
6304,60,-13.25,0,44,4.0,PD,0-4-0,0-4
6305,60,-5.99,0,45,3.0,PD,0-3-0,0-3
6306,60,-5.36,0,46,2.0,PD,0-2-0,0-2
6307,60,-2.42,0,47,2.0,PD,,
6308,155,3.03,1,1,,MCC,---1,--
6309,155,5.91,1,2,5.0,MCC,1-5-1,1-5
6310,155,6.03,1,3,6.0,MCC,1-6-1,1-6
6311,155,9.16,1,4,2.0,MCC,1-2-1,1-2
6312,155,2.29,1,5,5.0,MCC,1-5-1,1-5
6313,155,6.73,1,6,5.0,MCC,1-5-1,1-5
6314,155,8.07,1,7,3.0,MCC,1-3-1,1-3
6315,155,6.1,1,8,2.0,MCC,1-2-1,1-2
6316,155,7.33,1,9,4.0,MCC,1-4-1,1-4
6317,155,-2.63,0,10,3.0,MCC,1-3-0,1-3
6318,155,2.56,1,11,3.0,MCC,0-3-1,0-3
6319,155,3.18,1,12,2.0,MCC,1-2-1,1-2
6320,155,4.48,1,13,3.0,MCC,1-3-1,1-3
6321,155,6.78,1,14,2.0,MCC,1-2-1,1-2
6322,155,3.72,1,15,2.0,MCC,1-2-1,1-2
6323,155,5.49,1,16,1.0,MCC,1-1-1,1-1
6324,155,3.44,1,17,4.0,MCC,1-4-1,1-4
6325,155,10.77,1,18,3.0,MCC,1-3-1,1-3
6326,155,3.57,1,19,2.0,MCC,1-2-1,1-2
6327,155,5.29,1,20,2.0,MCC,1-2-1,1-2
6328,155,5.99,1,21,2.0,MCC,1-2-1,1-2
6329,155,4.63,1,22,3.0,MCC,1-3-1,1-3
6330,155,2.81,1,23,4.0,MCC,1-4-1,1-4
6331,155,6.91,1,24,3.0,MCC,1-3-1,1-3
6332,155,6.31,1,25,2.0,MCC,1-2-1,1-2
6333,155,-5.36,0,26,1.0,MCC,1-1-0,1-1
6334,155,2.39,1,27,1.0,MCC,0-1-1,0-1
6335,155,6.44,1,28,1.0,MCC,1-1-1,1-1
6336,155,4.36,1,29,1.0,MCC,1-1-1,1-1
6337,155,2.84,1,30,3.0,MCC,1-3-1,1-3
6338,155,2.98,1,31,3.0,MCC,1-3-1,1-3
6339,155,1.56,1,32,3.0,MCC,1-3-1,1-3
6340,155,5.58,1,33,0.0,MCC,1-0-1,1-0
6341,155,8.45,1,34,1.0,MCC,1-1-1,1-1
6342,155,3.4,1,35,2.0,MCC,1-2-1,1-2
6343,155,3.41,1,36,1.0,MCC,1-1-1,1-1
6344,155,-5.34,0,37,0.0,MCC,1-0-0,1-0
6345,155,7.11,1,38,1.0,MCC,0-1-1,0-1
6346,155,6.21,1,39,0.0,MCC,1-0-1,1-0
6347,155,1.91,1,40,2.0,MCC,1-2-1,1-2
6348,155,3.35,1,41,3.0,MCC,1-3-1,1-3
6349,155,3.02,1,42,0.0,MCC,1-0-1,1-0
6350,155,2.21,1,43,1.0,MCC,1-1-1,1-1
6351,155,-5.72,0,44,3.0,MCC,1-3-0,1-3
6352,155,-3.82,0,45,5.0,MCC,0-5-0,0-5
6353,155,3.06,1,46,2.0,MCC,0-2-1,0-2
6354,155,11.12,1,47,1.0,MCC,,
6355,106,-8.88,0,1,,PD,---0,--
6356,106,-7.75,0,2,6.0,PD,0-6-0,0-6
6357,106,-5.92,0,3,6.0,PD,0-6-0,0-6
6358,106,-9.55,0,4,2.0,PD,0-2-0,0-2
6359,106,-7.12,0,5,6.0,PD,0-6-0,0-6
6360,106,-6.49,0,6,6.0,PD,0-6-0,0-6
6361,106,-12.28,0,7,2.0,PD,0-2-0,0-2
6362,106,6.64,1,8,3.0,PD,0-3-1,0-3
6363,106,-2.65,0,9,4.0,PD,1-4-0,1-4
6364,106,-5.23,0,10,3.0,PD,0-3-0,0-3
6365,106,-8.05,0,11,4.0,PD,0-4-0,0-4
6366,106,-4.68,0,12,4.0,PD,0-4-0,0-4
6367,106,-9.73,0,13,3.0,PD,0-3-0,0-3
6368,106,-4.97,0,14,3.0,PD,0-3-0,0-3
6369,106,-5.62,0,15,2.0,PD,0-2-0,0-2
6370,106,-4.91,0,16,2.0,PD,0-2-0,0-2
6371,106,-4.01,0,17,5.0,PD,0-5-0,0-5
6372,106,-6.99,0,18,4.0,PD,0-4-0,0-4
6373,106,-6.98,0,19,3.0,PD,0-3-0,0-3
6374,106,-4.14,0,20,3.0,PD,0-3-0,0-3
6375,106,-3.54,0,21,3.0,PD,0-3-0,0-3
6376,106,-6.21,0,22,3.0,PD,0-3-0,0-3
6377,106,-6.82,0,23,4.0,PD,0-4-0,0-4
6378,106,-5.93,0,24,5.0,PD,0-5-0,0-5
6379,106,-5.97,0,25,3.0,PD,0-3-0,0-3
6380,106,-6.08,0,26,3.0,PD,0-3-0,0-3
6381,106,-7.78,0,27,0.0,PD,0-0-0,0-0
6382,106,-6.64,0,28,1.0,PD,0-1-0,0-1
6383,106,-6.77,0,29,3.0,PD,0-3-0,0-3
6384,106,-8.93,0,30,4.0,PD,0-4-0,0-4
6385,106,3.24,1,31,2.0,PD,0-2-1,0-2
6386,106,-4.17,0,32,3.0,PD,1-3-0,1-3
6387,106,-8.38,0,33,3.0,PD,0-3-0,0-3
6388,106,-4.74,0,34,3.0,PD,0-3-0,0-3
6389,106,-4.7,0,35,3.0,PD,0-3-0,0-3
6390,106,-4.59,0,36,3.0,PD,0-3-0,0-3
6391,106,-5.23,0,37,1.0,PD,0-1-0,0-1
6392,106,-5.12,0,38,2.0,PD,0-2-0,0-2
6393,106,4.68,1,39,2.0,PD,0-2-1,0-2
6394,106,-2.39,0,40,2.0,PD,1-2-0,1-2
6395,106,-3.65,0,41,4.0,PD,0-4-0,0-4
6396,106,-4.59,0,42,2.0,PD,0-2-0,0-2
6397,106,-5.77,0,43,3.0,PD,0-3-0,0-3
6398,106,6.3,1,44,5.0,PD,0-5-1,0-5
6399,106,-3.63,0,45,2.0,PD,1-2-0,1-2
6400,106,-4.92,0,46,2.0,PD,0-2-0,0-2
6401,106,-3.45,0,47,4.0,PD,,
6402,137,-3.67,0,1,,PD,---0,--
6403,137,-3.89,0,2,4.0,PD,0-4-0,0-4
6404,137,-10.66,0,3,6.0,PD,0-6-0,0-6
6405,137,-7.87,0,4,2.0,PD,0-2-0,0-2
6406,137,-14.07,0,5,4.0,PD,0-4-0,0-4
6407,137,-5.08,0,6,4.0,PD,0-4-0,0-4
6408,137,-3.64,0,7,4.0,PD,0-4-0,0-4
6409,137,-10.62,0,8,2.0,PD,0-2-0,0-2
6410,137,-2.61,0,9,4.0,PD,0-4-0,0-4
6411,137,-4.79,0,10,1.0,PD,0-1-0,0-1
6412,137,-3.07,0,11,4.0,PD,0-4-0,0-4
6413,137,-5.2,0,12,3.0,PD,0-3-0,0-3
6414,137,-2.54,0,13,2.0,PD,0-2-0,0-2
6415,137,-8.79,0,14,1.0,PD,0-1-0,0-1
6416,137,-4.14,0,15,0.0,PD,0-0-0,0-0
6417,137,-4.64,0,16,3.0,PD,0-3-0,0-3
6418,137,-1.95,0,17,3.0,PD,0-3-0,0-3
6419,137,-4.3,0,18,3.0,PD,0-3-0,0-3
6420,137,-4.1,0,19,3.0,PD,0-3-0,0-3
6421,137,-5.09,0,20,2.0,PD,0-2-0,0-2
6422,137,-3.17,0,21,2.0,PD,0-2-0,0-2
6423,137,-5.66,0,22,1.0,PD,0-1-0,0-1
6424,137,-4.93,0,23,2.0,PD,0-2-0,0-2
6425,137,-8.16,0,24,5.0,PD,0-5-0,0-5
6426,137,-7.09,0,25,4.0,PD,0-4-0,0-4
6427,137,-7.2,0,26,2.0,PD,0-2-0,0-2
6428,137,-4.31,0,27,2.0,PD,0-2-0,0-2
6429,137,-3.46,0,28,1.0,PD,0-1-0,0-1
6430,137,-6.37,0,29,2.0,PD,0-2-0,0-2
6431,137,-4.43,0,30,2.0,PD,0-2-0,0-2
6432,137,-3.57,0,31,0.0,PD,0-0-0,0-0
6433,137,-2.5,0,32,1.0,PD,0-1-0,0-1
6434,137,-7.26,0,33,4.0,PD,0-4-0,0-4
6435,137,-2.51,0,34,3.0,PD,0-3-0,0-3
6436,137,-6.17,0,35,1.0,PD,0-1-0,0-1
6437,137,-7.86,0,36,2.0,PD,0-2-0,0-2
6438,137,-5.58,0,37,0.0,PD,0-0-0,0-0
6439,137,-10.23,0,38,1.0,PD,0-1-0,0-1
6440,137,-4.59,0,39,1.0,PD,0-1-0,0-1
6441,137,-13.0,0,40,3.0,PD,0-3-0,0-3
6442,137,-5.49,0,41,3.0,PD,0-3-0,0-3
6443,137,-7.36,0,42,2.0,PD,0-2-0,0-2
6444,137,-7.95,0,43,2.0,PD,0-2-0,0-2
6445,137,-6.53,0,44,2.0,PD,0-2-0,0-2
6446,137,-4.87,0,45,4.0,PD,0-4-0,0-4
6447,137,-12.35,0,46,1.0,PD,0-1-0,0-1
6448,137,-5.52,0,47,2.0,PD,,
6449,13,6.98,1,1,,MCC,---1,--
6450,13,9.69,1,2,3.0,MCC,1-3-1,1-3
6451,13,-4.15,0,3,5.0,MCC,1-5-0,1-5
6452,13,-11.09,0,4,3.0,MCC,0-3-0,0-3
6453,13,5.55,1,5,4.0,MCC,0-4-1,0-4
6454,13,6.17,1,6,4.0,MCC,1-4-1,1-4
6455,13,-4.06,0,7,3.0,MCC,1-3-0,1-3
6456,13,3.91,1,8,3.0,MCC,0-3-1,0-3
6457,13,-3.85,0,9,2.0,MCC,1-2-0,1-2
6458,13,-5.4,0,10,2.0,MCC,0-2-0,0-2
6459,13,-4.8,0,11,5.0,MCC,0-5-0,0-5
6460,13,5.17,1,12,3.0,MCC,0-3-1,0-3
6461,13,-3.65,0,13,1.0,MCC,1-1-0,1-1
6462,13,-3.53,0,14,2.0,MCC,0-2-0,0-2
6463,13,4.7,1,15,1.0,MCC,0-1-1,0-1
6464,13,-3.21,0,16,4.0,MCC,1-4-0,1-4
6465,13,-2.8,0,17,4.0,MCC,0-4-0,0-4
6466,13,5.15,1,18,4.0,MCC,0-4-1,0-4
6467,13,3.73,1,19,2.0,MCC,1-2-1,1-2
6468,13,-3.09,0,20,2.0,MCC,1-2-0,1-2
6469,13,-4.01,0,21,2.0,MCC,0-2-0,0-2
6470,13,-4.77,0,22,1.0,MCC,0-1-0,0-1
6471,13,1.88,1,23,2.0,MCC,0-2-1,0-2
6472,13,2.64,1,24,5.0,MCC,1-5-1,1-5
6473,13,-2.38,0,25,3.0,MCC,1-3-0,1-3
6474,13,3.46,1,26,3.0,MCC,0-3-1,0-3
6475,13,3.6,1,27,3.0,MCC,1-3-1,1-3
6476,13,-3.29,0,28,1.0,MCC,1-1-0,1-1
6477,13,3.41,1,29,3.0,MCC,0-3-1,0-3
6478,13,-3.05,0,30,2.0,MCC,1-2-0,1-2
6479,13,-4.51,0,31,1.0,MCC,0-1-0,0-1
6480,13,3.06,1,32,1.0,MCC,0-1-1,0-1
6481,13,-3.36,0,33,4.0,MCC,1-4-0,1-4
6482,13,-2.61,0,34,5.0,MCC,0-5-0,0-5
6483,13,4.3,1,35,2.0,MCC,0-2-1,0-2
6484,13,-3.14,0,36,2.0,MCC,1-2-0,1-2
6485,13,-4.84,0,37,1.0,MCC,0-1-0,0-1
6486,13,-2.55,0,38,2.0,MCC,0-2-0,0-2
6487,13,2.93,1,39,3.0,MCC,0-3-1,0-3
6488,13,-1.59,0,40,3.0,MCC,1-3-0,1-3
6489,13,-1.88,0,41,4.0,MCC,0-4-0,0-4
6490,13,2.76,1,42,3.0,MCC,0-3-1,0-3
6491,13,-4.43,0,43,2.0,MCC,1-2-0,1-2
6492,13,3.7,1,44,4.0,MCC,0-4-1,0-4
6493,13,-5.09,0,45,2.0,MCC,1-2-0,1-2
6494,13,-3.37,0,46,2.0,MCC,0-2-0,0-2
6495,13,5.92,1,47,3.0,MCC,,
6496,129,-4.61,0,1,,PD,---0,--
6497,129,-11.6,0,2,6.0,PD,0-6-0,0-6
6498,129,-8.4,0,3,5.0,PD,0-5-0,0-5
6499,129,-5.52,0,4,3.0,PD,0-3-0,0-3
6500,129,8.4,1,5,3.0,PD,0-3-1,0-3
6501,129,-11.12,0,6,3.0,PD,1-3-0,1-3
6502,129,-6.04,0,7,4.0,PD,0-4-0,0-4
6503,129,-4.72,0,8,3.0,PD,0-3-0,0-3
6504,129,-16.38,0,9,4.0,PD,0-4-0,0-4
6505,129,-11.4,0,10,5.0,PD,0-5-0,0-5
6506,129,-10.84,0,11,3.0,PD,0-3-0,0-3
6507,129,-8.38,0,12,3.0,PD,0-3-0,0-3
6508,129,-6.87,0,13,3.0,PD,0-3-0,0-3
6509,129,-11.82,0,14,1.0,PD,0-1-0,0-1
6510,129,-6.17,0,15,2.0,PD,0-2-0,0-2
6511,129,-6.71,0,16,5.0,PD,0-5-0,0-5
6512,129,-6.14,0,17,3.0,PD,0-3-0,0-3
6513,129,-14.8,0,18,4.0,PD,0-4-0,0-4
6514,129,-14.34,0,19,2.0,PD,0-2-0,0-2
6515,129,-8.59,0,20,3.0,PD,0-3-0,0-3
6516,129,-10.31,0,21,2.0,PD,0-2-0,0-2
6517,129,-7.65,0,22,2.0,PD,0-2-0,0-2
6518,129,-12.85,0,23,5.0,PD,0-5-0,0-5
6519,129,-3.9,0,24,4.0,PD,0-4-0,0-4
6520,129,-5.46,0,25,3.0,PD,0-3-0,0-3
6521,129,-6.15,0,26,1.0,PD,0-1-0,0-1
6522,129,-4.37,0,27,4.0,PD,0-4-0,0-4
6523,129,-11.12,0,28,2.0,PD,0-2-0,0-2
6524,129,-5.57,0,29,2.0,PD,0-2-0,0-2
6525,129,-7.58,0,30,5.0,PD,0-5-0,0-5
6526,129,-6.2,0,31,1.0,PD,0-1-0,0-1
6527,129,-5.95,0,32,2.0,PD,0-2-0,0-2
6528,129,-11.57,0,33,4.0,PD,0-4-0,0-4
